t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
2.688,1.53,-6.43309,-1.03624,0.0332465,0.0041889,0.0036019,0.954696,-0.809899,-0.737452,0.760664,0.0221691,3.13984,-1.83548,1.95548,-3.50299,3.52456,0.413612,-0.394524,23.9224,2.9035,-3.91101,4.4032,-0.177252,0.53943,-1.03907,-7.74689,0.555336,-7.70319,-2.70189,-4.8331,-1.03048,-7.23807,0.34651,-7.22809,-2.42475,0.02496,0.416097,-0.0472461,0.0321138,-0.0362729,-0.0474297,0.00260289,1.75605,-0.810898,-1.63189,0.762871,-0.0152535,3.13884,1.56746,1.95448,-0.856371,3.52524,-0.0135682,-0.395524,-0.0150826,1.00158,-0.0446347,-1.25195,1.2508,19.7125,10.7888,-21.55,13.2418,-31.6482,-5.95861,11.8986,-12.6675,7.68639,-1.89361,-0.000229879,0.000458297,-1.16921,39.0848,-42.9099,19.0324,0,30.897,-22.7521,10.5594,-4.29154,5.46704,-1.62664,-0.0111854,0.00403515,-1.93951,0.200212,0.0162215,0.0586994,0.00539641,2.73349,2.11593,0.0403495,2.32498,1.985,72.9995,56.3173,43.5393,0.352941,0.322496,3.76408,-6.433,-0.999967,-0.0362729,0,236,4.33681e-19,-6.93889e-18,2.92735e-18,3.63208e-17,-1.38778e-17,-6.93889e-17,-5.56738e-17,1.66533e-16,-1.55431e-15,-1.38778e-15,0,-0.556808,-0.224723,0.782648,-0.00306459,3.14159,2.21025,-0.234715,3.53147,-0.00271364,-0.392699,3.16516,-16.1036,4.46269,0.384859,0.523599,0,0,0,0.0320852,0.00260289,-0.810898,0.762871,3.13884,1.95448,3.52524,-0.395524,2.9025,4.47319,0.535699,0.000999014
2.699,1.54,-6.43251,-1.03624,0.0334072,0.0042014,0.00361417,0.954757,-0.810088,-0.737258,0.760495,0.0221856,3.13983,-1.83507,1.95521,-3.50266,3.52429,0.413673,-0.394523,25.1198,2.9039,-5.24376,4.37174,-1.21918,0.523422,-1.03912,-7.74638,0.555207,-7.70257,-2.70195,-4.83252,-1.03046,-7.23751,0.346496,-7.2275,-2.42477,0.0249969,0.416154,-1.39545,0.0322677,-0.0362779,-0.0476044,0.00260665,1.75595,-0.811095,-1.63071,0.762691,-0.0152466,3.13882,1.56661,1.9542,-0.856531,3.52496,-0.0135847,-0.395532,-0.0150852,1.00159,-0.0448511,-1.25197,1.2508,19.7169,10.79,-21.5521,13.2429,-31.6354,-5.95666,11.8946,-12.6639,7.68396,-1.89295,-0.000219728,0.000438053,-1.16963,39.129,-42.9686,19.0555,0,30.9468,-22.7559,10.5702,-4.29515,5.4664,-1.62702,-0.0110962,0.00400353,-1.93951,0.200213,0.0160744,0.0587228,0.00610749,2.73574,2.11717,0.0406544,2.33086,1.99046,119.744,-76.9179,-60.408,0.352887,0.322494,-4.35944,-6.43243,-0.999966,-0.0362779,0,238,-6.50521e-19,6.93889e-18,3.90313e-18,-8.21825e-17,1.04083e-17,-6.245e-17,-7.93094e-17,-4.996e-16,2.22045e-16,2.77556e-16,0,-0.557039,-0.224524,0.782627,-0.00306258,3.14159,2.20987,-0.234544,3.53146,-0.00271693,-0.392699,3.16563,20.4735,4.46292,-0.46613,0.523599,0,0,0,0.0322389,0.00260665,-0.811095,0.762691,3.13882,1.9542,3.52496,-0.395532,2.9029,4.47358,0.535928,0.00100753
2.71,1.55,-6.43191,-1.0362,0.0335659,0.00422703,0.00364068,0.954861,-0.810578,-0.736676,0.760001,0.0222741,3.13983,-1.83466,1.95493,-3.50231,3.524,0.413734,-0.394523,25.2714,2.90389,-4.63594,4.49286,-0.780355,0.536355,-1.03925,-7.74587,0.555112,-7.70201,-2.70179,-4.83192,-1.03037,-7.23695,0.346519,-7.22686,-2.42474,0.0250899,0.416212,-0.679438,0.0324202,-0.036234,-0.0477417,0.00262464,1.75209,-0.811594,-1.62516,0.762177,-0.0152523,3.13881,1.56616,1.95391,-0.856729,3.52466,-0.0135993,-0.39554,-0.0150879,1.0016,-0.0450206,-1.25198,1.2508,19.6813,10.7917,-21.5553,13.2394,-31.5241,-5.95015,11.8815,-12.648,7.67108,-1.88772,-0.000224028,0.000446618,-1.17041,39.1825,-43.0289,19.0798,0,30.9973,-22.7644,10.581,-4.29895,5.46597,-1.62753,-0.0110206,0.003977,-1.93959,0.200214,0.0158678,0.0586351,0.010339,2.74384,2.12565,0.0408047,2.33672,1.99589,15.1545,-16.1379,-15.0932,0.352466,0.322507,-0.259886,-6.43187,-0.999965,-0.036234,0,240,0,6.93889e-18,7.04731e-18,3.20924e-17,0,-6.245e-17,-6.94431e-17,-1.11022e-16,1.52656e-16,1.249e-16,0,-0.55771,-0.223625,0.782614,-0.00306388,3.14159,2.20947,-0.234377,3.53145,-0.00271986,-0.392699,3.16567,2.00961,4.46274,-0.0360605,0.523599,0,0,0,0.0323912,0.00262464,-0.811594,0.762177,3.13881,1.95391,3.52466,-0.39554,2.90287,4.47355,0.535753,0.00101604
2.719,1.56,-6.4314,-1.03627,0.033724,0.00416559,0.00357545,0.954939,-0.810738,-0.736442,0.759771,0.0222872,3.13986,-1.83423,1.95458,-3.50187,3.52365,0.413822,-0.394523,25.3379,2.90355,-5.23147,4.46911,-1.4586,0.536116,-1.03954,-7.74533,0.554945,-7.70178,-2.7015,-4.83141,-1.03055,-7.23635,0.3465,-7.22644,-2.42476,0.025065,0.416301,-1.29848,0.0325706,-0.0363069,-0.0481059,0.0025509,1.75626,-0.811762,-1.62662,0.761942,-0.0152845,3.13883,1.5607,1.95355,-0.855364,3.5243,-0.0136133,-0.395549,-0.0150905,1.00161,-0.0454738,-1.25199,1.2508,19.7357,10.7933,-21.5584,13.2468,-31.594,-5.94843,11.8781,-12.65,7.67483,-1.8907,-0.000257675,0.000513723,-1.1713,39.1191,-43.0888,19.1033,0,31.0378,-22.696,10.5888,-4.30145,5.4608,-1.62367,-0.0109581,0.00395495,-1.93805,0.200215,0.0158089,0.0590139,0.00787148,2.74361,2.12639,0.0430182,2.34531,2.00419,6.64864,-75.725,-82.4695,0.352717,0.322247,-0.0239112,-6.4313,-0.999965,-0.0363069,0,242,-2.1684e-19,-6.93889e-18,-1.11131e-17,8.94467e-17,-1.38778e-17,-6.93889e-18,2.00577e-18,2.25514e-16,-2.15106e-16,-2.20744e-16,0,-0.558026,-0.223744,0.782634,-0.00307233,3.14159,2.20897,-0.233727,3.53144,-0.00272266,-0.392699,3.16539,0.943815,4.46222,-0.00622598,0.523599,0,0,0,0.0325413,0.0025509,-0.811762,0.761942,3.13883,1.95355,3.5243,-0.395549,2.90252,4.4732,0.535226,0.00102455
2.729,1.57,-6.43091,-1.0364,0.0338821,0.00410144,0.00350683,0.954958,-0.810539,-0.736693,0.759951,0.0222152,3.13986,-1.8338,1.95433,-3.50156,3.5234,0.413887,-0.394523,25.3825,2.90415,-4.31295,4.4775,-0.438002,0.536531,-1.0397,-7.74479,0.554772,-7.70142,-2.70151,-4.83092,-1.03079,-7.23577,0.346429,-7.22605,-2.42484,0.0249868,0.41636,-0.371982,0.0327248,-0.0364332,-0.0484768,0.00247802,1.76409,-0.811568,-1.63279,0.76213,-0.0152903,3.13883,1.55859,1.9533,-0.855584,3.52405,-0.0136294,-0.395552,-0.015092,1.00162,-0.0459362,-1.25201,1.2508,19.8279,10.794,-21.5598,13.2583,-31.7654,-5.95213,11.8855,-12.6658,7.68992,-1.89845,-0.000262473,0.000523313,-1.17164,39.1435,-43.1462,19.1223,0,31.0935,-22.6898,10.6008,-4.3045,5.45993,-1.62409,-0.0108616,0.00391962,-1.93794,0.200217,0.0158128,0.0594614,0.00186445,2.73675,2.11854,0.0436365,2.35132,2.00992,4.46136,16.1863,18.8718,0.353348,0.322228,0.0824711,-6.43102,-0.999965,-0.0364332,0,243,-2.1684e-19,0,8.34836e-18,-8.67362e-17,3.46945e-18,7.63278e-17,9.08832e-17,-7.80626e-17,-5.72459e-16,-5.74193e-16,0,-0.55778,-0.224641,0.782638,-0.00307386,3.14159,2.20862,-0.233597,3.53144,-0.00272589,-0.392699,3.16616,0.463289,4.46242,0.00718702,0.523599,0,0,0,0.0326952,0.00247802,-0.811568,0.76213,3.13883,1.9533,3.52405,-0.395552,2.90312,4.47379,0.535427,0.00102881
2.739,1.58,-6.43044,-1.03652,0.0340402,0.00403148,0.00343216,0.954921,-0.810327,-0.737,0.760181,0.0221274,3.13985,-1.83336,1.95414,-3.50132,3.5232,0.413939,-0.394522,25.4181,2.90468,-4.3967,4.47623,-0.533849,0.536791,-1.03983,-7.74424,0.554631,-7.70108,-2.70152,-4.83044,-1.03103,-7.23519,0.346369,-7.22568,-2.4249,0.0249188,0.416408,-0.457261,0.0328747,-0.0365536,-0.0488639,0.00239483,1.77155,-0.811364,-1.63865,0.762363,-0.0152815,3.13881,1.55771,1.9531,-0.856435,3.52384,-0.0136465,-0.39556,-0.0150946,1.00163,-0.0464181,-1.25202,1.2508,19.9147,10.7938,-21.5594,13.2681,-31.9299,-5.95552,11.8924,-12.6808,7.70479,-1.90583,-0.000249453,0.000497383,-1.17192,39.2003,-43.2018,19.1392,0,31.1551,-22.7072,10.6144,-4.30771,5.46073,-1.62619,-0.0107636,0.00388322,-1.93839,0.200218,0.0158137,0.0599324,-0.00366321,2.72981,2.10941,0.0436324,2.35635,2.01441,3.56406,7.86406,9.24439,0.353951,0.322301,0.155705,-6.43045,-0.999964,-0.0365536,0,245,0,-6.93889e-18,3.03577e-18,-3.03577e-18,1.73472e-17,-5.55112e-17,-4.55365e-17,-3.03577e-16,-3.5822e-16,-3.66027e-16,0,-0.557468,-0.22552,0.78262,-0.00307139,3.14159,2.20835,-0.233679,3.53143,-0.00272929,-0.392699,3.16684,0.131601,4.46258,0.0161093,0.523599,0,0,0,0.0328448,0.00239483,-0.811364,0.762363,3.13881,1.9531,3.52384,-0.39556,2.90365,4.4743,0.53559,0.00103732
2.748,1.59,-6.42997,-1.03662,0.0341982,0.00394768,0.00334332,0.954832,-0.810114,-0.737313,0.760413,0.0220391,3.13985,-1.83292,1.95392,-3.50103,3.52297,0.414,-0.394523,25.45,2.90499,-4.41679,4.47486,-0.555544,0.536942,-1.03996,-7.74369,0.554502,-7.70076,-2.70151,-4.82998,-1.03128,-7.2346,0.346334,-7.22533,-2.42493,0.0248479,0.416467,-0.478863,0.0330246,-0.0366608,-0.0492866,0.00229748,1.77888,-0.81116,-1.64419,0.762598,-0.0152764,3.1388,1.55548,1.95287,-0.856777,3.52361,-0.0136606,-0.39557,-0.0150973,1.00164,-0.0469442,-1.25204,1.2508,19.9993,10.7929,-21.5574,13.2766,-32.09,-5.95823,11.8979,-12.6947,7.71928,-1.91288,-0.000240677,0.000479917,-1.17225,39.2248,-43.2585,19.1568,0,31.2132,-22.7023,10.627,-4.31065,5.46007,-1.62688,-0.0106901,0.00385586,-1.93835,0.200219,0.0157982,0.0604367,-0.00894796,2.72289,2.10029,0.0441905,2.36226,2.01981,3.19085,5.88596,6.71151,0.354534,0.322291,0.215207,-6.42989,-0.999963,-0.0366608,0,247,0,-6.93889e-18,-1.57209e-18,-3.78387e-17,3.1225e-17,1.38778e-17,-1.0056e-17,-2.67147e-16,2.6628e-16,2.81025e-16,0,-0.557154,-0.226354,0.782602,-0.00306991,3.14159,2.20803,-0.233597,3.53142,-0.00273212,-0.392699,3.16724,-0.138195,4.46266,0.0222546,0.523599,0,0,0,0.0329944,0.00229748,-0.81116,0.762598,3.1388,1.95287,3.52361,-0.39557,2.90395,4.4746,0.535671,0.00104584
2.758,1.6,-6.42951,-1.03673,0.0343561,0.00385811,0.00324855,0.954689,-0.80986,-0.737661,0.760675,0.0219525,3.13984,-1.83247,1.95367,-3.50072,3.52272,0.414066,-0.394525,25.4812,2.90516,-4.42352,4.47347,-0.565571,0.537057,-1.0401,-7.74315,0.554367,-7.70045,-2.70153,-4.82952,-1.03154,-7.23401,0.3463,-7.22501,-2.42497,0.0247659,0.416532,-0.487101,0.0331786,-0.0367713,-0.0497227,0.00219845,1.7862,-0.810911,-1.64974,0.762867,-0.0152779,3.13879,1.55268,1.95262,-0.856886,3.52335,-0.0136708,-0.395576,-0.0150987,1.00165,-0.0474882,-1.25206,1.25079,20.0826,10.7911,-21.5539,13.284,-32.2505,-5.9608,11.9031,-12.7084,7.73398,-1.91985,-0.000240623,0.000479843,-1.17254,39.2361,-43.3167,19.1754,0,31.2707,-22.6877,10.6392,-4.31354,5.45876,-1.62692,-0.0106389,0.00383661,-1.93809,0.200221,0.0157825,0.060956,-0.0142718,2.71545,2.09126,0.0449934,2.36858,2.0258,3.11586,5.22922,5.68373,0.355116,0.322246,0.269291,-6.42961,-0.999963,-0.0367713,0,248,-8.67362e-19,-1.38778e-17,1.69678e-17,2.24972e-17,-2.77556e-17,-8.32667e-17,-9.03954e-17,2.41127e-16,-2.39392e-16,-2.25514e-16,0,-0.556797,-0.227194,0.782594,-0.00307031,3.14159,2.20768,-0.233437,3.53142,-0.00273417,-0.392699,3.16745,-0.38408,4.46271,0.0284869,0.523599,0,0,0,0.0331481,0.00219845,-0.810911,0.762867,3.13879,1.95262,3.52335,-0.395576,2.90411,4.47476,0.535722,0.0010501
2.768,1.61,-6.42906,-1.03685,0.0345139,0.00377039,0.00315551,0.954498,-0.809592,-0.738012,0.760946,0.021869,3.13984,-1.83201,1.95344,-3.50042,3.52249,0.414126,-0.394526,25.514,2.9053,-4.42499,4.47206,-0.570018,0.537155,-1.04025,-7.7426,0.55423,-7.70013,-2.70155,-4.82907,-1.0318,-7.23343,0.346258,-7.22468,-2.42501,0.0246853,0.416592,-0.490083,0.0333283,-0.0368887,-0.0501555,0.0020969,1.79289,-0.810651,-1.65475,0.763139,-0.0152836,3.13878,1.55064,1.95238,-0.857323,3.52311,-0.0136829,-0.395585,-0.0151014,1.00167,-0.0480269,-1.25207,1.25079,20.1576,10.7886,-21.5488,13.2894,-32.3971,-5.96281,11.9073,-12.7206,7.74757,-1.92611,-0.000243823,0.000486259,-1.17279,39.2677,-43.3754,19.1936,0,31.3319,-22.6869,10.6524,-4.31661,5.45836,-1.62786,-0.0105809,0.00381477,-1.93814,0.200222,0.0157799,0.0614874,-0.0190888,2.70829,2.08253,0.0454608,2.37454,2.03121,3.27731,5.0957,5.23704,0.355644,0.322253,0.323135,-6.42904,-0.999963,-0.0368887,0,250,-2.1684e-19,6.93889e-18,1.40946e-17,6.48895e-17,1.04083e-17,-5.55112e-17,-3.85705e-17,2.5327e-16,-2.60209e-16,-2.32453e-16,0,-0.556435,-0.227961,0.782585,-0.00307172,3.14159,2.20735,-0.233379,3.53141,-0.00273658,-0.392699,3.16762,-0.629081,4.46274,0.0347584,0.523599,0,0,0,0.0332974,0.0020969,-0.810651,0.763139,3.13878,1.95238,3.52311,-0.395585,2.90424,4.47488,0.535751,0.00105861
2.778,1.62,-6.42861,-1.03697,0.0346716,0.00368639,0.00306641,0.954266,-0.809328,-0.738354,0.761215,0.0217942,3.13984,-1.83156,1.95323,-3.50016,3.52228,0.414182,-0.394527,25.5509,2.90546,-4.4233,4.47056,-0.571178,0.537254,-1.04039,-7.74206,0.554097,-7.69982,-2.70157,-4.82861,-1.03206,-7.23285,0.346211,-7.22435,-2.42506,0.0246113,0.416645,-0.489994,0.0334821,-0.037008,-0.0505772,0.00200353,1.79873,-0.81039,-1.659,0.763412,-0.015287,3.13878,1.54942,1.95217,-0.858105,3.52289,-0.0136952,-0.39559,-0.0151028,1.00168,-0.0485529,-1.25209,1.25079,20.2221,10.7854,-21.5425,13.2928,-32.5246,-5.96415,11.91,-12.7307,7.75955,-1.93144,-0.000245713,0.000490059,-1.17301,39.3208,-43.4339,19.2112,0,31.3965,-22.7006,10.6664,-4.31985,5.45893,-1.62975,-0.0105101,0.00378819,-1.93852,0.200224,0.0157753,0.0619979,-0.0232076,2.70157,2.07469,0.0455426,2.37985,2.03614,3.69761,5.27973,5.11928,0.3561,0.322314,0.381192,-6.42876,-0.999962,-0.037008,0,251,1.51788e-18,6.93889e-18,8.0231e-18,-7.96889e-18,3.46945e-18,-6.93889e-18,9.75782e-18,-1.21431e-16,8.18789e-16,7.91034e-16,0,-0.556074,-0.228623,0.782581,-0.00307257,3.14159,2.20706,-0.233431,3.5314,-0.00273904,-0.392699,3.16783,-0.893468,4.46277,0.0415168,0.523599,0,0,0,0.033451,0.00200353,-0.81039,0.763412,3.13878,1.95217,3.52289,-0.39559,2.90439,4.47504,0.535782,0.00106287
2.788,1.63,-6.42815,-1.03708,0.0348293,0.00360571,0.00298071,0.954002,-0.809092,-0.738661,0.761458,0.0217263,3.13984,-1.8311,1.95303,-3.4999,3.52207,0.414235,-0.394527,25.5958,2.90565,-4.41877,4.46886,-0.569674,0.537368,-1.04053,-7.74153,0.553967,-7.69951,-2.70158,-4.82816,-1.03232,-7.23228,0.346166,-7.22402,-2.4251,0.0245501,0.416695,-0.487279,0.0336317,-0.0371226,-0.0509915,0.00190932,1.80356,-0.810163,-1.66226,0.763653,-0.0152892,3.13877,1.54851,1.95196,-0.858998,3.52268,-0.0137092,-0.395599,-0.0151055,1.00169,-0.0490686,-1.2521,1.25079,20.2746,10.7818,-21.5351,13.294,-32.6282,-5.96453,11.9109,-12.738,7.76938,-1.93564,-0.000245107,0.000488882,-1.17323,39.3817,-43.4927,19.2288,0,31.4623,-22.7193,10.6808,-4.32317,5.45983,-1.63195,-0.0104347,0.00375995,-1.939,0.200225,0.0157695,0.0625003,-0.0264256,2.69578,2.06759,0.0455018,2.38507,2.0408,4.48123,5.75156,5.2682,0.356466,0.322394,0.448706,-6.42819,-0.999962,-0.0371226,0,253,2.1684e-19,-6.93889e-18,-1.75641e-17,-2.19551e-17,2.08167e-17,8.32667e-17,6.71392e-17,-2.91434e-16,2.84495e-16,3.1225e-16,0,-0.555752,-0.229144,0.782571,-0.00307304,3.14159,2.20677,-0.233517,3.53139,-0.00274184,-0.392699,3.16808,-1.20114,4.4628,0.0493683,0.523599,0,0,0,0.0336002,0.00190932,-0.810163,0.763653,3.13877,1.95196,3.52268,-0.395599,2.90457,4.47521,0.535814,0.00107139
2.798,1.64,-6.4277,-1.03719,0.0349868,0.00352783,0.00289801,0.953712,-0.808874,-0.738944,0.761686,0.021665,3.13984,-1.83065,1.95282,-3.49963,3.52185,0.41429,-0.394528,25.6544,2.90585,-4.41064,4.46674,-0.565134,0.53751,-1.04066,-7.74099,0.553838,-7.69919,-2.70159,-4.8277,-1.03255,-7.23171,0.346126,-7.22368,-2.42514,0.0244968,0.416748,-0.48141,0.0337812,-0.0372297,-0.0513983,0.0018181,1.80763,-0.809954,-1.6648,0.763877,-0.0152905,3.13875,1.54744,1.95174,-0.859789,3.52245,-0.0137227,-0.395608,-0.0151081,1.0017,-0.0495748,-1.25212,1.25079,20.3181,10.7777,-21.5269,13.2936,-32.714,-5.96423,11.9104,-12.7434,7.77763,-1.93899,-0.000243538,0.000485785,-1.17346,39.4385,-43.5522,19.247,0,31.5275,-22.7347,10.6949,-4.32651,5.46046,-1.63388,-0.0103636,0.00373337,-1.93941,0.200226,0.0157542,0.0629827,-0.0289957,2.6906,2.0612,0.045542,2.39048,2.04565,5.86703,6.5849,5.72103,0.356765,0.32246,0.53373,-6.42763,-0.999961,-0.0372297,0,255,-4.33681e-19,0,1.17636e-17,2.7864e-17,2.42861e-17,-4.85723e-17,-6.51606e-17,-2.42861e-16,2.35922e-16,2.22045e-16,0,-0.555452,-0.229561,0.782559,-0.00307326,3.14159,2.20647,-0.233567,3.53138,-0.00274453,-0.392699,3.16834,-1.58872,4.46285,0.0592458,0.523599,0,0,0,0.0337494,0.0018181,-0.809954,0.763877,3.13875,1.95174,3.52245,-0.395608,2.90477,4.47541,0.535859,0.00107991
2.808,1.65,-6.42724,-1.03729,0.0351441,0.00345362,0.0028193,0.953403,-0.80868,-0.739198,0.76189,0.0216143,3.13983,-1.83019,1.95259,-3.49935,3.52162,0.414348,-0.394529,25.7383,2.90606,-4.39677,4.46385,-0.556024,0.537693,-1.04079,-7.74046,0.553709,-7.69886,-2.7016,-4.82724,-1.03278,-7.23114,0.34609,-7.22333,-2.42518,0.0244511,0.416803,-0.470613,0.0339348,-0.0373292,-0.0517937,0.00173513,1.81093,-0.809765,-1.66659,0.764081,-0.0152907,3.13875,1.54627,1.95151,-0.860485,3.52222,-0.0137341,-0.395613,-0.0151096,1.00171,-0.0500678,-1.25213,1.25078,20.3525,10.7733,-21.5182,13.2917,-32.7815,-5.96326,11.9086,-12.7467,7.78422,-1.94147,-0.000242066,0.000482876,-1.17369,39.4922,-43.6127,19.266,0,31.5921,-22.7473,10.7088,-4.32989,5.46087,-1.63556,-0.0102994,0.0037094,-1.93974,0.200228,0.0157252,0.0634319,-0.0309276,2.68603,2.05586,0.0456404,2.39597,2.05077,8.38729,7.99271,6.63112,0.356996,0.322513,0.651192,-6.42734,-0.999961,-0.0373292,0,256,-4.33681e-19,6.93889e-18,2.16298e-17,-2.15756e-17,1.38778e-17,2.08167e-17,1.65341e-17,-2.77556e-17,8.04912e-16,7.97973e-16,0,-0.55518,-0.229868,0.782552,-0.00307325,3.14159,2.20615,-0.233583,3.53138,-0.00274682,-0.392699,3.16861,-2.12419,4.46291,0.0728838,0.523599,0,0,0,0.0339027,0.00173513,-0.809765,0.764081,3.13875,1.95151,3.52222,-0.395613,2.90498,4.47561,0.535917,0.00108417
2.818,1.66,-6.42677,-1.03738,0.035301,0.00338515,0.00274655,0.953081,-0.808516,-0.739411,0.762065,0.0215709,3.13983,-1.82973,1.95236,-3.49905,3.52138,0.414405,-0.39453,25.8715,2.90628,-4.37189,4.45948,-0.538326,0.537942,-1.04092,-7.73994,0.553581,-7.69851,-2.70161,-4.82678,-1.03299,-7.23058,0.346057,-7.22296,-2.42521,0.0244156,0.416859,-0.450347,0.0340838,-0.0374208,-0.0521749,0.00165386,1.8134,-0.809609,-1.66758,0.76425,-0.0152922,3.13874,1.54518,1.95127,-0.861162,3.52198,-0.0137461,-0.395623,-0.0151123,1.00173,-0.0505422,-1.25215,1.25078,20.3773,10.7687,-21.509,13.2884,-32.8291,-5.96159,11.9053,-12.7478,7.78897,-1.94303,-0.000240748,0.000480273,-1.17393,39.5479,-43.6741,19.2857,0,31.6569,-22.7606,10.7227,-4.33336,5.46127,-1.63721,-0.0102404,0.00368744,-1.94007,0.200229,0.0156911,0.0638601,-0.0321445,2.68234,2.05126,0.0457331,2.40162,2.05585,13.3156,10.5023,8.40042,0.357153,0.322567,0.83403,-6.42678,-0.99996,-0.0374208,0,258,-4.33681e-19,0,2.87314e-18,7.64363e-17,2.08167e-17,2.08167e-17,1.43928e-17,-1.80411e-16,1.94289e-16,2.08167e-16,0,-0.554954,-0.230057,0.782541,-0.0030735,3.14159,2.20582,-0.233589,3.53137,-0.00274921,-0.392699,3.16888,-2.95758,4.46297,0.0941069,0.523599,0,0,0,0.0340514,0.00165386,-0.809609,0.76425,3.13874,1.95127,3.52198,-0.395623,2.90519,4.47582,0.53598,0.00109269
2.829,1.67,-6.4263,-1.03746,0.0354575,0.00332501,0.00268256,0.952756,-0.808393,-0.739573,0.762201,0.0215392,3.13983,-1.82928,1.95213,-3.49876,3.52114,0.414461,-0.394531,26.1116,2.90651,-4.32075,4.45186,-0.500224,0.538333,-1.04104,-7.73942,0.553453,-7.69813,-2.70162,-4.82631,-1.03317,-7.23002,0.346027,-7.22258,-2.42524,0.0243924,0.416915,-0.407221,0.0342325,-0.0375027,-0.0525339,0.00158135,1.81489,-0.809494,-1.66765,0.764377,-0.0152933,3.13872,1.54434,1.95102,-0.861872,3.52173,-0.0137575,-0.395633,-0.0151149,1.00174,-0.0509887,-1.25216,1.25078,20.3911,10.7641,-21.4996,13.2836,-32.8537,-5.95918,11.9005,-12.7465,7.79154,-1.94353,-0.000239101,0.00047701,-1.17418,39.6095,-43.7365,19.306,0,31.7222,-22.7769,10.7367,-4.33694,5.46182,-1.63895,-0.0101847,0.00366676,-1.94046,0.20023,0.0156452,0.0642454,-0.0325539,2.67965,2.04781,0.0457434,2.40723,2.0609,24.0161,15.6384,12.2107,0.357225,0.322631,1.17415,-6.42621,-0.99996,-0.0375027,0,260,1.30104e-18,1.38778e-17,9.26993e-18,7.00395e-17,1.38778e-17,6.93889e-18,1.89464e-17,6.93889e-17,-5.55112e-17,-1.80411e-16,0,-0.554781,-0.230108,0.782529,-0.00307364,3.14159,2.20549,-0.2336,3.53136,-0.00275151,-0.392699,3.16916,-4.50769,4.46304,0.133582,0.523599,0,0,0,0.0341998,0.00158135,-0.809494,0.764377,3.13872,1.95102,3.52173,-0.395633,2.90541,4.47603,0.536054,0.00110121
2.839,1.68,-6.42582,-1.03753,0.0356132,0.00327739,0.00263182,0.952436,-0.808327,-0.739665,0.762281,0.021525,3.13982,-1.82882,1.95189,-3.49846,3.5209,0.414518,-0.394533,26.6104,2.90675,-4.17612,4.43436,-0.389379,0.539148,-1.04115,-7.73891,0.553327,-7.69772,-2.70164,-4.82582,-1.03332,-7.22946,0.346,-7.22217,-2.42527,0.0243852,0.41697,-0.280904,0.034385,-0.0375709,-0.0528579,0.00152635,1.81513,-0.809432,-1.66655,0.764451,-0.0152923,3.13872,1.54391,1.95078,-0.862645,3.52148,-0.0137675,-0.395639,-0.0151164,1.00175,-0.0513926,-1.25218,1.25078,20.3911,10.7595,-21.4904,13.2771,-32.8487,-5.9559,11.894,-12.7422,7.79133,-1.9427,-0.000236426,0.000471691,-1.17445,39.6806,-43.7999,19.3273,0,31.788,-22.7985,10.7507,-4.34069,5.46263,-1.6409,-0.0101312,0.00364704,-1.94095,0.200231,0.0155782,0.0645574,-0.0319509,2.67825,2.04612,0.0456054,2.41265,2.06593,49.8793,30.1253,23.2963,0.357189,0.32271,2.0727,-6.42593,-0.999959,-0.0375709,0,261,-8.67362e-19,0,-9.81203e-18,-2.9924e-17,2.77556e-17,2.08167e-17,1.68322e-17,-1.66533e-16,2.77556e-16,5.55112e-17,0,-0.554681,-0.229984,0.782521,-0.00307325,3.14159,2.20515,-0.233625,3.53135,-0.0027535,-0.392699,3.16946,-8.60239,4.46314,0.237876,0.523599,0,0,0,0.034352,0.00152635,-0.809432,0.764451,3.13872,1.95078,3.52148,-0.395639,2.90564,4.47627,0.536146,0.00110547
