t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
1.51,-6.45547,-1.04294,0.0358746,0.00122689,0.00044723,0.927104,-0.788373,-0.765617,0.784477,0.0183084,3.13892,-1.90012,1.96316,-3.52769,3.53354,0.397404,-0.394361,-2.82217,2.88608,-4.45173,4.45561,-0.520801,0.521928,-5.40667,-1.03968,-7.76364,0.554218,-7.7334,-2.70005,-4.85547,-1.04222,-7.25609,0.342343,-7.25485,-2.42894,0.0215364,0.400211,-0.518055,0.0350317,-0.0429543,-0.0584564,-0.000216178,1.78711,-0.789037,-1.68232,0.787121,-0.0152007,3.13825,-0.0912205,1.9625,-0.223256,3.5333,-0.0143826,-0.395027,-0.0149958,1.00187,-0.0584884,-1.25234,1.25079,19.5105,10.3932,-20.7615,12.7334,-32.9406,-5.95969,11.9053,-12.782,7.96264,-1.91031,-0.000236949,0.000473416,-1.14404,-2.27809,-36.7315,17.2966,0,20.4191,0.0563528,8.38275,-3.75181,3.61816,-0.27181,-0.00543306,0.00205207,-1.2798,0.200251,0.0216237,0.0779658,-0.0092394,2.43583,1.76045,0.0356565,0.626574,0.348821,0.0430121,0.507599,0.176763,0.356672,0.212758,0.224211,-6.45537,-0.999985,-0.0429543,0,157,-1.43657e-18,0,-2.00577e-17,5.9848e-17,5.20417e-18,5.20417e-18,9.26993e-18,-1.73472e-18,7.97973e-17,8.18031e-17,0,-0.523315,-0.239271,0.782054,-0.00305808,3.14159,1.9625,-0.0447626,3.53196,-0.00287653,-0.392699,2.88541,-0.126038,4.44825,-0.00280591,0.523599,0,0,0,0.0349949,-0.000216178,-0.789037,0.787121,3.13825,1.9625,3.5333,-0.395027,2.88541,4.45615,0.521261,0.000663408
1.52,-6.45509,-1.04309,0.0360906,0.00123407,0.000452032,0.927012,-0.788387,-0.765648,0.78449,0.0182942,3.1389,-1.89977,1.96319,-3.52769,3.53356,0.397436,-0.394358,-2.82174,2.88613,-4.45177,4.45565,-0.520784,0.521921,-5.4063,-1.03981,-7.76327,0.554068,-7.73304,-2.70018,-4.85509,-1.04237,-7.25572,0.342187,-7.25447,-2.42909,0.0215332,0.400229,-0.518036,0.0352442,-0.0431069,-0.0587164,-0.000215616,1.78784,-0.789055,-1.68227,0.78713,-0.0152032,3.13823,-0.0912493,1.96252,-0.224689,3.53331,-0.0144023,-0.395028,-0.0149974,1.00189,-0.0588124,-1.25236,1.2508,19.5208,10.3923,-20.7593,12.7326,-32.9531,-5.95881,11.9034,-12.7815,7.9636,-1.91057,-0.000238189,0.000475886,-1.14423,-2.28489,-36.7569,17.3016,0,20.4478,0.0531279,8.39404,-3.75429,3.61999,-0.273745,-0.00525953,0.00198571,-1.28045,0.200253,0.0216019,0.0782035,-0.00924523,2.43541,1.75883,0.0353902,0.628975,0.350864,0.0423291,0.509977,0.177606,0.356705,0.212864,0.224496,-6.45509,-0.999985,-0.0431069,0,158,-2.38524e-18,1.38778e-17,5.20417e-18,-4.47775e-17,-2.08167e-17,-2.42861e-17,-1.58429e-17,-2.94903e-17,5.20417e-17,3.65376e-17,0,-0.523294,-0.239274,0.782036,-0.00305868,3.14159,1.96252,-0.0450516,3.53196,-0.00288046,-0.392699,2.88547,-0.127221,4.44824,-0.00280653,0.523599,0,0,0,0.0352069,-0.000215616,-0.789055,0.78713,3.13823,1.96252,3.53331,-0.395028,2.88547,4.4562,0.52125,0.000667649
1.53,-6.45472,-1.04324,0.0363064,0.00124126,0.000456854,0.926919,-0.788401,-0.765678,0.784504,0.0182792,3.13889,-1.89942,1.9632,-3.52768,3.53357,0.397466,-0.394355,-2.82132,2.88616,-4.45176,4.45567,-0.520761,0.521914,-5.40594,-1.03994,-7.7629,0.553915,-7.73266,-2.70032,-4.85472,-1.04251,-7.25535,0.342031,-7.25409,-2.42925,0.0215301,0.40025,-0.518006,0.0354565,-0.0432593,-0.0589761,-0.000215035,1.78857,-0.789073,-1.68222,0.787139,-0.0152046,3.13821,-0.0915173,1.96253,-0.226021,3.53332,-0.0144147,-0.395029,-0.014999,1.0019,-0.059136,-1.25238,1.2508,19.5312,10.3914,-20.7571,12.7317,-32.9657,-5.95794,11.9015,-12.781,7.96456,-1.91082,-0.000238305,0.000476112,-1.14442,-2.29663,-36.7826,17.307,0,20.4758,0.0522999,8.40504,-3.75671,3.62152,-0.275544,-0.00515507,0.00194552,-1.28099,0.200255,0.0215803,0.0784409,-0.00925359,2.435,1.75722,0.0353041,0.631697,0.353279,0.0423685,0.513107,0.179374,0.356738,0.212953,0.224713,-6.4548,-0.999985,-0.0432593,0,159,4.87891e-19,-1.38778e-17,1.26852e-17,-1.27936e-17,2.25514e-17,2.25514e-17,2.34052e-17,1.38778e-17,9.88792e-17,1.03568e-16,0,-0.523273,-0.239278,0.782018,-0.00305895,3.14159,1.96253,-0.0453196,3.53196,-0.00288295,-0.392699,2.88549,-0.128189,4.44823,-0.00280587,0.523599,0,0,0,0.0354187,-0.000215035,-0.789073,0.787139,3.13821,1.96253,3.53332,-0.395029,2.88549,4.45622,0.521239,0.00067189
1.54,-6.45435,-1.0434,0.036522,0.00124858,0.000461697,0.926827,-0.788414,-0.765707,0.784517,0.018262,3.13888,-1.89906,1.96321,-3.52766,3.53358,0.397494,-0.394352,-2.8209,2.88619,-4.45175,4.45568,-0.52074,0.521906,-5.40557,-1.04007,-7.76253,0.553761,-7.73229,-2.70046,-4.85435,-1.04266,-7.25499,0.341875,-7.25371,-2.42941,0.0215276,0.400273,-0.517976,0.0356643,-0.0434117,-0.0592367,-0.000218675,1.7893,-0.789095,-1.68217,0.787144,-0.0152071,3.13819,-0.091787,1.96253,-0.227353,3.53333,-0.0144284,-0.395034,-0.0150018,1.00192,-0.0594597,-1.2524,1.2508,19.5415,10.3904,-20.7549,12.7309,-32.9781,-5.95706,11.8995,-12.7805,7.96551,-1.91108,-0.000238421,0.000476338,-1.14461,-2.3084,-36.8082,17.3123,0,20.5037,0.0514849,8.41605,-3.75913,3.62305,-0.277343,-0.00504968,0.001905,-1.28153,0.200257,0.0215632,0.0786879,-0.00925241,2.43464,1.7554,0.035235,0.634545,0.355549,0.0424636,0.516358,0.18102,0.356772,0.213041,0.224931,-6.45424,-0.999984,-0.0434117,0,161,1.0842e-19,-6.93889e-18,5.85469e-18,3.37187e-17,-6.93889e-18,-6.93889e-18,-1.15196e-17,2.77556e-17,2.77556e-17,2.20635e-17,0,-0.523257,-0.239281,0.781996,-0.00305946,3.14159,1.96253,-0.0455876,3.53196,-0.00288569,-0.392699,2.88551,-0.129159,4.44821,-0.00280545,0.523599,0,0,0,0.035626,-0.000218675,-0.789095,0.787144,3.13819,1.96253,3.53333,-0.395034,2.88551,4.45624,0.521223,0.000680372
1.55,-6.45397,-1.04355,0.0367375,0.00125581,0.00046656,0.926734,-0.788427,-0.765736,0.78453,0.0182474,3.13886,-1.89871,1.96323,-3.52765,3.53359,0.397524,-0.394348,-2.82047,2.88621,-4.45175,4.4557,-0.520718,0.521899,-5.4052,-1.0402,-7.76217,0.553608,-7.73192,-2.7006,-4.85397,-1.0428,-7.25462,0.341719,-7.25333,-2.42956,0.0215244,0.400294,-0.517947,0.0358761,-0.043564,-0.0594959,-0.000218054,1.79003,-0.789112,-1.68212,0.787153,-0.0152084,3.13817,-0.0920542,1.96254,-0.228683,3.53334,-0.014441,-0.395035,-0.0150034,1.00194,-0.0597825,-1.25242,1.25081,19.5518,10.3895,-20.7527,12.7301,-32.9906,-5.95618,11.8976,-12.78,7.96645,-1.91134,-0.000238538,0.000476564,-1.1448,-2.32014,-36.8339,17.3176,0,20.5316,0.0506652,8.42706,-3.76156,3.62458,-0.279142,-0.00494332,0.00186416,-1.28207,0.200259,0.0215417,0.0789249,-0.00926423,2.43422,1.75383,0.0351481,0.637246,0.357949,0.0425019,0.519491,0.18279,0.356805,0.21313,0.22515,-6.45395,-0.999984,-0.043564,0,162,-1.27394e-18,-1.38778e-17,-2.35272e-17,6.29921e-17,-1.21431e-17,2.94903e-17,3.48978e-17,1.9082e-17,1.73472e-17,5.44812e-18,0,-0.523237,-0.239283,0.781979,-0.00305974,3.14159,1.96254,-0.0458551,3.53196,-0.00288821,-0.392699,2.88553,-0.130132,4.4482,-0.00280478,0.523599,0,0,0,0.0358374,-0.000218054,-0.789112,0.787153,3.13817,1.96254,3.53334,-0.395035,2.88553,4.45626,0.521212,0.000684613
1.56,-6.4536,-1.0437,0.0369527,0.00126306,0.000471442,0.926641,-0.78844,-0.765765,0.784543,0.0182329,3.13885,-1.89836,1.96324,-3.52764,3.53361,0.397554,-0.394345,-2.82005,2.88624,-4.45174,4.45571,-0.520696,0.521892,-5.40483,-1.04033,-7.7618,0.553455,-7.73155,-2.70074,-4.8536,-1.04295,-7.25425,0.341563,-7.25295,-2.42972,0.0215212,0.400315,-0.517918,0.0360878,-0.0437162,-0.0597547,-0.000217413,1.79076,-0.789129,-1.68207,0.787162,-0.0152097,3.13816,-0.0923221,1.96255,-0.230011,3.53335,-0.0144537,-0.395036,-0.015005,1.00196,-0.060105,-1.25244,1.25081,19.5621,10.3885,-20.7505,12.7292,-33.003,-5.95529,11.8957,-12.7794,7.96739,-1.91159,-0.000238655,0.00047679,-1.14499,-2.33191,-36.8595,17.3229,0,20.5596,0.0498616,8.43807,-3.76398,3.62611,-0.280939,-0.004836,0.00182298,-1.28261,0.200261,0.0215203,0.0791618,-0.00927677,2.4338,1.75228,0.0350614,0.639937,0.360342,0.0425415,0.522625,0.18456,0.356838,0.213219,0.225369,-6.45367,-0.999984,-0.0437162,0,163,1.35525e-19,-6.93889e-18,-1.13841e-17,-2.81893e-17,0,-5.0307e-17,-5.65818e-17,3.64292e-17,3.64292e-17,6.51063e-17,0,-0.523218,-0.239285,0.781962,-0.00306002,3.14159,1.96255,-0.0461224,3.53195,-0.00289075,-0.392699,2.88555,-0.131105,4.44819,-0.00280412,0.523599,0,0,0,0.0360486,-0.000217413,-0.789129,0.787162,3.13816,1.96255,3.53335,-0.395036,2.88555,4.45628,0.521201,0.000688855
1.57,-6.45322,-1.04385,0.0371676,0.00127033,0.000476344,0.926549,-0.788453,-0.765794,0.784556,0.0182187,3.13884,-1.89801,1.96325,-3.52762,3.53362,0.397583,-0.394341,-2.81962,2.88626,-4.45173,4.45573,-0.520674,0.521885,-5.40446,-1.04046,-7.76143,0.553302,-7.73118,-2.70088,-4.85322,-1.04309,-7.25388,0.341407,-7.25256,-2.42987,0.0215181,0.400335,-0.517889,0.0362993,-0.0438684,-0.0600133,-0.000216753,1.79148,-0.789146,-1.68202,0.78717,-0.0152111,3.13814,-0.0925908,1.96256,-0.231337,3.53336,-0.0144665,-0.395037,-0.0150066,1.00197,-0.0604271,-1.25247,1.25081,19.5724,10.3876,-20.7483,12.7284,-33.0153,-5.95441,11.8937,-12.7789,7.96831,-1.91185,-0.000238772,0.000477016,-1.14517,-2.3437,-36.8851,17.3283,0,20.5875,0.0490741,8.44908,-3.76641,3.62763,-0.282735,-0.00472771,0.00178147,-1.28315,0.200263,0.021499,0.0793983,-0.00929001,2.43338,1.75075,0.0349751,0.642617,0.362727,0.0425825,0.525759,0.18633,0.356871,0.213307,0.225589,-6.45338,-0.999984,-0.0438684,0,164,-2.03288e-18,6.93889e-18,2.42861e-17,-1.03433e-16,-5.20417e-18,-5.20417e-18,5.42101e-20,3.1225e-17,-5.20417e-17,-3.36103e-17,0,-0.523198,-0.239287,0.781945,-0.00306029,3.14159,1.96256,-0.0463893,3.53195,-0.00289331,-0.392699,2.88557,-0.132081,4.44818,-0.00280345,0.523599,0,0,0,0.0362596,-0.000216753,-0.789146,0.78717,3.13814,1.96256,3.53336,-0.395037,2.88557,4.4563,0.521189,0.000693097
1.58,-6.45285,-1.044,0.0373825,0.00127771,0.000481265,0.926456,-0.788465,-0.765821,0.784568,0.0182022,3.13882,-1.89766,1.96327,-3.52761,3.53363,0.397612,-0.394338,-2.81919,2.88629,-4.45172,4.45574,-0.520652,0.521878,-5.4041,-1.04059,-7.76106,0.553148,-7.73081,-2.70102,-4.85285,-1.04323,-7.25352,0.341252,-7.25218,-2.43003,0.0215156,0.400357,-0.517859,0.0365063,-0.0440204,-0.0602727,-0.000220316,1.79221,-0.789166,-1.68196,0.787174,-0.0152136,3.13812,-0.0928613,1.96257,-0.232662,3.53336,-0.0144806,-0.395042,-0.0150093,1.00199,-0.0607492,-1.25249,1.25081,19.5826,10.3866,-20.7461,12.7275,-33.0276,-5.95351,11.8917,-12.7784,7.96923,-1.9121,-0.000238888,0.000477242,-1.14537,-2.35552,-36.9107,17.3336,0,20.6155,0.0483021,8.4601,-3.76883,3.62915,-0.28453,-0.00461844,0.00173962,-1.28369,0.200265,0.0214823,0.0796444,-0.00929338,2.43303,1.74899,0.0349057,0.645422,0.364969,0.0426796,0.529013,0.187979,0.356903,0.213395,0.22581,-6.45282,-0.999983,-0.0440204,0,166,5.69206e-19,-6.93889e-18,-1.99493e-17,5.94143e-17,-2.08167e-17,-1.73472e-17,-1.92988e-17,1.21431e-17,1.38778e-17,3.41524e-18,0,-0.523184,-0.239288,0.781925,-0.0030608,3.14159,1.96257,-0.046656,3.53195,-0.00289612,-0.392699,2.88558,-0.133057,4.44816,-0.00280302,0.523599,0,0,0,0.0364661,-0.000220316,-0.789166,0.787174,3.13812,1.96257,3.53336,-0.395042,2.88558,4.45631,0.521174,0.000701581
1.59,-6.45248,-1.04416,0.0375971,0.00128501,0.000486206,0.926363,-0.788477,-0.765848,0.78458,0.0181883,3.13881,-1.89732,1.96328,-3.5276,3.53364,0.397641,-0.394334,-2.81877,2.88631,-4.45172,4.45576,-0.52063,0.521871,-5.40373,-1.04073,-7.76069,0.552995,-7.73043,-2.70116,-4.85248,-1.04338,-7.25315,0.341096,-7.2518,-2.43019,0.0215125,0.400378,-0.51783,0.0367174,-0.0441724,-0.0605306,-0.000219617,1.79293,-0.789183,-1.68191,0.787182,-0.0152149,3.1381,-0.0931296,1.96258,-0.233986,3.53337,-0.0144936,-0.395042,-0.0150109,1.00201,-0.0610706,-1.25251,1.25082,19.5928,10.3857,-20.7439,12.7267,-33.0398,-5.95261,11.8898,-12.7778,7.97014,-1.91235,-0.000239004,0.000477467,-1.14556,-2.36732,-36.9363,17.3388,0,20.6434,0.0475278,8.47112,-3.77126,3.63067,-0.286324,-0.0045082,0.00169743,-1.28423,0.200267,0.0214612,0.0798805,-0.00930942,2.4326,1.74749,0.0348188,0.648081,0.367341,0.04272,0.532151,0.189752,0.356936,0.213483,0.226031,-6.45253,-0.999983,-0.0441724,0,167,-2.98156e-19,-1.38778e-17,-2.25514e-17,-5.67038e-17,-1.04083e-17,-1.04083e-17,1.24683e-18,-1.38778e-17,-9.54098e-17,-8.51912e-17,0,-0.523166,-0.239289,0.781908,-0.00306108,3.14159,1.96258,-0.0469224,3.53195,-0.00289871,-0.392699,2.8856,-0.134037,4.44815,-0.00280234,0.523599,0,0,0,0.0366766,-0.000219617,-0.789183,0.787182,3.1381,1.96258,3.53337,-0.395042,2.8856,4.45633,0.521162,0.000705823
1.6,-6.4521,-1.04431,0.0378115,0.00129233,0.000491165,0.926269,-0.788488,-0.765875,0.784592,0.0181746,3.1388,-1.89697,1.9633,-3.52758,3.53365,0.397671,-0.394331,-2.81834,2.88633,-4.45171,4.45577,-0.520608,0.521864,-5.40336,-1.04086,-7.76032,0.552843,-7.73006,-2.7013,-4.8521,-1.04352,-7.25278,0.34094,-7.25142,-2.43034,0.0215093,0.400398,-0.517801,0.0369282,-0.0443242,-0.0607883,-0.000218901,1.79365,-0.789198,-1.68185,0.787189,-0.0152162,3.13809,-0.0933988,1.96259,-0.235308,3.53338,-0.0145066,-0.395043,-0.0150125,1.00203,-0.0613916,-1.25253,1.25082,19.603,10.3848,-20.7417,12.7259,-33.052,-5.95171,11.8878,-12.7772,7.97104,-1.91259,-0.000239121,0.000477692,-1.14575,-2.37915,-36.9618,17.3441,0,20.6714,0.0467717,8.48215,-3.77368,3.63219,-0.288117,-0.00439696,0.00165491,-1.28477,0.200269,0.0214401,0.0801165,-0.00932589,2.43218,1.74601,0.0347322,0.65073,0.369705,0.042762,0.535289,0.191525,0.356968,0.213571,0.226253,-6.45225,-0.999983,-0.0443242,0,168,-1.89735e-18,0,2.07083e-17,-2.08167e-17,1.56125e-17,1.38778e-17,2.15485e-17,0,1.73472e-18,2.71051e-20,0,-0.523148,-0.239289,0.781892,-0.00306135,3.14159,1.96259,-0.0471885,3.53195,-0.00290132,-0.392699,2.88562,-0.135018,4.44814,-0.00280167,0.523599,0,0,0,0.036887,-0.000218901,-0.789198,0.787189,3.13809,1.96259,3.53338,-0.395043,2.88562,4.45635,0.521151,0.000710066
1.61,-6.45173,-1.04446,0.0380257,0.00129976,0.000496143,0.926176,-0.7885,-0.765901,0.784604,0.0181587,3.13879,-1.89662,1.96331,-3.52757,3.53366,0.397699,-0.394327,-2.81791,2.88636,-4.4517,4.45579,-0.520587,0.521857,-5.40299,-1.04099,-7.75995,0.55269,-7.72969,-2.70144,-4.85173,-1.04366,-7.25241,0.340785,-7.25104,-2.4305,0.0215069,0.400419,-0.517771,0.0371347,-0.044476,-0.0610468,-0.000222408,1.79437,-0.789218,-1.68178,0.787193,-0.0152188,3.13807,-0.09367,1.96259,-0.236629,3.53339,-0.014521,-0.395048,-0.0150153,1.00204,-0.0617127,-1.25255,1.25082,19.6132,10.3838,-20.7395,12.725,-33.0641,-5.9508,11.8858,-12.7766,7.97193,-1.91284,-0.000239236,0.000477917,-1.14594,-2.39101,-36.9874,17.3494,0,20.6993,0.0460332,8.49317,-3.7761,3.63371,-0.28991,-0.00428473,0.00161204,-1.2853,0.200271,0.0214237,0.0803619,-0.00933226,2.43182,1.74431,0.0346627,0.653503,0.371926,0.0428603,0.538547,0.193178,0.357,0.213659,0.226476,-6.45168,-0.999983,-0.044476,0,170,2.71051e-19,-6.93889e-18,-1.76725e-17,-2.21177e-17,2.60209e-17,2.42861e-17,2.54381e-17,1.38778e-17,9.54098e-17,1.20428e-16,0,-0.523134,-0.239289,0.781872,-0.00306186,3.14159,1.96259,-0.0474544,3.53194,-0.00290419,-0.392699,2.88564,-0.136001,4.44813,-0.00280122,0.523599,0,0,0,0.0370929,-0.000222408,-0.789218,0.787193,3.13807,1.96259,3.53339,-0.395048,2.88564,4.45637,0.521135,0.000718552
1.62,-6.45135,-1.04461,0.0382397,0.00130711,0.00050114,0.926082,-0.788511,-0.765927,0.784616,0.0181454,3.13878,-1.89628,1.96333,-3.52756,3.53368,0.397728,-0.394323,-2.81748,2.88638,-4.45169,4.4558,-0.520564,0.52185,-5.40262,-1.04112,-7.75958,0.552537,-7.72931,-2.70158,-4.85135,-1.04381,-7.25204,0.340629,-7.25066,-2.43065,0.0215037,0.400439,-0.517742,0.0373452,-0.0446277,-0.0613039,-0.000221655,1.79509,-0.789234,-1.68172,0.7872,-0.0152201,3.13805,-0.0939393,1.9626,-0.237948,3.5334,-0.0145342,-0.395048,-0.0150169,1.00206,-0.062033,-1.25258,1.25083,19.6233,10.3829,-20.7373,12.7241,-33.0761,-5.9499,11.8838,-12.7761,7.97282,-1.91308,-0.000239353,0.000478141,-1.14613,-2.40286,-37.0129,17.3547,0,20.7273,0.0452946,8.50421,-3.77853,3.63522,-0.291701,-0.00417151,0.00156884,-1.28584,0.200273,0.0214028,0.0805973,-0.00935109,2.4314,1.74286,0.0345757,0.656131,0.374276,0.0429022,0.54169,0.194954,0.357032,0.213747,0.2267,-6.4514,-0.999982,-0.0446277,0,171,5.69206e-19,0,-1.06252e-17,-2.89482e-17,6.93889e-18,5.55112e-17,4.67156e-17,3.46945e-18,-7.63278e-17,-7.9472e-17,0,-0.523117,-0.239288,0.781857,-0.00306214,3.14159,1.9626,-0.04772,3.53194,-0.00290684,-0.392699,2.88566,-0.136986,4.44811,-0.00280054,0.523599,0,0,0,0.0373029,-0.000221655,-0.789234,0.7872,3.13805,1.9626,3.5334,-0.395048,2.88566,4.45639,0.521124,0.000722795
1.63,-6.45101,-1.04475,0.0384534,0.00131405,0.000505916,0.925988,-0.788521,-0.76595,0.784626,0.0181318,3.13877,-1.89593,1.96333,-3.52753,3.53368,0.397755,-0.39432,-2.81705,2.88638,-4.45165,4.45579,-0.520538,0.521844,-5.40228,-1.04124,-7.75925,0.552396,-7.72897,-2.70171,-4.85101,-1.04394,-7.25171,0.34049,-7.25031,-2.43079,0.0215004,0.400464,-0.517705,0.0375555,-0.0447636,-0.0615613,-0.000221122,1.79583,-0.789248,-1.68166,0.787205,-0.0152201,3.13804,-0.0944663,1.9626,-0.23916,3.5334,-0.0145394,-0.395049,-0.0150185,1.00208,-0.0623536,-1.2526,1.25083,19.6336,10.3819,-20.7351,12.7233,-33.0883,-5.94896,11.8817,-12.7754,7.97369,-1.91334,-0.000238229,0.00047589,-1.14633,-2.42016,-37.0389,17.3603,0,20.7545,0.0471755,8.51494,-3.7809,3.63642,-0.293348,-0.00413537,0.00155468,-1.28626,0.200275,0.0213624,0.0808138,-0.00940544,2.43095,1.74151,0.0346662,0.659131,0.377018,0.0435365,0.545524,0.1976,0.357064,0.213817,0.226871,-6.45112,-0.999982,-0.0447636,0,172,1.27394e-18,6.93889e-18,1.47451e-17,2.49366e-17,2.60209e-17,7.11237e-17,7.57993e-17,1.56125e-17,1.9082e-17,2.00577e-17,0,-0.523103,-0.239287,0.781843,-0.00306206,3.14159,1.9626,-0.0479631,3.53194,-0.00290788,-0.392699,2.88565,-0.137802,4.4481,-0.0027988,0.523599,0,0,0,0.0375127,-0.000221122,-0.789248,0.787205,3.13804,1.9626,3.5334,-0.395049,2.88565,4.45638,0.521114,0.000727038
1.64,-6.4506,-1.04491,0.038667,0.00132195,0.000511181,0.925895,-0.788532,-0.765977,0.784639,0.018117,3.13876,-1.89559,1.96336,-3.52754,3.5337,0.397785,-0.394316,-2.81662,2.88643,-4.45168,4.45583,-0.520521,0.521836,-5.40188,-1.04139,-7.75884,0.552232,-7.72857,-2.70186,-4.8506,-1.04409,-7.25131,0.340319,-7.24989,-2.43096,0.0214982,0.40048,-0.517683,0.0377611,-0.0449307,-0.0618182,-0.000224344,1.79651,-0.789268,-1.68158,0.787209,-0.0152239,3.13802,-0.0944421,1.96262,-0.240596,3.53342,-0.0145622,-0.395053,-0.0150213,1.0021,-0.0626726,-1.25262,1.25083,19.6434,10.381,-20.7328,12.7224,-33.0998,-5.94806,11.8797,-12.7748,7.97455,-1.91356,-0.000239584,0.00047859,-1.14651,-2.42582,-37.0642,17.3652,0,20.7835,0.0434735,8.52633,-3.78339,3.63829,-0.295303,-0.00394199,0.00148137,-1.28693,0.200277,0.0213659,0.0810773,-0.00937374,2.43061,1.73979,0.0343973,0.661488,0.378818,0.0430012,0.548119,0.198389,0.357094,0.213925,0.227158,-6.45055,-0.999982,-0.0449307,0,174,-4.06576e-19,0,-1.48536e-17,9.41087e-17,1.73472e-18,-4.33681e-17,-3.74998e-17,-8.67362e-18,-9.36751e-17,-9.25638e-17,0,-0.523089,-0.239285,0.781822,-0.00306292,3.14159,1.96262,-0.0482533,3.53194,-0.00291244,-0.392699,2.8857,-0.138991,4.44809,-0.00279939,0.523599,0,0,0,0.0377178,-0.000224344,-0.789268,0.787209,3.13802,1.96262,3.53342,-0.395053,2.8857,4.45642,0.521097,0.000735526
1.65,-6.45022,-1.04506,0.0388805,0.00132934,0.000516221,0.925801,-0.788542,-0.766001,0.784649,0.0181042,3.13875,-1.89524,1.96337,-3.52753,3.53371,0.397814,-0.394312,-2.81618,2.88645,-4.45167,4.45584,-0.520498,0.521829,-5.40151,-1.04152,-7.75848,0.55208,-7.72819,-2.702,-4.85022,-1.04424,-7.25094,0.340164,-7.24951,-2.43112,0.0214951,0.400499,-0.517654,0.0379711,-0.0450821,-0.0620745,-0.000223549,1.79723,-0.789282,-1.6815,0.787216,-0.0152253,3.138,-0.0947214,1.96263,-0.241907,3.53343,-0.0145757,-0.395054,-0.0150229,1.00212,-0.0629919,-1.25265,1.25083,19.6535,10.38,-20.7306,12.7215,-33.1117,-5.94714,11.8777,-12.7742,7.97541,-1.91379,-0.0002397,0.000478813,-1.14671,-2.43791,-37.0897,17.3705,0,20.8114,0.0428616,8.53736,-3.78582,3.63979,-0.297086,-0.00382568,0.00143711,-1.28746,0.200279,0.0213452,0.081312,-0.00939572,2.43018,1.7384,0.0343162,0.664091,0.381155,0.0430502,0.551267,0.200172,0.357125,0.214012,0.227383,-6.45027,-0.999982,-0.0450821,0,175,5.69206e-19,-6.93889e-18,5.96311e-18,7.31836e-17,1.38778e-17,1.56125e-17,1.36881e-18,0,0,4.63496e-18,0,-0.523073,-0.239282,0.781808,-0.0030632,3.14159,1.96263,-0.0485172,3.53194,-0.00291515,-0.392699,2.88571,-0.13998,4.44808,-0.00279869,0.523599,0,0,0,0.0379273,-0.000223549,-0.789282,0.787216,3.138,1.96263,3.53343,-0.395054,2.88571,4.45644,0.521086,0.00073977
1.66,-6.44985,-1.04521,0.0390937,0.00133674,0.000521273,0.925707,-0.788552,-0.766025,0.78466,0.0180916,3.13874,-1.8949,1.96339,-3.52752,3.53373,0.397843,-0.394308,-2.81575,2.88648,-4.45166,4.45586,-0.520476,0.521822,-5.40113,-1.04165,-7.75811,0.551927,-7.72782,-2.70214,-4.84985,-1.04438,-7.25057,0.340009,-7.24913,-2.43127,0.021492,0.400519,-0.517625,0.0381808,-0.0452334,-0.0623305,-0.000222741,1.79794,-0.789296,-1.68143,0.787222,-0.0152266,3.13799,-0.0950016,1.96264,-0.243216,3.53344,-0.0145894,-0.395054,-0.0150246,1.00213,-0.0633108,-1.25267,1.25084,19.6635,10.3791,-20.7284,12.7207,-33.1235,-5.94621,11.8757,-12.7736,7.97626,-1.91403,-0.000239815,0.000479036,-1.1469,-2.45002,-37.1152,17.3757,0,20.8394,0.0422689,8.54839,-3.78824,3.64129,-0.298868,-0.00370835,0.0013925,-1.28799,0.200281,0.0213246,0.0815466,-0.00941782,2.42975,1.73703,0.0342357,0.666684,0.383485,0.0431013,0.554418,0.201956,0.357156,0.214098,0.227609,-6.44998,-0.999981,-0.0452334,0,176,8.13152e-20,6.93889e-18,4.66207e-18,3.52366e-17,1.38778e-17,-2.94903e-17,-1.50569e-17,5.20417e-18,8.50015e-17,8.96364e-17,0,-0.523058,-0.23928,0.781793,-0.00306348,3.14159,1.96264,-0.0487808,3.53194,-0.00291787,-0.392699,2.88573,-0.140971,4.44807,-0.002798,0.523599,0,0,0,0.0381365,-0.000222741,-0.789296,0.787222,3.13799,1.96264,3.53344,-0.395054,2.88573,4.45646,0.521074,0.000744014
