t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
1.44,-6.45171,-1.02276,0.272665,0.0324635,-0.0058008,0.545895,-0.784791,-1.00429,0.78442,-0.245553,3.14226,-1.61324,1.96742,-3.23228,3.5357,0.820878,-0.39019,-2.0348,2.87478,-4.08294,4.43645,-0.173629,0.517328,-5.40146,-1.03263,-7.75261,0.575976,-7.73742,-2.67634,-4.85173,-1.03204,-7.24365,0.367498,-7.25973,-2.40374,-0.220528,0.693613,-0.163822,0.278269,-0.0227768,-0.378192,-0.00651935,0.418804,-0.78551,-0.209963,0.784093,0.0150436,3.14147,-1.52044,1.9667,-1.31511,3.5375,-0.845721,-0.389491,-0.0172676,1.07775,-0.453729,-1.34711,1.24817,8.85588,7.73052,-14.3041,7.91733,-10.884,-5.90334,10.9214,-12.3315,6.77267,-0.319842,-0.00102725,0.00150937,-1.2202,-341.238,-199.591,47.7658,0,200.386,135.353,76.2851,-16.6371,4.16726,78.5098,44.8865,-9.7326,-2.69795,0.103832,0.0315452,1.91322,-0.0591979,-0.229925,-0.266947,0.0253288,15.2968,0.078592,0.119841,18.1315,0.0930486,0.116475,0.122287,0.23781,-6.45168,-0.999983,-0.0227768,0,170,-3.46945e-18,3.46945e-18,3.46945e-18,1.38778e-17,6.93889e-18,1.38778e-17,-2.77556e-17,0,0,2.77556e-17,0,-0.786945,-0.00423101,0.78552,-0.00147384,3.14159,1.9667,-0.131511,3.5375,-0.0845721,-0.392699,2.87406,-0.618855,4.44485,-0.0917856,0.523599,0,0,0,0.271315,-0.00651935,-0.78551,0.784093,3.14147,1.9667,3.5375,-0.389491,2.87406,4.44485,0.517855,0.000718552
1.46,-6.45068,-1.02281,0.27329,0.0325742,-0.00595603,0.54473,-0.784776,-1.00524,0.784407,-0.246213,3.14227,-1.61274,1.96746,-3.23196,3.53575,0.822028,-0.390143,-2.03251,2.87477,-4.08095,4.43647,-0.173357,0.517325,-5.40043,-1.03294,-7.75138,0.576028,-7.73661,-2.67625,-4.85071,-1.03234,-7.24241,0.367574,-7.25892,-2.40366,-0.221511,0.693935,-0.161811,0.278936,-0.0228252,-0.379432,-0.00668731,0.419012,-0.785507,-0.208658,0.784064,0.0139845,3.14147,-1.53571,1.96673,-1.31405,3.53753,-0.843888,-0.389458,-0.0172826,1.07812,-0.455206,-1.34757,1.24811,8.87181,7.72609,-14.2897,7.91325,-10.9071,-5.90965,10.9282,-12.3484,6.78082,-0.31579,-0.00111323,0.00167153,-1.22054,-349.212,-201.789,48.1265,0,202.743,138.682,77.2147,-16.7918,4.15771,80.3875,45.4061,-9.81833,-2.69176,0.10385,0.0312503,1.92651,-0.0582554,-0.235236,-0.299954,0.0251889,15.3152,0.136086,0.114407,18.2305,0.106617,0.11646,0.122004,0.237162,-6.45083,-0.999982,-0.0228252,0,173,-3.25261e-18,-3.46945e-18,-6.93889e-18,6.93889e-18,2.77556e-17,1.38778e-17,1.38778e-17,-2.08167e-17,-4.85723e-17,-6.93889e-17,0,-0.786967,-0.00438916,0.785517,-0.00136811,3.14159,1.96673,-0.131405,3.53753,-0.0843888,-0.392699,2.87404,-0.617539,4.44482,-0.0915375,0.523599,0,0,0,0.271933,-0.00668731,-0.785507,0.784064,3.14147,1.96673,3.53753,-0.389458,2.87404,4.44483,0.517833,0.000731282
1.48,-6.44965,-1.02285,0.273906,0.032686,-0.00611243,0.543541,-0.78476,-1.00615,0.784393,-0.24724,3.14229,-1.61197,1.96739,-3.22385,3.5357,0.820466,-0.390197,-2.03021,2.87476,-4.07873,4.4365,-0.173741,0.51733,-5.3994,-1.03326,-7.75012,0.576143,-7.7358,-2.67617,-4.84968,-1.03263,-7.24117,0.367653,-7.25811,-2.40358,-0.222447,0.702052,-0.159567,0.279592,-0.0228704,-0.380668,-0.00686069,0.419357,-0.785508,-0.207828,0.784031,0.0148479,3.14147,-1.57866,1.96664,-1.30149,3.53744,-0.840635,-0.389546,-0.0172989,1.07849,-0.456677,-1.34802,1.24805,8.8888,7.72177,-14.2755,7.90936,-10.9363,-5.91683,10.9367,-12.3667,6.79026,-0.317522,-0.00128074,0.00195827,-1.22172,-364.063,-204.069,48.5277,0,204.481,144.834,78.1516,-16.957,4.11521,84.4252,46.2292,-9.97482,-2.67566,0.103868,0.0308212,1.93992,-0.0594699,-0.236111,-0.270545,0.0383759,15.717,-0.0416191,0.114965,18.3411,0.133854,0.116461,0.120761,0.23639,-6.4497,-0.999981,-0.0228704,0,177,-1.0842e-18,3.46945e-18,6.93889e-18,-3.1225e-17,2.77556e-17,4.85723e-17,4.85723e-17,6.93889e-18,-4.85723e-17,-5.55112e-17,0,-0.787002,-0.00418469,0.785518,-0.00145063,3.14159,1.96664,-0.130148,3.53745,-0.0840635,-0.392699,2.87401,-0.615845,4.4448,-0.0910245,0.523599,0,0,0,0.272541,-0.00686069,-0.785508,0.784031,3.14147,1.96664,3.53744,-0.389546,2.87401,4.44481,0.51781,0.000748258
1.5,-6.44863,-1.0229,0.274514,0.0327966,-0.006269,0.542382,-0.784743,-1.00703,0.784379,-0.248185,3.1423,-1.61151,1.96738,-3.22466,3.53566,0.820209,-0.390222,-2.02799,2.87476,-4.07663,4.43653,-0.173486,0.517333,-5.39837,-1.03357,-7.74887,0.576229,-7.73499,-2.67608,-4.84866,-1.03293,-7.23992,0.367733,-7.2573,-2.40349,-0.223356,0.701224,-0.15744,0.280239,-0.0229147,-0.381892,-0.00703424,0.41945,-0.785509,-0.206914,0.783998,0.0136899,3.14147,-1.55101,1.96662,-1.31837,3.53741,-0.848771,-0.389573,-0.017315,1.07885,-0.458133,-1.34847,1.24798,8.90356,7.71727,-14.261,7.9052,-10.9623,-5.92447,10.946,-12.3856,6.79974,-0.313668,-0.00136641,0.00212135,-1.22189,-364.282,-207.601,49.1544,0,209.293,144.904,79.6269,-17.22,4.15582,84.4487,47.0602,-10.1224,-2.70206,0.103886,0.0303798,1.95328,-0.0579624,-0.233842,-0.317769,0.0229669,15.6761,-0.0544548,0.111273,18.4459,0.146581,0.116456,0.121953,0.235662,-6.44857,-0.99998,-0.0229147,0,181,6.50521e-18,3.46945e-18,6.93889e-18,-6.93889e-18,2.77556e-17,-6.93889e-18,1.38778e-17,0,-1.38778e-17,0,0,-0.787037,-0.00437188,0.785519,-0.00133556,3.14159,1.96662,-0.131836,3.53742,-0.0848771,-0.392699,2.87399,-0.614277,4.44478,-0.0907479,0.523599,0,0,0,0.273141,-0.00703424,-0.785509,0.783998,3.14147,1.96662,3.53741,-0.389573,2.87399,4.44479,0.517789,0.000765237
1.52,-6.4476,-1.02294,0.27511,0.0328997,-0.00642665,0.541174,-0.784727,-1.00806,0.784363,-0.248907,3.14232,-1.61091,1.96738,-3.22064,3.53567,0.820235,-0.390218,-2.02585,2.87475,-4.07456,4.43656,-0.173377,0.51734,-5.39733,-1.03388,-7.74763,0.576314,-7.73418,-2.676,-4.84763,-1.03322,-7.23868,0.367817,-7.25649,-2.40341,-0.224427,0.705252,-0.155338,0.280881,-0.0229566,-0.383107,-0.00720463,0.419742,-0.785505,-0.206787,0.783969,0.0144573,3.14148,-1.58344,1.9666,-1.31001,3.5374,-0.847475,-0.389589,-0.0173298,1.07921,-0.459579,-1.34892,1.24792,8.91984,7.71296,-14.2469,7.90132,-10.998,-5.93363,10.9582,-12.4069,6.8114,-0.316028,-0.00155629,0.00245001,-1.22283,-376.768,-209.785,49.5193,0,211.189,150.096,80.539,-17.3737,4.12576,87.9144,47.8462,-10.2668,-2.69271,0.103903,0.0298226,1.96632,-0.0603641,-0.236145,-0.271687,0.0301374,15.8768,-0.14122,0.106964,18.5495,0.178515,0.116474,0.121071,0.234866,-6.44772,-0.99998,-0.0229566,0,184,-4.33681e-19,3.46945e-18,0,2.42861e-17,6.93889e-18,-6.93889e-18,-1.38778e-17,-6.93889e-18,-4.85723e-17,-8.32667e-17,0,-0.787059,-0.00420431,0.785515,-0.001409,3.14159,1.9666,-0.131001,3.5374,-0.0847475,-0.392699,2.87398,-0.612498,4.44476,-0.0903224,0.523599,0,0,0,0.273736,-0.00720463,-0.785505,0.783969,3.14148,1.9666,3.5374,-0.389589,2.87398,4.44477,0.517774,0.000777974
1.54,-6.44658,-1.02298,0.275696,0.0330066,-0.00658537,0.540048,-0.784712,-1.00893,0.784349,-0.249939,3.14233,-1.6103,1.96733,-3.21625,3.53562,0.819112,-0.39026,-2.02375,2.87476,-4.07239,4.4366,-0.172986,0.517349,-5.39631,-1.03418,-7.74637,0.576425,-7.73338,-2.67591,-4.84661,-1.03351,-7.23744,0.367902,-7.25569,-2.40332,-0.225322,0.709633,-0.153132,0.281506,-0.0229975,-0.384311,-0.00738033,0.419593,-0.785507,-0.206091,0.783937,0.0132019,3.14147,-1.59502,1.96654,-1.31037,3.53733,-0.846241,-0.389655,-0.0173456,1.07956,-0.461008,-1.34935,1.24785,8.93231,7.7083,-14.2323,7.89695,-11.024,-5.94252,10.9699,-12.4278,6.82187,-0.312147,-0.00163707,0.00260596,-1.22285,-385.643,-212.735,50.0404,0,214.406,153.761,81.7611,-17.5902,4.11998,90.0049,48.5392,-10.3891,-2.68894,0.10392,0.0292877,1.9796,-0.0563091,-0.229301,-0.323257,0.0304605,16.0937,-0.197372,0.104795,18.6583,0.198073,0.11647,0.120905,0.234,-6.44658,-0.999979,-0.0229975,0,188,3.90313e-18,0,0,0,2.08167e-17,-6.93889e-18,0,1.38778e-17,2.77556e-17,4.16334e-17,0,-0.787094,-0.00441531,0.785517,-0.0012846,3.14159,1.96654,-0.131036,3.53734,-0.0846241,-0.392699,2.87396,-0.610501,4.44475,-0.0899957,0.523599,0,0,0,0.274315,-0.00738033,-0.785507,0.783937,3.14147,1.96654,3.53733,-0.389655,2.87396,4.44476,0.517759,0.000794958
1.56,-6.44555,-1.02301,0.276269,0.0331106,-0.00674648,0.538886,-0.784697,-1.00983,0.784332,-0.251032,3.14235,-1.60982,1.96733,-3.21535,3.53561,0.819048,-0.390268,-2.02169,2.87476,-4.07016,4.43665,-0.172752,0.517363,-5.39528,-1.0345,-7.74512,0.576516,-7.73258,-2.67582,-4.84559,-1.03381,-7.23619,0.367993,-7.25488,-2.40323,-0.226251,0.710523,-0.150872,0.282121,-0.0230357,-0.385506,-0.00755843,0.420064,-0.785509,-0.206323,0.783904,0.014404,3.14147,-1.59093,1.96651,-1.31716,3.53731,-0.850084,-0.389675,-0.0173613,1.07991,-0.462425,-1.34978,1.24779,8.94976,7.70413,-14.2186,7.89335,-11.0647,-5.95207,10.9829,-12.4497,6.83437,-0.316169,-0.00186268,0.00299265,-1.22393,-390.808,-215.788,50.5684,0,218.151,155.898,83.0372,-17.8122,4.13269,91.3606,49.3376,-10.5304,-2.69999,0.103937,0.0286421,1.99285,-0.058107,-0.224368,-0.277747,0.0238603,16.1385,-0.224246,0.103331,18.7699,0.23344,0.116501,0.121278,0.233101,-6.44545,-0.999978,-0.0230357,0,192,-1.30104e-18,-1.04083e-17,-1.04083e-17,1.73472e-17,6.93889e-18,1.38778e-17,-1.38778e-17,2.77556e-17,-2.08167e-17,-4.16334e-17,0,-0.787131,-0.00417309,0.785519,-0.00140061,3.14159,1.96651,-0.131716,3.53732,-0.0850084,-0.392699,2.87395,-0.608393,4.44474,-0.0895469,0.523599,0,0,0,0.274884,-0.00755843,-0.785509,0.783904,3.14147,1.96651,3.53731,-0.389675,2.87395,4.44474,0.517747,0.000811946
1.58,-6.44453,-1.02305,0.276828,0.033209,-0.00690909,0.537753,-0.784682,-1.01078,0.784319,-0.251731,3.14236,-1.60921,1.96729,-3.20995,3.53559,0.818263,-0.390289,-2.01976,2.87476,-4.06812,4.4367,-0.172141,0.517377,-5.39425,-1.03481,-7.74387,0.576627,-7.73178,-2.67573,-4.84457,-1.0341,-7.23494,0.368085,-7.25408,-2.40313,-0.22723,0.715931,-0.1488,0.282726,-0.023073,-0.386688,-0.00773378,0.420201,-0.785507,-0.205458,0.783876,0.0132709,3.14147,-1.62147,1.96647,-1.30941,3.53726,-0.844339,-0.389725,-0.0173756,1.08025,-0.463826,-1.3502,1.24772,8.96428,7.69971,-14.2046,7.88938,-11.0911,-5.95962,10.9922,-12.4686,6.84388,-0.312388,-0.0019223,0.00310829,-1.22409,-403.861,-218.261,50.9923,0,220.371,161.31,84.0621,-17.9887,4.10451,94.4601,49.9196,-10.6301,-2.68158,0.103953,0.0279927,2.0059,-0.0566526,-0.226675,-0.312651,0.0307044,16.407,-0.26348,0.0964564,18.8721,0.26397,0.116497,0.120453,0.232208,-6.4446,-0.999977,-0.023073,0,195,5.63785e-18,1.04083e-17,1.04083e-17,-1.04083e-17,1.38778e-17,6.93889e-18,0,-2.08167e-17,-1.38778e-17,-4.16334e-17,0,-0.787153,-0.00435702,0.785516,-0.00128829,3.14159,1.96647,-0.130941,3.53727,-0.0844339,-0.392699,2.87394,-0.606302,4.44473,-0.0892116,0.523599,0,0,0,0.275444,-0.00773378,-0.785507,0.783876,3.14147,1.96647,3.53726,-0.389725,2.87394,4.44474,0.51774,0.000824689
1.6,-6.4435,-1.02308,0.277372,0.0333078,-0.00707438,0.536567,-0.784662,-1.01178,0.784309,-0.252887,3.14238,-1.60865,1.96723,-3.20604,3.53552,0.816827,-0.390346,-2.0178,2.87477,-4.06574,4.43675,-0.171731,0.517396,-5.39322,-1.03512,-7.7426,0.576756,-7.73098,-2.67563,-4.84354,-1.0344,-7.23368,0.368183,-7.25329,-2.40303,-0.22826,0.719826,-0.146386,0.283312,-0.0231063,-0.387859,-0.00791606,0.420578,-0.785504,-0.204597,0.783848,0.0145645,3.14147,-1.62435,1.96639,-1.31318,3.53719,-0.846273,-0.389801,-0.0173909,1.08058,-0.465212,-1.35061,1.24765,8.98056,7.69544,-14.1909,7.88569,-11.1195,-5.96647,11.0002,-12.4865,6.85307,-0.315307,-0.00213909,0.00347562,-1.2255,-411.367,-221.531,51.5714,0,224.156,164.399,85.4153,-18.2289,4.10867,96.3595,50.7596,-10.7813,-2.68683,0.103969,0.0271966,2.01911,-0.0593012,-0.23421,-0.274216,0.0276527,16.5993,-0.357182,0.0980747,18.9913,0.303397,0.116497,0.120579,0.231168,-6.44347,-0.999976,-0.0231063,0,199,6.72205e-18,0,0,2.42861e-17,-6.93889e-18,-1.38778e-17,0,0,6.93889e-18,0,0,-0.787185,-0.00407,0.785517,-0.00141245,3.14159,1.96639,-0.131318,3.53719,-0.0846273,-0.392699,2.87393,-0.603753,4.44472,-0.088734,0.523599,0,0,0,0.275987,-0.00791606,-0.785504,0.783848,3.14147,1.96639,3.53719,-0.389801,2.87393,4.44472,0.517732,0.000841682
1.62,-6.44248,-1.02312,0.277903,0.033403,-0.00724038,0.535422,-0.784646,-1.01273,0.784297,-0.253485,3.14239,-1.60836,1.96729,-3.20937,3.53556,0.818162,-0.390304,-2.016,2.87478,-4.06372,4.4368,-0.171035,0.517413,-5.39219,-1.03543,-7.74135,0.576825,-7.73018,-2.67554,-4.84252,-1.0347,-7.23242,0.368281,-7.25249,-2.40293,-0.229237,0.716492,-0.144329,0.283887,-0.0231405,-0.38901,-0.00809481,0.420408,-0.7855,-0.202547,0.783819,0.0135773,3.14148,-1.60633,1.96643,-1.32546,3.53723,-0.85222,-0.389757,-0.0174046,1.08091,-0.466573,-1.35102,1.24759,8.9921,7.69079,-14.1767,7.88144,-11.1308,-5.97162,11.0052,-12.5018,6.85916,-0.310402,-0.00217748,0.00355009,-1.226,-412.781,-224.521,52.0675,0,228.242,165.003,86.6805,-18.4412,4.13764,96.6912,51.4774,-10.9009,-2.70577,0.103985,0.0265103,2.03217,-0.0572655,-0.242249,-0.304146,0.014937,16.4359,-0.290409,0.0898661,19.0929,0.33819,0.116455,0.121427,0.230234,-6.44262,-0.999976,-0.0231405,0,202,-2.38524e-18,-3.46945e-18,0,-2.77556e-17,2.77556e-17,2.77556e-17,1.38778e-17,-6.93889e-18,-2.08167e-17,-1.38778e-17,0,-0.787206,-0.00419532,0.785514,-0.00131378,3.14159,1.96643,-0.132546,3.53723,-0.085222,-0.392699,2.87393,-0.601516,4.44472,-0.088384,0.523599,0,0,0,0.276518,-0.00809481,-0.7855,0.783819,3.14148,1.96643,3.53723,-0.389757,2.87393,4.44472,0.51773,0.000854429
1.64,-6.44145,-1.02314,0.278415,0.0334975,-0.00740886,0.534269,-0.784631,-1.01363,0.784279,-0.254508,3.14241,-1.60758,1.9672,-3.19712,3.53552,0.816179,-0.390348,-2.01424,2.87479,-4.06144,4.43687,-0.170515,0.517437,-5.39115,-1.03575,-7.74008,0.576971,-7.72938,-2.67543,-4.84149,-1.035,-7.23116,0.368385,-7.25169,-2.40282,-0.230168,0.728747,-0.142012,0.284442,-0.0231698,-0.390149,-0.00828029,0.42051,-0.785503,-0.202768,0.783784,0.0145012,3.14148,-1.68229,1.96633,-1.29847,3.53713,-0.835891,-0.389858,-0.0174194,1.08123,-0.467918,-1.3514,1.24752,9.00569,7.68635,-14.1629,7.87752,-11.1675,-5.98201,11.02,-12.525,6.872,-0.313667,-0.00241575,0.00396138,-1.22689,-437.097,-226.224,52.3532,0,228.371,175.079,87.3694,-18.5567,4.05559,102.535,51.895,-10.9717,-2.65296,0.104,0.0256322,2.04532,-0.0576502,-0.234451,-0.263536,0.0388273,17.0437,-0.396827,0.0880696,19.2073,0.376844,0.116479,0.119024,0.229134,-6.44149,-0.999975,-0.0231698,0,206,-7.37257e-18,-6.93889e-18,-6.93889e-18,-2.42861e-17,3.46945e-17,4.85723e-17,3.46945e-17,6.93889e-18,-3.46945e-17,-4.16334e-17,0,-0.787243,-0.00400708,0.785515,-0.00140228,3.14159,1.96633,-0.129846,3.53713,-0.0835891,-0.392699,2.87392,-0.598768,4.44472,-0.0879148,0.523599,0,0,0,0.277031,-0.00828029,-0.785503,0.783784,3.14148,1.96633,3.53713,-0.389858,2.87392,4.44472,0.517728,0.000871427
1.66,-6.44042,-1.02317,0.278911,0.033591,-0.00757814,0.533171,-0.784616,-1.0145,0.784263,-0.255506,3.14243,-1.60716,1.96712,-3.19629,3.5354,0.814336,-0.390444,-2.01254,2.87481,-4.05921,4.43694,-0.169834,0.517461,-5.39012,-1.03606,-7.7388,0.577119,-7.72858,-2.67533,-4.84047,-1.0353,-7.2299,0.368491,-7.2509,-2.40271,-0.231066,0.729552,-0.139734,0.284978,-0.0231982,-0.391267,-0.00846657,0.420448,-0.785504,-0.202755,0.783751,0.0131868,3.14147,-1.64314,1.96623,-1.31953,3.53703,-0.846525,-0.389958,-0.0174339,1.08153,-0.469236,-1.35178,1.24745,9.01764,7.68179,-14.149,7.87347,-11.2001,-5.99216,11.0343,-12.5478,6.88425,-0.310402,-0.00246699,0.00406512,-1.22669,-435.681,-230.703,53.1639,0,234.59,174.442,89.2214,-18.8922,4.10869,102.146,52.9489,-11.1622,-2.6877,0.104015,0.0247893,2.05845,-0.0548815,-0.225648,-0.313444,0.0211117,17.0812,-0.489018,0.0848871,19.3199,0.410861,0.116494,0.120587,0.22805,-6.44035,-0.999974,-0.0231982,0,210,-2.1684e-19,0,0,3.46945e-18,6.93889e-18,-2.77556e-17,-2.77556e-17,-1.38778e-17,0,0,0,-0.787278,-0.00424714,0.785516,-0.00127302,3.14159,1.96623,-0.131953,3.53703,-0.0846525,-0.392699,2.87392,-0.596059,4.44472,-0.08751,0.523599,0,0,0,0.277527,-0.00846657,-0.785504,0.783751,3.14147,1.96623,3.53703,-0.389958,2.87392,4.44472,0.517726,0.000888429
1.68,-6.43939,-1.0232,0.27939,0.0336781,-0.00774848,0.53204,-0.784601,-1.01546,0.784247,-0.256224,3.14244,-1.60673,1.96712,-3.19405,3.53541,0.814356,-0.390437,-2.01098,2.87483,-4.05713,4.43701,-0.168879,0.517486,-5.38909,-1.03638,-7.73753,0.577227,-7.72778,-2.67523,-4.83944,-1.0356,-7.22863,0.3686,-7.25011,-2.4026,-0.232061,0.731798,-0.137611,0.2855,-0.0232252,-0.392364,-0.00864967,0.420711,-0.785503,-0.202819,0.783722,0.0140791,3.14148,-1.65863,1.96622,-1.31751,3.53702,-0.844319,-0.389968,-0.0174469,1.08183,-0.470529,-1.35215,1.24738,9.03201,7.67755,-14.1359,7.86987,-11.2358,-6.00144,11.0472,-12.5693,6.89615,-0.313391,-0.0026966,0.00446015,-1.22762,-445.409,-233.199,53.5753,0,237.22,178.485,90.2652,-19.0657,4.0977,104.462,53.5427,-11.2603,-2.68053,0.104029,0.0239276,2.07133,-0.0565674,-0.225339,-0.263269,0.0214606,17.1936,-0.48821,0.0778555,19.4248,0.449908,0.116515,0.120264,0.226952,-6.43951,-0.999973,-0.0232252,0,213,-9.1073e-18,-1.04083e-17,-1.04083e-17,1.38778e-17,0,1.38778e-17,0,2.77556e-17,2.08167e-17,-1.38778e-17,0,-0.787302,-0.00406215,0.785514,-0.00135839,3.14159,1.96622,-0.13175,3.53702,-0.0844319,-0.392699,2.87393,-0.593294,4.44472,-0.0871397,0.523599,0,0,0,0.27801,-0.00864967,-0.785503,0.783722,3.14148,1.96622,3.53702,-0.389968,2.87393,4.44473,0.517732,0.000901182
1.7,-6.43837,-1.02322,0.279854,0.033771,-0.00791934,0.530986,-0.784586,-1.01625,0.784234,-0.257213,3.14246,-1.60631,1.96712,-3.19167,3.5354,0.814124,-0.390437,-2.00943,2.87485,-4.0548,4.43708,-0.168076,0.517516,-5.38806,-1.03669,-7.73627,0.577337,-7.72699,-2.67513,-4.83842,-1.0359,-7.22737,0.368708,-7.24932,-2.40249,-0.232884,0.734167,-0.135234,0.286,-0.0232529,-0.39344,-0.00883753,0.420597,-0.785504,-0.201644,0.78369,0.0129946,3.14148,-1.67043,1.9662,-1.31692,3.537,-0.842936,-0.38999,-0.0174609,1.08212,-0.471795,-1.3525,1.24731,9.04296,7.67302,-14.1223,7.86587,-11.2551,-6.00839,11.0558,-12.5873,6.90455,-0.309262,-0.00272079,0.00451092,-1.22782,-454.395,-235.795,54.0066,0,240.055,182.215,91.3498,-19.2471,4.09088,106.597,54.1591,-11.3628,-2.67607,0.104043,0.0232163,2.08452,-0.052676,-0.22196,-0.31268,0.020849,17.312,-0.499834,0.0774385,19.5423,0.490027,0.116497,0.120065,0.225739,-6.43837,-0.999972,-0.0232529,0,217,-1.30104e-18,0,-3.46945e-18,3.46945e-18,0,-6.93889e-18,0,0,-6.93889e-18,0,0,-0.787338,-0.00422903,0.785515,-0.00125101,3.14159,1.9662,-0.131691,3.537,-0.0842936,-0.392699,2.87393,-0.59017,4.44473,-0.0866873,0.523599,0,0,0,0.278471,-0.00883753,-0.785504,0.78369,3.14148,1.9662,3.537,-0.38999,2.87393,4.44473,0.517736,0.000918189
1.72,-6.43734,-1.02325,0.2803,0.0338589,-0.00809199,0.529886,-0.78457,-1.01713,0.784221,-0.258287,3.14247,-1.60574,1.96704,-3.18397,3.53535,0.812218,-0.390491,-2.00793,2.87487,-4.0525,4.43716,-0.16699,0.517546,-5.38703,-1.037,-7.73498,0.57749,-7.72619,-2.67502,-4.8374,-1.03619,-7.2261,0.368822,-7.24853,-2.40237,-0.23379,0.741864,-0.132882,0.286484,-0.0232763,-0.394501,-0.00902719,0.421048,-0.785505,-0.20112,0.783659,0.0141312,3.14147,-1.70278,1.9661,-1.30771,3.5369,-0.833865,-0.390084,-0.0174746,1.08239,-0.473041,-1.35284,1.24724,9.05834,7.66894,-14.1097,7.86256,-11.2856,-6.01534,11.0645,-12.6052,6.9141,-0.312211,-0.00295679,0.00491188,-1.22906,-469.409,-238.408,54.4586,0,242.291,188.416,92.4208,-19.4326,4.05956,109.797,54.594,-11.4314,-2.64991,0.104056,0.0223258,2.09754,-0.0550232,-0.224767,-0.278058,0.0285266,17.6932,-0.54559,0.0754072,19.6586,0.530155,0.116506,0.11915,0.224556,-6.43724,-0.999971,-0.0232763,0,221,6.50521e-19,-3.46945e-18,-3.46945e-18,6.93889e-18,3.46945e-17,5.55112e-17,7.63278e-17,2.08167e-17,0,2.77556e-17,0,-0.787372,-0.00398357,0.785517,-0.00135975,3.14159,1.9661,-0.130771,3.53691,-0.0833865,-0.392699,2.87394,-0.587124,4.44473,-0.0863098,0.523599,0,0,0,0.278919,-0.00902719,-0.785505,0.783659,3.14147,1.9661,3.5369,-0.390084,2.87394,4.44473,0.517742,0.000935199
1.74,-6.43632,-1.02327,0.280729,0.0339406,-0.00826521,0.528819,-0.784554,-1.01802,0.784209,-0.258903,3.14249,-1.60531,1.96696,-3.18072,3.53525,0.81048,-0.390569,-2.00655,2.87489,-4.05038,4.43724,-0.166011,0.517577,-5.386,-1.03732,-7.7337,0.577645,-7.7254,-2.67491,-4.83637,-1.03649,-7.22484,0.368937,-7.24774,-2.40225,-0.234709,0.7451,-0.130721,0.286954,-0.0232985,-0.395539,-0.00921317,0.421001,-0.785502,-0.199718,0.783631,0.0131314,3.14148,-1.69347,1.96601,-1.31581,3.53681,-0.837286,-0.390174,-0.0174867,1.08266,-0.474259,-1.35317,1.24717,9.06935,7.66451,-14.0966,7.85874,-11.3024,-6.02129,11.0715,-12.6216,6.92147,-0.308008,-0.00296914,0.00494013,-1.22936,-474.613,-242.07,55.1079,0,246.839,190.535,93.9303,-19.7005,4.07705,110.995,55.4503,-11.5831,-2.66133,0.104069,0.0214361,2.11029,-0.0533168,-0.229623,-0.308841,0.0215993,17.8519,-0.632473,0.0688052,19.7656,0.579147,0.116482,0.119668,0.223394,-6.43639,-0.99997,-0.0232985,0,224,2.38524e-18,6.93889e-18,0,-2.77556e-17,6.93889e-18,-2.77556e-17,0,2.08167e-17,2.08167e-17,7.63278e-17,0,-0.787394,-0.00412906,0.785514,-0.00126066,3.14159,1.96601,-0.131581,3.53682,-0.0837286,-0.392699,2.87395,-0.584132,4.44474,-0.0858766,0.523599,0,0,0,0.279352,-0.00921317,-0.785502,0.783631,3.14148,1.96601,3.53681,-0.390174,2.87395,4.44474,0.517753,0.000947958
