t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,z101,z102,z111,z112,z121,z122,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,al101,al102,al103,al1010,al111,al112,aL113,al1110,al1111,al121,al122,al123,al1210,,al1211,al1212u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,deltap1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94,sr.Cs, sr.Cs1, 1 - sr.d*sr.Cs,b4,b5,b6,b7,b8,b9,b10,b11,b12
0,-6.50008,-2.00154,0,0,-2.86062e-05,0.523599,-0.523603,-0.523599,0.523594,-4.04132e-05,3.14159,-2.61799,2.22609,-3.27329,3.27329,0.39251,-0.391906,-3.66519,4.18992,-3.14272,3.14272,-0.523704,0.52473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.392699,0,0,0,0,0.523599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02,-6.50008,-2.00154,0.0155996,0.031047,-2.86062e-05,0.571333,-0.523603,-0.471147,0.523594,0.0387027,3.14161,-2.16893,2.22609,-3.18217,3.2816,0.453456,-0.391896,-4.39547,4.18992,-0.174345,3.0567,6.14319,0.524722,-5.45008,-2.00158,-7.80834,-0.405805,-7.77612,-3.6627,-4.90008,-2.00159,-7.30004,-0.615878,-7.30012,-3.38716,0.0524261,0.491332,2.35763,0,-0.00154111,-0.0474432,-2.86062e-05,-0.0469373,-0.523603,-0.0476437,0.523594,-0.0473624,3.14159,-3.44317,2.22609,2.0399,3.27329,-0.0475741,-0.391906,4.40558,4.18992,-2.26967,3.14272,-0.0474049,0.52473,-0.0474109,1.00007,-0.0118439,-1.25009,1.25009,-0.00698429,8.88954,-17.7791,8.88981,-0.0173466,-4.44477,8.88954,-8.88981,4.44518,-0.0121117,2.5972e-05,-5.19466e-05,-1.11123,-27.9115,-22.3117,14.0962,0,6.25533,10.3521,5.94972,-4.78241,0.890698,0.570658,0.00222789,-0.000969563,-0.275945,34.2459,-23.1009,15.4074,5.12237,0.0980537,3.8292,-3.8392,-2.55619,-0.00731129,0.00884174,-0.00456442,0.00228449,0.00151699,-0.00243725,0.0024358,0.200015,0.779979,1.55235,2.38673,2.62262,1.93716,22.4532,4.55605,3.04733,-36.5141,148.419,333.345,0,0,-0,-6.5,-2,-0.00154111,0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0.523603,-0.00951692,0.523594,-0.00947248,3.14159,2.22609,0.407981,3.27329,-0.00951481,-0.392699,4.18992,-0.453926,3.14272,-0.00948098,0.523599,0,0,0,0,-2.86062e-05,-0.523603,0.523594,3.14159,2.22609,3.27329,-0.391906,4.18992,3.14272,0.52473,0,-0.511229,-0.00146224,9.48632e-09,0.0935902,0.000303398,-0.000487449,0.00048716,0.000350904,0.0474074,0.0117992,1.00007,28.3877,-10.3214,0.761778,222.732,-82.6727,0.392952,-279.289,91.8572,0.394837
0.04,-6.5001,-2.00183,0.0278373,0.0525268,-3.72006e-05,0.601018,-0.523604,-0.453234,0.522734,0.0553619,3.14161,-2.20953,2.22627,-3.26506,3.2716,0.392359,-0.391714,-4.27473,4.19016,-3.15655,3.15329,-0.529123,0.524973,-5.4501,-2.00189,-7.80839,-0.406179,-7.77609,-3.6631,-4.9001,-2.00189,-7.30005,-0.616159,-7.30015,-3.38744,0.069478,0.398253,-0.52824,0.0156022,-0.00182929,-0.0281321,-3.72006e-05,-0.0352728,-0.523604,-0.265982,0.523594,-0.047363,3.14159,0.712712,2.22627,-0.515497,3.27347,-0.0484273,-0.391723,-5.22281,4.19016,2.53346,3.14296,-0.0509059,0.524973,-0.0474343,1.00033,0.0122807,-1.25041,1.25131,-0.253491,9.14401,-18.3012,9.16989,-0.914386,-4.6981,9.40298,-9.1699,4.57804,-0.248224,2.63715e-05,-5.27843e-05,-1.08141,10.3296,-25.9472,12.3032,0,14.4006,-8.80927,8.18653,-3.67842,4.44931,-0.657432,0.00346316,-0.00082395,-1.37844,-128.226,-39.6581,15.4783,40.6102,109.007,12.0812,-3.86748,-20.2569,8.43417,7.21662,-0.0114844,0.00279421,0.0145882,2.8116,-2.80958,0.200042,0.611888,1.07399,1.48423,3.51832,2.77021,-2.03018,0.420541,-0.00515656,6.03732,-0.679501,-0.269685,0.205984,0.229154,0.438193,-6.5,-2,-0.00182929,0,0,8.67362e-19,1.21431e-17,1.53552e-17,7.51318e-18,-1.9082e-17,-1.73472e-17,-1.71033e-17,5.55112e-17,2.77556e-17,4.23923e-17,0,-0.523604,-0.0422677,0.523594,-0.00947233,3.14159,2.22627,-0.103099,3.27347,-0.00968546,-0.392699,4.19016,0.506682,3.14297,-0.0101812,0.523599,0,0,0,0.0155996,-3.72006e-05,-0.523604,0.523594,3.14159,2.22627,3.27347,-0.391723,4.19016,3.14296,0.524973,0,-4.05131,1.68681,-1.09412e-05,5.93335,0.00291764,0.562321,-0.561916,0.287859,0.0474074,0.0117992,1.00009,12.4036,1.66406,0.809128,-49.0832,19.2549,0.592586,373.203,-126.964,-1.06471
0.06,-6.5001,-2.0019,0.0358571,0.0660361,-3.9237e-05,0.618888,-0.523604,-0.443273,0.522233,0.0645494,3.14162,-2.21751,2.22632,-3.26464,3.27305,0.393389,-0.39167,-4.20679,4.19022,-3.14229,3.14627,-0.52322,0.525029,-5.4501,-2.00196,-7.8084,-0.406268,-7.77608,-3.66319,-4.9001,-2.00196,-7.30005,-0.616226,-7.30016,-3.38751,0.0789381,0.400081,-0.521047,0.027847,-0.00189754,-0.0165404,-3.9237e-05,-0.0442232,-0.523604,-0.393885,0.523594,-0.0473635,3.14159,0.119288,2.22632,-0.162161,3.27351,-0.0483313,-0.391679,-1.70331,4.19022,0.766367,3.14302,-0.0497606,0.525031,-0.0474846,1.00087,0.0267637,-1.25108,1.25357,-0.558464,9.3137,-18.6644,9.36446,-1.27972,-4.86541,9.75016,-9.36448,4.64673,-0.3797,2.65364e-05,-5.31816e-05,-1.06166,2.45282,-25.4666,12.5699,0,12.5845,-1.8662,7.88779,-3.83587,3.86555,-0.148549,0.0035087,-0.000912142,-1.19759,-30.8008,-33.5717,15.4883,22.4081,22.2697,9.03943,-3.86476,-11.1764,5.44805,1.45969,-0.00968086,0.00290833,0.00838216,1.81616,-1.8148,0.200096,0.400986,0.675464,0.893522,4.0164,3.22961,-0.398834,0.443469,0.0469331,3.39666,0.0363587,0.0257571,0.209047,0.199061,0.283012,-6.5,-2,-0.00189754,0,0,-1.73472e-18,-1.04083e-17,-4.42405e-18,4.42321e-18,-3.03577e-18,-2.60209e-18,-1.49078e-18,-9.36751e-17,-9.71445e-17,-1.09504e-16,0,-0.523604,-0.061453,0.523594,-0.00947229,3.14159,2.22632,-0.0324323,3.27351,-0.00966626,-0.392699,4.19022,0.15327,3.14303,-0.00995212,0.523599,0,0,0,0.0278373,-3.9237e-05,-0.523604,0.523594,3.14159,2.22632,3.27351,-0.391679,4.19022,3.14302,0.525031,0,-2.23523,1.0896,-7.06717e-06,1.18589,0.00167643,0.363232,-0.362959,0.0580043,0.0474074,0.0117992,1.00009,1.85069,9.42105,0.83545,-9.8197,4.32474,0.47583,113.876,-37.812,0.0477606
0.08,-6.49984,-2.00197,0.0414216,0.0749554,-4.15188e-05,0.630565,-0.523793,-0.436167,0.521758,0.069918,3.14143,-2.21716,2.22641,-3.26324,3.27343,0.395205,-0.391582,-4.18644,4.19038,-3.13693,3.14382,-0.520828,0.525165,-5.44984,-2.00193,-7.80815,-0.406386,-7.77578,-3.66332,-4.89984,-2.00204,-7.29978,-0.616299,-7.2999,-3.38758,0.0857565,0.401772,-0.518269,0.0358651,-0.0019728,-0.00963378,-5.21857e-05,-0.0561234,-0.523804,-0.467197,0.523393,-0.0472899,3.14139,-0.011969,2.2264,-0.0911707,3.27359,-0.0483101,-0.391601,-0.4118,4.19037,0.112526,3.14317,-0.0494713,0.525157,-0.0475356,1.00138,0.0354092,-1.25173,1.25558,-0.809124,9.42119,-18.9004,9.48935,-1.41342,-4.96979,9.97023,-9.48831,4.68186,-0.452479,7.35819e-05,-0.00014763,-1.04937,0.918877,-25.3869,12.6332,0,12.1549,-0.592659,7.83679,-3.86952,3.71405,-0.0612347,0.00353972,-0.000935541,-1.15061,-5.55155,-31.3767,15.5103,17.3821,3.70217,7.93622,-3.86733,-8.66714,4.36644,0.221669,-0.00968161,0.00318269,0.00710601,1.45561,-1.45441,0.200147,0.278227,0.445966,0.583818,4.36684,3.49679,0.0173033,0.518217,0.141607,1.01746,0.312805,0.146173,0.210641,0.191259,0.226828,-6.49978,-2,-0.0019728,0,1,-1.73472e-18,-1.04083e-17,-6.81353e-18,6.81014e-18,-2.73219e-17,-2.77556e-17,-2.71864e-17,-2.1684e-17,-2.08167e-17,-6.83047e-18,0,-0.523804,-0.0724573,0.523392,-0.0094566,3.14159,2.2264,-0.0182342,3.27359,-0.00966203,-0.392699,4.19037,0.0225076,3.14315,-0.00989425,0.523599,0,0,0,0.0358464,-5.21857e-05,-0.523804,0.523393,3.14139,2.2264,3.27359,-0.391601,4.19037,3.14317,0.525157,1.06668e-05,-1.73355,0.87333,2.11027e-05,0.248416,0.0014212,0.291122,-0.290883,0.0086119,0.0474101,0.0118001,1.00009,-4.053,13.9397,0.913452,-1.58503,1.36218,0.433155,25.1387,-7.70254,0.249956
0.1,-6.49901,-2.00205,0.0455682,0.0813837,-4.61609e-05,0.638949,-0.523998,-0.4307,0.521367,0.0735528,3.14123,-2.21562,2.22652,-3.26199,3.27356,0.396846,-0.391471,-4.18181,4.1905,-3.13479,3.14329,-0.519148,0.525284,-5.44901,-2.00191,-7.80734,-0.40652,-7.77493,-3.66345,-4.89901,-2.00213,-7.29895,-0.616375,-7.29908,-3.38766,0.0910334,0.403044,-0.516782,0.0414066,-0.00205263,-0.0054084,-8.88302e-05,-0.0633606,-0.524041,-0.515259,0.523157,-0.0471914,3.14115,-0.0350768,2.22647,-0.085467,3.27367,-0.0483146,-0.39152,-0.101849,4.19045,-0.0504551,3.14326,-0.0494917,0.525245,-0.0475842,1.00181,0.0407139,-1.25227,1.25717,-0.966242,9.49392,-19.0621,9.57622,-1.50532,-5.03968,10.1189,-9.574,4.70505,-0.499334,0.000140114,-0.000281365,-1.04139,0.69801,-25.3992,12.6446,0,12.0552,-0.414811,7.84339,-3.87283,3.67211,-0.0541317,0.00356812,-0.000942734,-1.13755,-0.281489,-30.832,15.531,16.3219,0.265628,7.65811,-3.87117,-8.13682,4.12061,-0.013379,-0.0100829,0.003398,0.00711346,1.37368,-1.37248,0.200191,0.207331,0.321412,0.41922,4.63488,3.67838,0.0769908,0.586287,0.229013,0.231551,0.425704,0.231485,0.211706,0.189104,0.214066,-6.4991,-2,-0.00205263,0,4,-1.73472e-18,-1.38778e-17,-1.70016e-17,-6.51877e-18,1.86483e-17,1.9082e-17,2.25243e-17,-7.00395e-17,-7.00666e-17,-5.07407e-17,0,-0.524041,-0.0796764,0.523155,-0.00943533,3.14159,2.22647,-0.0170934,3.27367,-0.00966293,-0.392699,4.19045,-0.010091,3.14324,-0.00989834,0.523599,0,0,0,0.0413789,-8.88302e-05,-0.524041,0.523157,3.14115,2.22647,3.27367,-0.39152,4.19045,3.14326,0.525245,4.26693e-05,-1.62747,0.824157,1.75232e-05,0.0793362,0.00142269,0.274736,-0.274496,-0.000734827,0.047418,0.0118027,1.0001,-7.45646,16.7328,0.997009,-0.653888,1.17595,0.406072,3.9093,-0.398646,0.26872
0.12,-6.49773,-2.00213,0.0488461,0.0867043,-6.76209e-05,0.646165,-0.524266,-0.425414,0.520966,0.0764916,3.14096,-2.2144,2.22658,-3.26107,3.27361,0.397712,-0.391404,-4.18031,4.19053,-3.13376,3.1432,-0.518391,0.525319,-5.44773,-2.00187,-7.80604,-0.406613,-7.77367,-3.66353,-4.89773,-2.00224,-7.29764,-0.616434,-7.29783,-3.38772,0.096183,0.403945,-0.515881,0.0454975,-0.00212932,-0.00255948,-0.000174304,-0.0684252,-0.524373,-0.549683,0.522825,-0.047111,3.14082,-0.0401294,2.22648,-0.0896255,3.27367,-0.0483147,-0.391517,-0.0541131,4.19043,-0.0814414,3.14323,-0.0495477,0.525217,-0.047634,1.00217,0.0443067,-1.25273,1.25843,-1.07625,9.54756,-19.1821,9.64107,-1.57195,-5.09062,10.2278,-9.63749,4.72152,-0.532459,0.000201013,-0.000403971,-1.03569,0.677735,-25.4238,12.6467,0,12.0226,-0.40404,7.85726,-3.87102,3.65325,-0.0586125,0.00352779,-0.000929506,-1.13166,0.533716,-30.7222,15.5477,16.172,-0.260129,7.59954,-3.87494,-8.06158,4.09455,-0.0552472,-0.0102926,0.0034897,0.00722989,1.36499,-1.36376,0.200227,0.163894,0.266034,0.360802,4.89317,3.82397,0.0611152,0.635453,0.276158,0.0752072,0.478708,0.269208,0.212469,0.188138,0.21272,-6.49775,-2,-0.00212932,0,10,3.46945e-18,-1.04083e-17,-1.60326e-17,1.60191e-17,2.60209e-17,2.60209e-17,2.09793e-17,4.16334e-17,4.22839e-17,2.84603e-17,0,-0.524373,-0.0848527,0.522822,-0.00941768,3.14159,2.22648,-0.0179251,3.27367,-0.00966295,-0.392699,4.19043,-0.0162887,3.14321,-0.00990953,0.523599,0,0,0,0.0454616,-0.000174304,-0.524373,0.522825,3.14082,2.22648,3.27367,-0.391517,4.19043,3.14323,0.525217,0.000106683,-1.61241,0.818942,1.6228e-05,0.0326685,0.00144598,0.272998,-0.272753,-0.00236159,0.047434,0.0118081,1.0001,-9.11898,18.4408,1.10878,-1.13472,1.4632,0.406286,-0.13762,1.06697,0.286839
0.14,-6.49616,-2.00221,0.0516482,0.0915324,-9.38699e-05,0.652794,-0.524446,-0.42063,0.520668,0.0794461,3.14079,-2.21352,2.22659,-3.26028,3.2736,0.398004,-0.391404,-4.17943,4.19045,-3.13273,3.14309,-0.518127,0.525248,-5.44615,-2.00189,-7.80443,-0.406671,-7.77215,-3.66356,-4.89616,-2.00236,-7.29602,-0.616494,-7.29629,-3.38778,0.100845,0.404726,-0.514883,0.0487083,-0.00221014,-1.92793e-05,-0.000275251,-0.0708671,-0.524627,-0.580455,0.52257,-0.0470807,3.14056,-0.0418652,2.2264,-0.0934042,3.2736,-0.0482811,-0.391593,-0.0493521,4.19027,-0.0886018,3.14307,-0.0494662,0.52507,-0.0476814,1.00248,0.0475172,-1.25313,1.25956,-1.15531,9.5942,-19.2871,9.69988,-1.65122,-5.13505,10.3232,-9.6953,4.73752,-0.561847,0.000232719,-0.000468038,-1.03091,0.693499,-25.4449,12.6505,0,11.9945,-0.415384,7.86805,-3.87003,3.63861,-0.0627214,0.00333559,-0.000877131,-1.12708,0.646097,-30.6911,15.56,16.1765,-0.337106,7.58352,-3.87853,-8.06493,4.10406,-0.0652275,-0.00976804,0.00331902,0.00687361,1.36816,-1.367,0.200258,0.140106,0.241406,0.331439,5.12797,3.96974,0.0440947,0.675253,0.292862,0.0439361,0.526488,0.282643,0.213206,0.187389,0.21322,-6.49618,-2,-0.00221014,0,17,0,0,3.94379e-18,-2.75929e-17,1.51788e-17,1.51788e-17,5.58364e-18,-6.1149e-17,-6.1149e-17,-6.44558e-17,0,-0.524627,-0.0894795,0.522567,-0.0094106,3.14159,2.2264,-0.0186809,3.2736,-0.00965622,-0.392699,4.19027,-0.0177206,3.14306,-0.00989324,0.523599,0,0,0,0.0486647,-0.000275251,-0.524627,0.52257,3.14056,2.2264,3.2736,-0.391593,4.19027,3.14307,0.52507,0.000181381,-1.61304,0.820831,9.89351e-06,0.0119675,0.00137472,0.273632,-0.273399,-0.00272257,0.0474526,0.0118143,1.0001,-10.2371,19.797,1.19578,-1.60276,1.70091,0.430725,-1.09572,1.47214,0.334251
0.16,-6.49419,-2.00229,0.0541643,0.0962311,-0.000119669,0.659367,-0.524569,-0.41587,0.520437,0.0826139,3.14067,-2.21314,2.22665,-3.25995,3.27365,0.398115,-0.391341,-4.17908,4.19043,-3.13226,3.14305,-0.51825,0.525226,-5.44419,-2.00195,-7.80244,-0.406764,-7.77022,-3.66361,-4.89419,-2.00248,-7.29402,-0.616553,-7.29435,-3.38783,0.105493,0.405035,-0.514437,0.0514216,-0.00229005,0.00249635,-0.000397113,-0.0735228,-0.524847,-0.608767,0.522351,-0.0470725,3.14034,-0.0411842,2.22637,-0.0968906,3.27357,-0.0483327,-0.391625,-0.0467352,4.19015,-0.0929277,3.14295,-0.0494566,0.524951,-0.0477313,1.00275,0.0507037,-1.25349,1.26064,-1.23646,9.63742,-19.3852,9.75513,-1.71721,-5.17662,10.413,-9.75013,4.75214,-0.588566,0.000254076,-0.000511384,-1.02643,0.73823,-25.4602,12.6544,0,11.9645,-0.443543,7.87669,-3.86988,3.62599,-0.066416,0.00346172,-0.000908879,-1.12316,0.72351,-30.6769,15.5734,16.2013,-0.385268,7.57474,-3.88199,-8.07763,4.11531,-0.0713086,-0.00957218,0.00325765,0.00675109,1.37192,-1.37077,0.200286,0.125805,0.234935,0.328672,5.36423,4.12806,0.0190184,0.69462,0.300236,0.0177465,0.548563,0.276721,0.213871,0.186741,0.213807,-6.49415,-2,-0.00229005,0,26,0,6.93889e-18,-4.87891e-18,5.24212e-17,-1.17094e-17,-1.17094e-17,-1.5477e-17,8.54351e-17,8.50015e-17,9.53014e-17,0,-0.524847,-0.0937326,0.522349,-0.00940812,3.14159,2.22637,-0.0193781,3.27357,-0.00966654,-0.392699,4.19015,-0.0185858,3.14294,-0.00989132,0.523599,0,0,0,0.0513708,-0.000397113,-0.524847,0.522351,3.14034,2.22637,3.27357,-0.391625,4.19015,3.14295,0.524951,0.000277444,-1.61558,0.82308,9.25829e-06,-0.00696385,0.00135022,0.274383,-0.274154,-0.00294012,0.0474765,0.0118223,1.00011,-10.9115,20.9176,1.27089,-2.15115,1.93595,0.442743,-1.8267,1.74077,0.373382
0.18,-6.49188,-2.00237,0.056491,0.100896,-0.000142833,0.666061,-0.524711,-0.41096,0.52019,0.0857318,3.14053,-2.21326,2.22679,-3.26026,3.27378,0.398045,-0.3912,-4.17912,4.19045,-3.13218,3.14306,-0.518562,0.525247,-5.44188,-2.00198,-7.80013,-0.406894,-7.76794,-3.66367,-4.89188,-2.00259,-7.29168,-0.616611,-7.29208,-3.38789,0.110294,0.404723,-0.514363,0.0538381,-0.00236775,0.00521221,-0.000527045,-0.0771961,-0.525095,-0.636328,0.522102,-0.0470652,3.14009,-0.0398906,2.2264,-0.0990181,3.2736,-0.0484836,-0.39159,-0.0450163,4.19006,-0.0950837,3.14287,-0.0495101,0.524864,-0.0477822,1.00301,0.0541461,-1.25383,1.26175,-1.33245,9.68062,-19.484,9.81062,-1.76646,-5.21823,10.5033,-9.80521,4.76572,-0.614243,0.0002767,-0.000557376,-1.02192,0.793352,-25.4675,12.6596,0,11.9235,-0.472158,7.88234,-3.87132,3.61263,-0.0684523,0.00398011,-0.00104409,-1.11904,0.789072,-30.6768,15.5881,16.2461,-0.418107,7.57204,-3.88553,-8.09973,4.12841,-0.0743809,-0.00967048,0.00329486,0.00683999,1.37629,-1.37513,0.200312,0.116335,0.233244,0.334679,5.60803,4.28404,-0.00583673,0.68648,0.298144,-0.00201844,0.553719,0.261371,0.214489,0.186051,0.21449,-6.4919,-2,-0.00236775,0,36,0,1.04083e-17,7.75205e-18,-3.15232e-17,-2.51535e-17,-2.47198e-17,-1.90006e-17,7.58942e-17,7.67615e-17,8.31583e-17,0,-0.525095,-0.0978736,0.522101,-0.00940577,3.14159,2.2264,-0.0198036,3.2736,-0.00969672,-0.392699,4.19006,-0.019017,3.14286,-0.00990202,0.523599,0,0,0,0.0537801,-0.000527045,-0.525095,0.522102,3.14009,2.2264,3.2736,-0.39159,4.19006,3.14287,0.524864,0.000384212,-1.61999,0.825698,8.1139e-06,-0.0215135,0.001368,0.275258,-0.275025,-0.00304654,0.0475031,0.0118312,1.00011,-11.4517,21.9787,1.35537,-2.59242,2.08843,0.434393,-2.33517,1.89968,0.402644
