t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,z101,z102,z111,z112,z121,z122,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,al101,al102,al103,al1010,al111,al112,aL113,al1110,al1111,al121,al122,al123,al1210,,al1211,al1212u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,deltap1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94,sr.Cs, sr.Cs1, 1 - sr.d*sr.Cs,b4,b5,b6,b7,b8,b9,b10,b11,b12
0,-6.50006,-2.00134,0,0,-2.25031e-05,0.523599,-0.523603,-0.523598,0.523595,-3.93463e-05,3.14159,-2.61799,2.22596,-3.27316,3.27316,0.392545,-0.392036,-3.66519,4.18974,-3.14254,3.14254,-0.523685,0.524556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.392699,0,0,0,0,0.523599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02,-6.50006,-2.00134,0.0135522,0.0289485,-2.25031e-05,0.569194,-0.523603,-0.473286,0.523594,0.0365656,3.14161,-2.17116,2.22596,-3.18911,3.28147,0.443639,-0.392024,-4.39775,4.18974,1.32277,3.15313,8.76712,0.524558,-5.45006,-2.00137,-7.80831,-0.405539,-7.77614,-3.66242,-4.90006,-2.00137,-7.30003,-0.615678,-7.3001,-3.38696,0.0502873,0.48439,3.95134,0,-0.00133634,-0.0474355,-2.25031e-05,-0.0470431,-0.523603,-0.047587,0.523595,-0.0473626,3.14159,-3.44412,2.22596,2.04012,3.27316,-0.0475478,-0.392036,4.4043,4.18974,-2.26968,3.14254,-0.0474056,0.524556,-0.0474104,1.00006,-0.0118343,-1.25008,1.25008,-0.00806034,8.88945,-17.7789,8.88966,-0.0160861,-4.44472,8.88944,-8.88966,4.44504,-0.0120484,2.58413e-05,-5.16845e-05,-1.11121,-27.9172,-22.3126,14.0975,0,6.25419,10.3444,5.94783,-4.78168,0.889814,0.569128,0.00187858,-0.000817691,-0.275669,34.2395,-23.0999,15.4056,5.12386,0.0812038,3.83226,-3.84072,-2.55771,-0.00619704,0.00572393,-0.00387752,0.00194039,0.00128929,-0.00206578,0.00206474,0.200013,0.677612,1.44743,2.27977,2.51563,1.83025,22.3415,4.20241,2.55466,-36.6281,223.266,464.54,0,0,-0,-6.5,-2,-0.00133634,0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0.523603,-0.00950842,0.523594,-0.00947253,3.14159,2.22596,0.408025,3.27316,-0.00950955,-0.392699,4.18974,-0.453927,3.14255,-0.00948112,0.523599,0,0,0,0,-2.25031e-05,-0.523603,0.523595,3.14159,2.22596,3.27316,-0.392036,4.18974,3.14254,0.524556,0,-0.511531,-0.00123939,8.04163e-09,0.0950614,0.000257857,-0.000413156,0.000412948,0.000265182,0.0474074,0.0117992,1.00006,27.08,-9.84604,0.761668,221.865,-82.5718,0.434643,-279.976,91.8496,0.450713
0.04,-6.50008,-2.00159,0.0242595,0.0488634,-3.01889e-05,0.597399,-0.523603,-0.456193,0.522771,0.0524612,3.14161,-2.21293,2.22612,-3.26731,3.2715,0.389363,-0.39186,-4.2779,4.18996,-3.15767,3.15322,-0.530753,0.52478,-5.45008,-2.00164,-7.80835,-0.405874,-7.77611,-3.66277,-4.90008,-2.00164,-7.30004,-0.615929,-7.30012,-3.38721,0.0665562,0.396051,-0.529235,0.0135541,-0.00159419,-0.0281893,-3.01889e-05,-0.0353295,-0.523603,-0.25641,0.523594,-0.0473634,3.14159,0.705954,2.22612,-0.503467,3.27332,-0.0482688,-0.391872,-5.27179,4.18996,2.5665,3.14276,-0.050415,0.524775,-0.0474282,1.00026,0.0122104,-1.25033,1.25114,-0.252629,9.13174,-18.2754,9.15626,-0.872141,-4.68614,9.37842,-9.15627,4.57243,-0.238156,2.60997e-05,-5.22362e-05,-1.08277,10.2077,-25.9206,12.3196,0,14.3432,-8.66997,8.16743,-3.68742,4.44249,-0.639805,0.00292515,-0.000700034,-1.37631,-130.326,-39.8028,15.4669,41.0519,110.903,12.1608,-3.86505,-20.4844,8.47623,7.34971,-0.00986804,0.00238677,0.0126148,2.82559,-2.82385,0.200033,0.535363,0.995742,1.41023,3.37032,2.6251,-2.08813,0.300742,-0.156768,5.99275,-0.745566,-0.352148,0.205738,0.228815,0.440392,-6.5,-2,-0.00159419,0,0,8.67362e-19,5.20417e-18,3.94019e-18,-2.67781e-17,3.64292e-17,3.46945e-17,2.65087e-17,2.77556e-17,2.77556e-17,4.25549e-17,0,-0.523603,-0.0408319,0.523594,-0.00947243,3.14159,2.22612,-0.100693,3.27332,-0.00965376,-0.392699,4.18996,0.513289,3.14277,-0.010083,0.523599,0,0,0,0.0135522,-3.01889e-05,-0.523603,0.523594,3.14159,2.22612,3.27332,-0.391872,4.18996,3.14276,0.524775,0,-4.09679,1.69522,-1.09974e-05,5.91729,0.00252295,0.565119,-0.564771,0.293407,0.0474074,0.0117992,1.00008,11.6489,1.6686,0.807005,-49.6982,19.1131,0.634723,375.089,-128.041,-1.03666
0.06,-6.50009,-2.00166,0.0313627,0.0614401,-3.22242e-05,0.614426,-0.523603,-0.446593,0.522294,0.0613258,3.14162,-2.22187,2.22617,-3.26783,3.27296,0.389369,-0.391817,-4.21063,4.19002,-3.14437,3.14615,-0.526079,0.524835,-5.45009,-2.00171,-7.80836,-0.405962,-7.77611,-3.66287,-4.90009,-2.00171,-7.30004,-0.615996,-7.30013,-3.38728,0.0756779,0.39694,-0.523055,0.0242662,-0.00166245,-0.0166478,-3.22242e-05,-0.0431909,-0.523603,-0.378233,0.523594,-0.047364,3.14159,0.119881,2.22617,-0.148933,3.27336,-0.0481946,-0.391829,-1.7147,4.19002,0.785787,3.14282,-0.0494373,0.524832,-0.0474665,1.00067,0.0266289,-1.25084,1.25309,-0.545425,9.29143,-18.6163,9.3393,-1.22246,-4.84401,9.70547,-9.33931,4.63824,-0.363874,2.62103e-05,-5.25179e-05,-1.06406,2.45011,-25.4263,12.5879,0,12.5292,-1.81406,7.86132,-3.84681,3.86472,-0.132783,0.00298335,-0.000781205,-1.19732,-31.2281,-33.677,15.4759,22.5879,22.6336,9.09931,-3.86278,-11.2699,5.45728,1.4983,-0.00837053,0.00250119,0.00727624,1.81922,-1.81804,0.200075,0.35516,0.628836,0.851342,3.85031,3.06835,-0.446932,0.276452,-0.155846,3.36357,-0.0776371,-0.118129,0.208678,0.199035,0.28351,-6.5,-2,-0.00166245,0,0,-1.73472e-18,-1.73472e-18,3.71636e-18,-3.71678e-18,-2.90566e-17,-2.94903e-17,-3.27971e-17,-1.73472e-17,-1.38778e-17,1.78893e-17,0,-0.523603,-0.0591053,0.523594,-0.0094724,3.14159,2.22617,-0.0297866,3.27336,-0.00963892,-0.392699,4.19002,0.157154,3.14283,-0.00988746,0.523599,0,0,0,0.0242595,-3.22242e-05,-0.523603,0.523594,3.14159,2.22617,3.27336,-0.391829,4.19002,3.14282,0.524832,0,-2.25394,1.09144,-7.08019e-06,1.16252,0.00145525,0.363843,-0.363608,0.059652,0.0474074,0.0117992,1.00008,1.62328,9.03827,0.832177,-10.1107,3.99246,0.518544,114.306,-38.4289,0.0979986
0.08,-6.49972,-2.00174,0.0363961,0.0698925,-4.30086e-05,0.625642,-0.523706,-0.439818,0.521917,0.0668664,3.14151,-2.22211,2.2262,-3.26679,3.27329,0.390492,-0.391782,-4.19077,4.19014,-3.13981,3.14365,-0.524881,0.524925,-5.44972,-2.00175,-7.80798,-0.406048,-7.77573,-3.66297,-4.89972,-2.00181,-7.29966,-0.616064,-7.29978,-3.38735,0.0821793,0.398288,-0.521081,0.0313649,-0.00173946,-0.00978016,-5.36755e-05,-0.0531032,-0.523717,-0.448462,0.52348,-0.0472126,3.14147,-0.0113782,2.22619,-0.074509,3.27339,-0.0481478,-0.391804,-0.412747,4.19013,0.129946,3.14293,-0.0491444,0.524912,-0.0475066,1.00107,0.0352209,-1.25134,1.25483,-0.775114,9.39232,-18.8371,9.45728,-1.36371,-4.94174,9.91114,-9.45548,4.67259,-0.434188,0.000120607,-0.000241909,-1.05252,0.922241,-25.3348,12.6544,0,12.0882,-0.533599,7.80283,-3.88273,3.71295,-0.0422246,0.00289365,-0.000771694,-1.15026,-5.61168,-31.4703,15.4947,17.5029,3.80934,7.99192,-3.86509,-8.73104,4.36641,0.246897,-0.00817877,0.00267387,0.00602082,1.45558,-1.45458,0.200115,0.251669,0.422619,0.56083,4.18078,3.34431,-0.0121539,0.330699,-0.0971885,0.992914,0.156713,-0.0575196,0.210244,0.191219,0.226839,-6.49978,-2,-0.00173946,0,1,0,1.04083e-17,6.73222e-18,-5.34173e-17,2.20093e-17,2.23346e-17,2.06541e-17,-5.89806e-17,-5.72459e-17,-6.25043e-17,0,-0.523717,-0.0696518,0.523478,-0.00944034,3.14159,2.22619,-0.0149018,3.27339,-0.00962956,-0.392699,4.19013,0.0259922,3.14291,-0.00982888,0.523599,0,0,0,0.031352,-5.36755e-05,-0.523717,0.52348,3.14147,2.22619,3.27339,-0.391804,4.19013,3.14293,0.524912,1.06668e-05,-1.74635,0.87333,2.40585e-05,0.232409,0.00120416,0.291116,-0.290915,0.00969021,0.0474101,0.0118001,1.00008,-3.92052,13.3031,0.881084,-1.46512,0.826057,0.492141,25.3645,-8.30265,0.317753
0.1,-6.49869,-2.00182,0.0402233,0.076312,-5.95393e-05,0.634244,-0.52385,-0.434093,0.521594,0.0710466,3.14137,-2.22122,2.2263,-3.26604,3.27342,0.391451,-0.391685,-4.18636,4.18999,-3.13733,3.14286,-0.524423,0.524781,-5.44869,-2.00177,-7.80695,-0.406163,-7.77476,-3.66296,-4.89869,-2.00191,-7.2986,-0.61613,-7.29877,-3.38741,0.0877218,0.399061,-0.519252,0.0363512,-0.00181827,-0.0055015,-0.000123545,-0.0600414,-0.523914,-0.494804,0.523284,-0.0471544,3.14128,-0.0338638,2.22624,-0.0669481,3.27343,-0.0482076,-0.391759,-0.104582,4.18992,-0.0299664,3.14273,-0.0488469,0.524712,-0.047552,1.00141,0.0405922,-1.25177,1.25623,-0.929168,9.46095,-18.9894,9.53925,-1.45178,-5.00826,10.0524,-9.53673,4.69511,-0.479627,0.000165592,-0.000332432,-1.04484,0.711137,-25.3383,12.6673,0,11.9794,-0.355436,7.8045,-3.88747,3.67094,-0.033182,0.00311125,-0.000830354,-1.13723,-0.335109,-30.9222,15.5066,16.447,0.376774,7.71976,-3.86861,-8.20647,4.12242,0.0139523,-0.00694529,0.00232541,0.00491861,1.37425,-1.37343,0.200149,0.191361,0.320975,0.430094,4.46387,3.55365,0.0444776,0.372748,-0.0467219,0.220177,0.272964,-0.0341552,0.211271,0.189058,0.21417,-6.49865,-2,-0.00181827,0,6,5.20417e-18,1.04083e-17,1.0632e-17,-5.7544e-17,-4.30428e-17,-4.29344e-17,-4.76507e-17,-4.19315e-17,-4.18502e-17,-1.52873e-17,0,-0.523914,-0.07661,0.523281,-0.00942756,3.14159,2.22624,-0.0133896,3.27343,-0.00964151,-0.392699,4.18992,-0.00599301,3.14271,-0.00976938,0.523599,0,0,0,0.0363321,-0.000123545,-0.523914,0.523284,3.14128,2.22624,3.27343,-0.391759,4.18992,3.14273,0.524712,6.40059e-05,-1.64141,0.824522,1.94208e-05,0.062231,0.000983721,0.27485,-0.274685,0.000441559,0.0474233,0.0118045,1.00009,-6.81412,15.8466,0.95207,-0.507895,0.563853,0.476852,4.30294,-1.10472,0.423114
0.12,-6.49712,-2.00189,0.0433045,0.0817875,-9.0578e-05,0.641796,-0.524015,-0.428743,0.52129,0.0746678,3.14121,-2.22076,2.22649,-3.26607,3.2736,0.39213,-0.391494,-4.18514,4.1899,-3.1362,3.14265,-0.524308,0.524695,-5.44712,-2.00181,-7.80538,-0.406312,-7.77326,-3.66297,-4.89712,-2.00204,-7.29699,-0.616181,-7.29724,-3.38746,0.0929294,0.399021,-0.518252,0.0401097,-0.00189397,-0.00228238,-0.000229272,-0.0646868,-0.524153,-0.53082,0.523044,-0.047159,3.14104,-0.0370537,2.22635,-0.0698536,3.27355,-0.0483976,-0.391642,-0.0530066,4.18976,-0.0605039,3.14256,-0.0487184,0.524549,-0.0475979,1.0017,0.0446465,-1.25215,1.25741,-1.04164,9.5147,-19.1095,9.60502,-1.52656,-5.06033,10.1635,-9.6021,4.71305,-0.514436,0.000175275,-0.000352157,-1.03896,0.71857,-25.3507,12.6693,0,11.9323,-0.355993,7.81415,-3.8873,3.65146,-0.0361568,0.00381386,-0.00101585,-1.13123,0.553228,-30.8118,15.5191,16.302,-0.183671,7.66464,-3.8723,-8.13538,4.095,-0.027838,-0.00623887,0.00210054,0.00440091,1.36512,-1.36438,0.200179,0.154059,0.273778,0.377589,4.7296,3.73369,0.0228513,0.380795,-0.0108817,0.0614318,0.324716,-0.0277992,0.212088,0.188055,0.212751,-6.49708,-2,-0.00189397,0,13,1.73472e-18,-3.46945e-18,-3.80826e-18,2.73897e-17,2.36356e-17,2.38524e-17,1.82417e-17,3.38271e-17,3.39355e-17,3.26887e-17,0,-0.524153,-0.082018,0.523041,-0.00942801,3.14159,2.22635,-0.0139707,3.27355,-0.00967952,-0.392699,4.18976,-0.0121009,3.14254,-0.00974369,0.523599,0,0,0,0.0400846,-0.000229272,-0.524153,0.523044,3.14104,2.22635,3.27355,-0.391642,4.18976,3.14256,0.524549,0.000138694,-1.62717,0.819032,1.56333e-05,0.0168054,0.000880182,0.273024,-0.272877,-0.00119073,0.0474419,0.0118107,1.00009,-8.3972,17.5607,1.0359,-0.950085,0.779839,0.442909,0.171498,0.348465,0.481476
0.14,-6.49515,-2.00197,0.0459614,0.0868123,-0.000112078,0.64885,-0.524124,-0.423727,0.521058,0.078181,3.1411,-2.22049,2.22653,-3.26577,3.27364,0.392093,-0.391451,-4.18469,4.18983,-3.13555,3.14255,-0.524479,0.524631,-5.44515,-2.00186,-7.80339,-0.406394,-7.77134,-3.663,-4.89515,-2.00215,-7.295,-0.61624,-7.29531,-3.38752,0.0978193,0.399324,-0.517628,0.0431004,-0.00197115,0.0006961,-0.000346823,-0.0681324,-0.524359,-0.562846,0.522839,-0.0471679,3.14083,-0.0401605,2.2263,-0.070648,3.2735,-0.0484301,-0.391695,-0.0443067,4.18959,-0.0675107,3.14239,-0.0486427,0.524388,-0.0476456,1.00195,0.0484069,-1.25247,1.2585,-1.13862,9.56241,-19.217,9.66504,-1.59725,-5.10659,10.2628,-9.6618,4.7294,-0.545085,0.000185598,-0.000373194,-1.03385,0.724513,-25.3609,12.6764,0,11.8825,-0.348726,7.81947,-3.88882,3.63296,-0.0368953,0.00386956,-0.00103011,-1.12548,0.736364,-30.7859,15.5312,16.3162,-0.293691,7.65141,-3.87576,-8.14346,4.10346,-0.037533,-0.00573256,0.00193377,0.00405235,1.36795,-1.36727,0.200204,0.132845,0.251238,0.352696,4.97906,3.90881,0.013505,0.398286,-0.0112386,0.0224779,0.354172,-0.0358647,0.212832,0.187104,0.213194,-6.49505,-2,-0.00197115,0,22,-3.46945e-18,3.46945e-18,5.82081e-18,-2.94632e-17,-6.50521e-19,-6.50521e-19,-7.04731e-18,-8.60857e-17,-8.60857e-17,-8.10712e-17,0,-0.524359,-0.0868268,0.522836,-0.00942929,3.14159,2.2263,-0.0141296,3.2735,-0.00968602,-0.392699,4.18959,-0.0135023,3.14238,-0.00972853,0.523599,0,0,0,0.0430697,-0.000346823,-0.524359,0.522839,3.14083,2.2263,3.2735,-0.391695,4.18959,3.14239,0.524388,0.000234746,-1.62877,0.820716,1.24591e-05,-0.00315637,0.000810471,0.273589,-0.273453,-0.00155646,0.0474658,0.0118187,1.00009,-9.48,18.9539,1.10782,-1.18778,0.887483,0.460765,-0.903559,0.736664,0.533616
0.16,-6.49287,-2.00205,0.0483634,0.0916984,-0.00013922,0.655746,-0.524143,-0.41895,0.520923,0.0819361,3.14109,-2.22053,2.22655,-3.26562,3.27365,0.391632,-0.391439,-4.18461,4.18973,-3.13511,3.14245,-0.52502,0.524543,-5.44287,-2.00197,-7.80108,-0.406453,-7.76913,-3.66302,-4.89287,-2.00227,-7.29268,-0.616295,-7.29307,-3.38758,0.102478,0.399467,-0.517201,0.045656,-0.00204787,0.00363362,-0.000480721,-0.0707844,-0.524484,-0.59311,0.522714,-0.0471527,3.1407,-0.0408978,2.2262,-0.0713769,3.2734,-0.0484305,-0.391791,-0.0426032,4.18939,-0.0695122,3.1422,-0.0485365,0.52419,-0.0476939,1.00218,0.0521209,-1.25278,1.25956,-1.22786,9.60734,-19.3191,9.72318,-1.66767,-5.15013,10.3568,-9.71962,4.74525,-0.573842,0.000212603,-0.000427846,-1.02911,0.758605,-25.3691,12.6847,0,11.8335,-0.358642,7.82307,-3.89096,3.61653,-0.0376071,0.00378303,-0.00100697,-1.12036,0.80482,-30.7796,15.5426,16.3634,-0.326353,7.64872,-3.87922,-8.16833,4.11775,-0.0405263,-0.00506613,0.00171065,0.00359307,1.37272,-1.37212,0.200228,0.120103,0.244303,0.344806,5.21658,4.09733,-0.00190455,0.406147,-0.0327845,0.00399083,0.371476,-0.0624753,0.21355,0.18626,0.21394,-6.4928,-2,-0.00204787,0,32,-3.46945e-18,-1.04083e-17,-9.52065e-18,9.51387e-18,2.08167e-17,2.0383e-17,1.45012e-17,-6.93889e-17,-6.93889e-17,-7.3021e-17,0,-0.524484,-0.0913719,0.522711,-0.00942535,3.14159,2.2262,-0.0142754,3.2734,-0.0096861,-0.392699,4.18939,-0.0139026,3.14218,-0.0097073,0.523599,0,0,0,0.0456199,-0.000480721,-0.524484,0.522714,3.1407,2.2262,3.2734,-0.391791,4.18939,3.1422,0.52419,0.000341501,-1.63373,0.823573,1.12637e-05,-0.0188074,0.000718614,0.274544,-0.274423,-0.00165916,0.0474924,0.0118276,1.0001,-10.2413,20.1622,1.15348,-1.50525,0.991046,0.491662,-1.43178,0.901377,0.59567
0.18,-6.49037,-2.00212,0.0506231,0.0965286,-0.000158348,0.662685,-0.524182,-0.414046,0.520774,0.0856158,3.14105,-2.22086,2.22659,-3.26578,3.27369,0.391046,-0.39139,-4.18475,4.18965,-3.13482,3.14236,-0.525733,0.524457,-5.44037,-2.00205,-7.79855,-0.406539,-7.76667,-3.66303,-4.89037,-2.00238,-7.29015,-0.616356,-7.29059,-3.38764,0.10727,0.39931,-0.516918,0.047946,-0.00212523,0.00672761,-0.000617317,-0.0750918,-0.524641,-0.621813,0.522556,-0.0471321,3.14055,-0.0400082,2.22613,-0.071626,3.27333,-0.0484781,-0.39186,-0.0410327,4.18919,-0.069982,3.14199,-0.0484365,0.523984,-0.0477437,1.0024,0.056036,-1.25307,1.26066,-1.33735,9.6517,-19.4208,9.78044,-1.71178,-5.19313,10.4502,-9.77656,4.75921,-0.600716,0.000245015,-0.000493497,-1.02435,0.814572,-25.3729,12.6945,0,11.779,-0.379501,7.82481,-3.8942,3.6005,-0.0377361,0.00387476,-0.00103181,-1.11539,0.873109,-30.7825,15.5543,16.4245,-0.352244,7.65072,-3.88273,-8.2001,4.13301,-0.0414316,-0.0044227,0.00149427,0.00314844,1.37781,-1.37728,0.20025,0.112984,0.24151,0.346944,5.46045,4.28249,-0.0165898,0.400796,-0.0606413,-0.00723622,0.381425,-0.0976671,0.214183,0.185434,0.214733,-6.49033,-2,-0.00212523,0,43,3.46945e-18,6.93889e-18,-7.2506e-19,7.58942e-19,2.36356e-17,2.34188e-17,2.10606e-17,3.05745e-17,3.03577e-17,1.70762e-17,0,-0.524641,-0.095683,0.522554,-0.00942012,3.14159,2.22613,-0.0143252,3.27333,-0.00969563,-0.392699,4.18919,-0.0139966,3.14198,-0.0096873,0.523599,0,0,0,0.0479045,-0.000617317,-0.524641,0.522556,3.14055,2.22613,3.27333,-0.39186,4.18919,3.14199,0.523984,0.000458969,-1.64008,0.826622,1.02157e-05,-0.0286887,0.000629689,0.275563,-0.275457,-0.00168503,0.0475217,0.0118374,1.0001,-10.8455,21.2908,1.20867,-1.75869,1.04865,0.514619,-1.75466,0.975744,0.660024
