t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94
11.46,-5.32805,-1.03056,0.227802,0.0508127,0.0581218,0.725684,-0.769549,-0.610928,0.773479,0.157337,3.15736,-1.67439,1.97091,-3.47231,3.53659,0.560082,-0.386354,49.0287,2.8477,-9.31735,4.7038,-2.66626,-8.4193,-4.27356,-0.953459,-6.71687,0.512972,-6.53112,-2.71988,-3.73076,-0.937619,-6.20719,0.306268,-6.04621,-2.46033,0.146785,0.450638,3.80574,0.210343,-0.0419373,-0.172404,0.0375028,-0.299206,-0.790168,0.950276,0.748941,-0.0570284,3.13682,0.0942937,1.95029,-1.31194,3.52109,-0.310266,-0.405903,-0.0228134,1.04509,-0.198103,-1.30293,1.26337,0.239933,8.66522,-16.9016,8.24113,4.18599,-1.97182,3.9148,-5.55473,2.79595,1.21755,-0.0607458,0.115609,-1.23762,5.63243,-96.6354,34.5311,0,77.1298,-8.29667,33.3963,-10.8144,4.7516,-2.30736,6.38546,-2.02978,-1.96264,0.204549,0.00195099,-0.0137528,-0.015458,-1.98626,-2.72315,0.00836873,3.46998,0.715733,15.7298,-244.943,-115.828,0.15314,0.271453,-0.863272,-5.32896,-0.988634,-0.0419373,0,4418,-3.46945e-18,0,3.46945e-18,0,1.38778e-17,-4.16334e-17,-5.55112e-17,1.5099e-14,3.19744e-14,4.70735e-14,0,-0.829771,0.103631,0.790174,0.0100242,3.14159,1.95029,-0.26239,3.52109,-0.0620533,-0.392699,2.82708,140.222,4.39785,7.76416,0.523599,0,0,0,0.207144,0.0375028,-0.790168,0.748941,3.13682,1.95029,3.52109,-0.405903,2.82708,4.39788,0.470857,0.020619,-7147.09,-504.286,-0.00309733,22589.2,-397.093,-80.0874,51.5873,-7471.68
11.48,-5.32601,-1.03049,0.22783,0.0505326,0.0582091,0.725365,-0.769599,-0.611166,0.773533,0.157074,3.15731,-1.67424,1.9709,-3.47224,3.53657,0.560066,-0.38637,49.5115,2.84753,-4.75965,4.77215,-0.510853,0.500644,-4.27154,-0.9532,-6.71494,0.512973,-6.52899,-2.71979,-3.72872,-0.937409,-6.20526,0.306262,-6.04404,-2.46033,0.14665,0.450703,-0.488143,0.210341,-0.0419096,-0.172704,0.0375488,-0.298703,-0.790259,0.951162,0.74895,-0.0571344,3.13673,0.0945733,1.95024,-1.31312,3.52103,-0.310375,-0.405959,-0.0228282,1.04509,-0.198462,-1.30294,1.26335,0.249032,8.66237,-16.8958,8.23978,4.18614,-1.97052,3.91237,-5.55496,2.79596,1.21902,-0.0608684,0.115836,-1.238,5.66645,-96.7813,34.5784,0,77.2832,-8.31861,33.4558,-10.8334,4.75357,-2.31255,6.39531,-2.03299,-1.96345,0.204549,0.00143329,-0.014008,-0.0159543,-1.98986,-2.73629,0.0078082,3.47267,0.714927,24.1422,-17.0666,-8.05834,0.153126,0.271558,7.96164,-5.32699,-0.988593,-0.0419096,0,4426,-6.93889e-18,-2.08167e-17,-2.77556e-17,6.93889e-18,2.77556e-17,1.38778e-17,3.46945e-17,4.92661e-16,1.11022e-16,2.77556e-16,0,-0.829938,0.103669,0.790265,0.010041,3.14159,1.95024,-0.262625,3.52103,-0.0620749,-0.392699,2.82687,9.29209,4.39763,0.48911,0.523599,0,0,0,0.207142,0.0375488,-0.790259,0.74895,3.13673,1.95024,3.52103,-0.405959,2.82687,4.39766,0.470641,0.0206603,-25.0079,-32.0443,-0.000196949,120.238,-1.38781,-5.08908,3.28027,-30.482
11.5,-5.32396,-1.03041,0.227846,0.0502472,0.0582934,0.725052,-0.769649,-0.611365,0.773574,0.155684,3.15727,-1.6741,1.97089,-3.47218,3.53656,0.56008,-0.386387,50.1186,2.84768,-4.59212,4.52219,-0.445101,0.495057,-4.26952,-0.952945,-6.713,0.512989,-6.52679,-2.71984,-3.72668,-0.937195,-6.20333,0.306267,-6.04187,-2.46031,0.14653,0.450761,-0.564987,0.210322,-0.0418723,-0.173002,0.0375867,-0.298241,-0.790356,0.952099,0.74894,-0.0555033,3.13664,0.0950521,1.95018,-1.31434,3.52098,-0.310596,-0.406022,-0.0228446,1.04508,-0.198817,-1.30294,1.26332,0.257728,8.65941,-16.8899,8.23832,4.18659,-1.96909,3.9097,-5.55499,2.79585,1.21878,-0.0580627,0.110492,-1.23762,5.71523,-96.9173,34.6224,0,77.4302,-8.34725,33.5116,-10.8512,4.75575,-2.31896,6.40665,-2.03666,-1.96447,0.204548,0.000794402,-0.014266,-0.0156267,-1.99245,-2.7356,0.00703529,3.47499,0.713065,30.3525,-8.68225,-3.83246,0.153115,0.271667,-1.34287,-5.32478,-0.988547,-0.0418723,0,4435,-6.93889e-18,-2.08167e-17,-6.93889e-18,2.77556e-17,-1.38778e-17,-1.38778e-17,-6.93889e-18,-4.16334e-17,3.33067e-16,3.05311e-16,0,-0.83012,0.104245,0.790355,0.00978032,3.14159,1.95018,-0.262871,3.52097,-0.0621192,-0.392699,2.82697,4.07088,4.39774,0.173998,0.523599,0,0,0,0.207124,0.0375867,-0.790356,0.74894,3.13664,1.95018,3.52098,-0.406022,2.82697,4.39777,0.470746,0.0207068,-5.05731,-13.2299,-9.4681e-05,29.6183,-0.245678,-2.03024,1.37268,-5.32804
11.52,-5.3219,-1.03032,0.227846,0.0499508,0.0583776,0.724715,-0.769683,-0.611577,0.773611,0.155445,3.15724,-1.67397,1.97087,-3.47212,3.53654,0.560056,-0.386403,50.5304,2.84786,-4.54628,4.46468,-0.409149,0.493275,-4.26749,-0.952687,-6.71105,0.513014,-6.52456,-2.7199,-3.72463,-0.93697,-6.20138,0.306284,-6.0397,-2.46028,0.146389,0.450825,-0.574876,0.210296,-0.0418244,-0.173288,0.0376295,-0.297602,-0.790431,0.952951,0.748932,-0.0556061,3.13656,0.0950028,1.95012,-1.31525,3.52092,-0.310672,-0.40608,-0.0228591,1.04507,-0.199159,-1.30294,1.26329,0.267724,8.65648,-16.884,8.23707,4.186,-1.96771,3.90714,-5.55513,2.79596,1.22023,-0.0581802,0.11071,-1.23801,5.7224,-97.0417,34.6639,0,77.5598,-8.3561,33.5619,-10.8677,4.75722,-2.32161,6.41491,-2.03944,-1.96508,0.204547,-1.8251e-05,-0.0148211,-0.0168728,-1.99651,-2.74751,0.0063533,3.47751,0.711864,20.5907,-6.3809,-2.03488,0.153103,0.271755,-0.278409,-5.32282,-0.988507,-0.0418244,0,4443,-1.04083e-17,-5.20417e-18,-1.38778e-17,4.16334e-17,0,2.77556e-17,6.93889e-18,1.52656e-16,-1.38778e-16,-1.38778e-16,0,-0.830271,0.104284,0.790429,0.00979667,3.14159,1.95012,-0.263054,3.52091,-0.0621344,-0.392699,2.82711,1.94535,4.39788,0.070856,0.523599,0,0,0,0.207098,0.0376295,-0.790431,0.748932,3.13656,1.95012,3.52092,-0.40608,2.82711,4.39791,0.470885,0.0207481,-2.74675,-5.56801,-3.98204e-05,9.91934,-0.133621,-0.854458,0.577313,-0.916805
11.54,-5.31988,-1.03023,0.227832,0.0496516,0.0584455,0.724382,-0.769726,-0.611801,0.773657,0.153847,3.1572,-1.67385,1.97084,-3.47202,3.53651,0.560135,-0.386429,50.7118,2.84791,-4.64289,4.44178,-0.411174,0.492172,-4.26549,-0.952447,-6.70911,0.513053,-6.52243,-2.71987,-3.72261,-0.936774,-6.19945,0.306312,-6.03757,-2.46024,0.146251,0.45092,-0.693286,0.210252,-0.0417786,-0.173589,0.037656,-0.29693,-0.790516,0.95389,0.748934,-0.0536689,3.13648,0.0937771,1.95005,-1.31563,3.52085,-0.310896,-0.406147,-0.0228732,1.04505,-0.199517,-1.30292,1.26326,0.278212,8.65333,-16.8777,8.23567,4.18555,-1.96625,3.90439,-5.55525,2.79603,1.21974,-0.0548619,0.104392,-1.23756,5.63867,-97.1547,34.7019,0,77.6693,-8.32246,33.6062,-10.8823,4.75731,-2.3165,6.42744,-2.04358,-1.96542,0.204545,-0.000723853,-0.0149611,-0.0166367,-2.00004,-2.74487,0.00601985,3.48105,0.709532,9.06964,-11.2094,-1.27119,0.153099,0.271803,0.149209,-5.32085,-0.988466,-0.0417786,0,4451,-6.93889e-18,1.73472e-18,-6.93889e-18,4.85723e-17,-1.38778e-17,-1.38778e-17,6.93889e-18,-3.41741e-16,3.33067e-16,3.36536e-16,0,-0.830432,0.104958,0.790514,0.00948683,3.14159,1.95005,-0.263128,3.52084,-0.0621792,-0.392699,2.82712,0.818799,4.39787,0.0133512,0.523599,0,0,0,0.207057,0.037656,-0.790516,0.748934,3.13648,1.95005,3.52085,-0.406147,2.82712,4.39792,0.470876,0.0207894,-2.88437,-1.50404,-1.58583e-05,3.72708,-0.121551,-0.223268,0.158064,-0.0147856
11.56,-5.31788,-1.03015,0.227805,0.0493592,0.0584973,0.724051,-0.769759,-0.61197,0.773693,0.153647,3.15717,-1.67374,1.97081,-3.47192,3.53648,0.560096,-0.38646,50.8116,2.84788,-3.87706,4.42239,-0.390481,0.491699,-4.26351,-0.952247,-6.70718,0.513108,-6.52037,-2.71981,-3.72061,-0.936606,-6.19752,0.306351,-6.0355,-2.46019,0.146149,0.451015,0.0536286,0.210188,-0.0417351,-0.173896,0.0376614,-0.295927,-0.790595,0.9547,0.74892,-0.0537835,3.1364,0.0928528,1.94997,-1.3161,3.52077,-0.310888,-0.406224,-0.0228889,1.04502,-0.199881,-1.3029,1.26322,0.291604,8.65023,-16.8715,8.23457,4.18315,-1.96488,3.90177,-5.55557,2.79646,1.22121,-0.0549904,0.104634,-1.23804,5.57775,-97.2603,34.7367,0,77.7772,-8.29929,33.6472,-10.8956,4.75776,-2.31318,6.43375,-2.04569,-1.96561,0.204542,-0.00130965,-0.0146189,-0.0165485,-2.00174,-2.75489,0.00553636,3.48435,0.707557,4.99222,27.081,-0.236504,0.153101,0.271861,0.0622375,-5.31865,-0.98842,-0.0417351,0,4460,0,-5.20417e-18,-3.46945e-18,2.08167e-17,0,1.38778e-17,-1.38778e-17,4.16334e-17,-4.16334e-17,-4.94396e-17,0,-0.830597,0.104984,0.790593,0.00950529,3.14159,1.94997,-0.263221,3.52077,-0.0621776,-0.392699,2.82705,0.262876,4.39779,-0.0100649,0.523599,0,0,0,0.206996,0.0376614,-0.790595,0.74892,3.1364,1.94997,3.52077,-0.406224,2.82705,4.39784,0.470803,0.020836,-3.29904,0.501124,5.28427e-06,1.73744,-0.138993,0.0743896,-0.0526701,0.0874185
11.58,-5.31589,-1.03007,0.227769,0.049075,0.0585418,0.723726,-0.769766,-0.612067,0.773694,0.152067,3.15717,-1.67364,1.97077,-3.47182,3.53644,0.560599,-0.386499,50.8784,2.84771,-4.26326,4.41715,-0.390994,0.491246,-4.26152,-0.952093,-6.70524,0.513168,-6.51835,-2.71969,-3.71863,-0.936453,-6.19559,0.306394,-6.03345,-2.46014,0.146051,0.451118,-0.337358,0.210118,-0.0416946,-0.174187,0.0376644,-0.294783,-0.790643,0.955454,0.748876,-0.0516865,3.13635,0.0918826,1.9499,-1.31644,3.52069,-0.312131,-0.406301,-0.0229026,1.04499,-0.200227,-1.30288,1.26318,0.305924,8.64716,-16.8654,8.2336,4.17981,-1.96341,3.89896,-5.55568,2.79698,1.22039,-0.0514071,0.0978134,-1.23759,5.51223,-97.3581,34.7695,0,77.8761,-8.27346,33.6843,-10.9079,4.75804,-2.30973,6.46756,-2.05657,-1.96727,0.204539,-0.00181176,-0.014209,-0.0162817,-2.00312,-2.74477,0.00513323,3.48759,0.700368,3.34013,7.76222,-0.244272,0.153116,0.271911,0.164192,-5.31668,-0.988379,-0.0416946,0,4468,3.46945e-18,1.73472e-17,6.93889e-18,6.93889e-18,2.77556e-17,2.77556e-17,3.46945e-17,1.13104e-15,-1.04864e-15,-1.07553e-15,0,-0.830722,0.105696,0.790637,0.0091699,3.14159,1.9499,-0.263289,3.52069,-0.0624263,-0.392699,2.82683,-0.0826226,4.39759,-0.0245146,0.523599,0,0,0,0.206928,0.0376644,-0.790643,0.748876,3.13635,1.9499,3.52069,-0.406301,2.82683,4.39763,0.470603,0.0208773,-3.67063,1.74573,1.20354e-05,0.866737,-0.153932,0.258982,-0.183664,0.0290512
11.6,-5.31391,-1.03,0.227728,0.0488052,0.0585813,0.723395,-0.769755,-0.612172,0.773685,0.151991,3.15718,-1.67354,1.97073,-3.47171,3.5364,0.560557,-0.386538,50.9286,2.84767,-4.30945,4.41248,-0.387475,0.490997,-4.25955,-0.951972,-6.70331,0.513223,-6.51633,-2.71963,-3.71666,-0.93632,-6.19367,0.306429,-6.03142,-2.4601,0.145925,0.451219,-0.38797,0.210036,-0.0416666,-0.174461,0.0376625,-0.293577,-0.790673,0.955966,0.748824,-0.0518732,3.13632,0.0912894,1.94982,-1.31686,3.52061,-0.312116,-0.406381,-0.0229161,1.04496,-0.200551,-1.30285,1.26314,0.320457,8.64414,-16.8594,8.2327,4.17561,-1.96261,3.89741,-5.55652,2.7978,1.22156,-0.051657,0.0982871,-1.23808,5.47491,-97.4489,34.8001,0,77.9711,-8.26026,33.7182,-10.9192,4.75865,-2.30806,6.47246,-2.05826,-1.96752,0.204536,-0.00203428,-0.0134893,-0.0165326,-2.00298,-2.74855,0.0048371,3.49078,0.69828,2.50818,5.45091,-0.0682844,0.153131,0.271969,0.234163,-5.31472,-0.988338,-0.0416666,0,4476,-6.93889e-18,-5.20417e-18,-1.38778e-17,1.38778e-17,4.16334e-17,2.77556e-17,3.46945e-17,-3.26128e-16,2.87964e-16,2.94903e-16,0,-0.830828,0.105667,0.790667,0.00920033,3.14159,1.94982,-0.263372,3.52061,-0.0624232,-0.392699,2.82676,-0.337451,4.39752,-0.0351828,0.523599,0,0,0,0.20685,0.0376625,-0.790673,0.748824,3.13632,1.94982,3.52061,-0.406381,2.82676,4.39755,0.470528,0.0209187,-4.00313,2.66359,1.83657e-05,0.404788,-0.167824,0.395148,-0.280266,-0.0735202
11.62,-5.31195,-1.02994,0.227688,0.0485526,0.0586214,0.723082,-0.769733,-0.612326,0.773671,0.15025,3.1572,-1.67344,1.97069,-3.47159,3.53635,0.56092,-0.386586,50.9693,2.84777,-4.32528,4.4087,-0.384185,0.490944,-4.25758,-0.951867,-6.70139,0.513267,-6.51427,-2.71967,-3.7147,-0.936198,-6.19176,0.306452,-6.02939,-2.46007,0.145733,0.45134,-0.407521,0.209951,-0.0416494,-0.17471,0.0376612,-0.292621,-0.790693,0.956279,0.748766,-0.0496092,3.1363,0.0905234,1.94973,-1.31711,3.52052,-0.313017,-0.406468,-0.0229295,1.04492,-0.200845,-1.30282,1.2631,0.332458,8.64107,-16.8533,8.23153,4.17221,-1.96264,3.89749,-5.55821,2.79868,1.21995,-0.0477915,0.0909307,-1.23746,5.42348,-97.5361,34.8307,0,78.0577,-8.23984,33.7497,-10.9301,4.75886,-2.30527,6.49797,-2.06659,-1.96877,0.204533,-0.00203286,-0.0126313,-0.0156444,-2.00125,-2.73211,0.00482009,3.49449,0.692368,2.03705,4.66442,0.0973031,0.153153,0.272012,0.290606,-5.31276,-0.988297,-0.0416494,0,4484,0,0,0,0,0,1.38778e-17,2.08167e-17,-4.30211e-16,-6.80012e-16,-6.93889e-16,0,-0.830924,0.106354,0.79069,0.00883818,3.14159,1.94973,-0.263421,3.52052,-0.0626034,-0.392699,2.82681,-0.545391,4.3976,-0.043933,0.523599,0,0,0,0.206768,0.0376612,-0.790693,0.748766,3.1363,1.94973,3.52052,-0.406468,2.82681,4.39761,0.47061,0.0209601,-4.31161,3.41374,5.43614e-06,0.141241,-0.180934,0.506464,-0.35908,-0.194793
11.64,-5.30998,-1.02988,0.227648,0.0483141,0.0586667,0.722773,-0.769713,-0.612471,0.773651,0.15021,3.15722,-1.67335,1.97065,-3.47151,3.53631,0.560878,-0.386623,51.0045,2.84796,-4.33228,4.40549,-0.381195,0.490973,-4.25561,-0.951758,-6.69948,0.513303,-6.51219,-2.71974,-3.71273,-0.936068,-6.18985,0.306469,-6.02736,-2.46004,0.145548,0.451421,-0.417758,0.209865,-0.0416335,-0.174931,0.0376651,-0.291908,-0.790714,0.956576,0.748705,-0.049912,3.13628,0.0913078,1.94965,-1.31793,3.52044,-0.313087,-0.406546,-0.0229429,1.04488,-0.201103,-1.30279,1.26307,0.34193,8.63813,-16.8476,8.23024,4.16992,-1.96278,3.89781,-5.55986,2.79937,1.22084,-0.048237,0.0917768,-1.23786,5.49135,-97.6223,34.8607,0,78.1566,-8.27453,33.782,-10.9411,4.76079,-2.31228,6.50268,-2.06828,-1.96957,0.204529,-0.00200683,-0.0119245,-0.0154554,-1.99914,-2.73409,0.00439259,3.49683,0.690265,1.75591,4.32386,0.246797,0.153157,0.272102,0.339996,-5.3108,-0.988256,-0.0416335,0,4492,0,-1.04083e-17,0,-6.93889e-18,4.16334e-17,1.38778e-17,6.93889e-17,-3.19189e-16,2.63678e-16,2.70617e-16,0,-0.831022,0.106248,0.790711,0.00888746,3.14159,1.94965,-0.263586,3.52045,-0.0626174,-0.392699,2.82696,-0.727291,4.39774,-0.0516433,0.523599,0,0,0,0.206686,0.0376651,-0.790714,0.748705,3.13628,1.94965,3.52044,-0.406546,2.82696,4.39775,0.470754,0.0210016,-4.60903,4.0717,6.47928e-06,-0.00556042,-0.193743,0.60408,-0.427984,-0.328574
11.66,-5.30801,-1.02982,0.227607,0.048086,0.0587168,0.722481,-0.769691,-0.61265,0.773646,0.148543,3.15724,-1.67328,1.97062,-3.47143,3.53627,0.560854,-0.386662,51.0363,2.8481,-4.33536,4.40252,-0.378465,0.49096,-4.25363,-0.95163,-6.69756,0.513341,-6.51011,-2.71977,-3.71077,-0.935929,-6.18794,0.306484,-6.02532,-2.46002,0.145344,0.451498,-0.423798,0.20978,-0.0416161,-0.175129,0.0376738,-0.291472,-0.790734,0.956919,0.748656,-0.0477892,3.13625,0.0922734,1.94957,-1.31878,3.52037,-0.313214,-0.406626,-0.0229564,1.04485,-0.201333,-1.30276,1.26303,0.348656,8.6352,-16.842,8.22872,4.16914,-1.96298,3.89829,-5.56144,2.79979,1.21932,-0.0446224,0.0848982,-1.23718,5.57259,-97.7018,34.889,0,78.2488,-8.31505,33.8119,-10.9516,4.7628,-2.32032,6.50806,-2.07021,-1.97047,0.204526,-0.00201201,-0.0114053,-0.0145861,-1.99784,-2.71964,0.00394667,3.49893,0.687646,1.59084,4.17665,0.384546,0.153159,0.272191,0.385535,-5.30884,-0.988214,-0.0416161,0,4500,0,-6.93889e-18,-1.73472e-17,1.38778e-17,1.38778e-17,0,-6.93889e-18,-4.16334e-16,3.747e-16,4.09395e-16,0,-0.831119,0.106895,0.790738,0.00854731,3.14159,1.94957,-0.263758,3.52036,-0.0626429,-0.392699,2.82705,-0.894404,4.39783,-0.0587171,0.523599,0,0,0,0.206605,0.0376738,-0.790734,0.748656,3.13625,1.94957,3.52037,-0.406626,2.82705,4.39785,0.470843,0.021043,-4.90376,4.67639,1.6224e-05,-0.071301,-0.206328,0.693732,-0.491285,-0.474252
11.68,-5.30603,-1.02976,0.227566,0.047864,0.0587734,0.722196,-0.769683,-0.612824,0.773639,0.14847,3.15725,-1.6732,1.97058,-3.47134,3.53623,0.560812,-0.386702,51.0664,2.8482,-4.33635,4.39965,-0.375801,0.490925,-4.25165,-0.951487,-6.69565,0.513372,-6.50803,-2.7198,-3.70879,-0.935778,-6.18604,0.306495,-6.02325,-2.46,0.145155,0.451595,-0.427621,0.209694,-0.0415966,-0.175305,0.037689,-0.291287,-0.790767,0.95729,0.748606,-0.0480836,3.13622,0.0925061,1.94949,-1.31925,3.52029,-0.313223,-0.406707,-0.0229698,1.04481,-0.201536,-1.30272,1.26301,0.352898,8.63237,-16.8367,8.22708,4.16964,-1.96319,3.8988,-5.56288,2.79998,1.2202,-0.0450612,0.0857319,-1.23745,5.59639,-97.7759,34.9171,0,78.3251,-8.32836,33.8386,-10.9617,4.7638,-2.32322,6.51176,-2.07172,-1.97088,0.204522,-0.00205602,-0.0111009,-0.0142779,-1.99621,-2.72331,0.00379818,3.50186,0.685535,1.50363,4.13228,0.517747,0.153144,0.27225,0.429576,-5.30688,-0.988173,-0.0415966,0,4508,-3.46945e-18,-5.20417e-18,-1.38778e-17,0,4.16334e-17,4.16334e-17,4.85723e-17,-4.16334e-17,2.77556e-17,1.38778e-17,0,-0.831228,0.106798,0.790771,0.00859511,3.14159,1.94949,-0.263851,3.52028,-0.0626446,-0.392699,2.82712,-1.05518,4.3979,-0.0655367,0.523599,0,0,0,0.206523,0.037689,-0.790767,0.748606,3.13622,1.94949,3.52029,-0.406707,2.82712,4.39791,0.470904,0.0210845,-5.20668,5.25812,1.82351e-05,-0.0716203,-0.219279,0.780032,-0.552182,-0.634974
11.7,-5.30404,-1.0297,0.227524,0.0476449,0.0588351,0.72193,-0.769681,-0.613007,0.773636,0.147026,3.15726,-1.67313,1.97054,-3.47124,3.53619,0.560776,-0.38674,51.0959,2.84832,-4.33604,4.39681,-0.373108,0.490899,-4.24967,-0.951329,-6.69374,0.5134,-6.50592,-2.71984,-3.70681,-0.935616,-6.18413,0.306504,-6.02118,-2.45998,0.144961,0.451688,-0.430129,0.209608,-0.0415754,-0.175466,0.0377091,-0.291304,-0.790807,0.957711,0.74856,-0.04632,3.13618,0.0929211,1.94941,-1.31975,3.52021,-0.313254,-0.406787,-0.0229833,1.04478,-0.20172,-1.30268,1.26298,0.355175,8.62958,-16.8315,8.2253,4.17127,-1.96337,3.89927,-5.56419,2.79996,1.21906,-0.0420603,0.0800214,-1.23684,5.63393,-97.8482,34.9452,0,78.3995,-8.34776,33.8646,-10.9717,4.76492,-2.32721,6.51566,-2.07333,-1.97136,0.204519,-0.00212912,-0.0109562,-0.0133095,-1.99477,-2.71257,0.00362628,3.50469,0.68342,1.47568,4.15386,0.652591,0.153129,0.27231,0.474119,-5.30492,-0.988132,-0.0415754,0,4516,-3.46945e-18,5.20417e-18,6.93889e-18,2.08167e-17,2.77556e-17,5.55112e-17,9.02056e-17,-1.38778e-16,8.32667e-17,9.71445e-17,0,-0.831343,0.107342,0.790809,0.00831212,3.14159,1.94941,-0.263951,3.5202,-0.0626508,-0.392699,2.82719,-1.21681,4.39797,-0.07241,0.523599,0,0,0,0.20644,0.0377091,-0.790807,0.74856,3.13618,1.94941,3.52021,-0.406787,2.82719,4.39799,0.470977,0.0211259,-5.53075,5.84364,2.41243e-05,-0.00966029,-0.233159,0.866874,-0.613393,-0.816867
11.72,-5.30205,-1.02963,0.227479,0.0474259,0.0589006,0.721666,-0.76968,-0.613194,0.773637,0.146928,3.15726,-1.67306,1.9705,-3.47115,3.53615,0.560733,-0.386777,51.1259,2.84843,-4.33467,4.39385,-0.37028,0.49087,-4.24768,-0.951159,-6.69182,0.513427,-6.5038,-2.71988,-3.70482,-0.935446,-6.18223,0.306512,-6.01909,-2.45996,0.144775,0.451774,-0.431685,0.20952,-0.0415519,-0.175616,0.0377332,-0.291306,-0.790848,0.958079,0.748518,-0.0465985,3.13614,0.0935852,1.94933,-1.32032,3.52013,-0.313289,-0.406866,-0.0229967,1.04474,-0.201891,-1.30265,1.26295,0.357407,8.62693,-16.8266,8.22366,4.1727,-1.96361,3.89986,-5.56555,2.79999,1.21988,-0.0424769,0.0808128,-1.23705,5.69046,-97.9179,34.9727,0,78.4728,-8.37581,33.8897,-10.9816,4.76628,-2.33275,6.51915,-2.07484,-1.97192,0.204515,-0.00223962,-0.0109473,-0.0131752,-1.99359,-2.71747,0.00338499,3.50727,0.681299,1.5001,4.22805,0.794025,0.153109,0.272377,0.520966,-5.30296,-0.98809,-0.0415519,0,4524,3.46945e-18,1.04083e-17,1.73472e-17,-5.55112e-17,0,0,6.93889e-18,2.91434e-16,-3.05311e-16,-3.40006e-16,0,-0.831461,0.107249,0.79085,0.00835735,3.14159,1.94933,-0.264066,3.52013,-0.0626578,-0.392699,2.82727,-1.38561,4.39804,-0.0796051,0.523599,0,0,0,0.206356,0.0377332,-0.790848,0.748518,3.13614,1.94933,3.52013,-0.406866,2.82727,4.39806,0.471053,0.0211674,-5.88988,6.45551,2.66382e-05,0.121581,-0.248564,0.957642,-0.677314,-1.02859
11.74,-5.30004,-1.02956,0.227431,0.0472048,0.0589695,0.721415,-0.769683,-0.613388,0.77364,0.145597,3.15726,-1.673,1.97046,-3.47107,3.53611,0.560697,-0.386813,51.1574,2.84855,-4.33229,4.39067,-0.367201,0.490829,-4.24568,-0.950979,-6.6899,0.513453,-6.50167,-2.71992,-3.70282,-0.935267,-6.18031,0.30652,-6.01699,-2.45994,0.144583,0.451858,-0.43245,0.20943,-0.041526,-0.175759,0.0377605,-0.291389,-0.790892,0.958472,0.748478,-0.0450199,3.1361,0.0942827,1.94926,-1.32088,3.52005,-0.31334,-0.406943,-0.0230101,1.0447,-0.202053,-1.30261,1.26293,0.35882,8.62428,-16.8218,8.22197,4.17461,-1.96381,3.90041,-5.56685,2.79993,1.21888,-0.0397923,0.0757045,-1.2365,5.74923,-97.9839,34.9995,0,78.5421,-8.40476,33.9135,-10.9911,4.76764,-2.33844,6.52273,-2.0764,-1.9725,0.204511,-0.00238805,-0.0110553,-0.0125688,-1.99265,-2.70915,0.00313613,3.50977,0.679115,1.57761,4.35282,0.948002,0.153093,0.272442,0.572257,-5.301,-0.988049,-0.041526,0,4532,-3.46945e-18,0,-1.04083e-17,-6.93889e-18,2.77556e-17,-2.77556e-17,-4.85723e-17,-4.57967e-16,4.44089e-16,4.30211e-16,0,-0.831581,0.107732,0.790894,0.00810383,3.14159,1.94926,-0.264178,3.52005,-0.0626681,-0.392699,2.82735,-1.56889,4.39812,-0.0874281,0.523599,0,0,0,0.20627,0.0377605,-0.790892,0.748478,3.1361,1.94926,3.52005,-0.406943,2.82735,4.39814,0.47113,0.0212089,-6.30375,7.12027,3.04486e-05,0.340997,-0.266315,1.05625,-0.746715,-1.28365
