t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,z101,z102,z111,z112,z121,z122,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,al101,al102,al103,al1010,al111,al112,aL113,al1110,al1111,al121,al122,al123,al1210,al1211,al1212,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,deltap1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94,sr.Cs, sr.Cs1, 1 - sr.d*sr.Cs,nu1,nu2,nu3,nu4,nu5,nu6,nu7,nu8,nu9,nu10,nu11,nu12,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,lambda13,lambda14,lambda15,lambda16,lambda17,lambda18,Q_phiR1, Q_varphiR1, Q_phiF1, Q_varphiF1, Q_phiR2, Q_varphiR2, Q_phiF2, Q_varphiF2, Q_phiR3, Q_varphiR3, Q_phiF3, Q_varphiF3
0,-6.50001,-2.00074,0,0,-3.19617e-05,0.523599,-0.523598,-0.523601,0.5236,-2.24709e-05,3.14159,-2.61799,2.2252,-3.2724,3.2724,0.392705,-0.392797,-3.66519,4.18976,-3.14256,3.14256,-0.523626,0.524555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.392699,0,0,0,0,0.523599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-6.50001,-2.00074,0.0052049,0.0206149,-3.19617e-05,0.56213,-0.523598,-0.475664,0.523598,0.0205698,3.14167,-2.16372,2.2252,-3.14916,3.28487,0.411703,-0.392731,-4.41615,4.18976,8.1545,3.12653,18.003,0.524557,-5.45001,-2.00079,-7.80808,-0.404546,-7.7761,-3.6618,-4.90001,-2.00079,-7.29996,-0.615072,-7.30005,-3.38635,0.0478573,0.528437,10.7565,0,-0.000738092,-0.0474474,-3.19617e-05,-0.0468308,-0.523598,-0.0477077,0.5236,-0.0473853,3.14159,-3.4504,2.2252,2.04167,3.2724,-0.0473824,-0.392797,4.40414,4.18976,-2.26958,3.14256,-0.0474055,0.524555,-0.0474091,1.00003,-0.0118491,-1.25004,1.25004,-0.00596372,8.8892,-17.7784,8.88953,-0.0186144,-4.44462,8.88924,-8.88956,4.44511,-0.0121575,1.27813e-05,-2.5564e-05,-1.11119,-27.9597,-22.3175,14.1053,0,6.24784,10.3007,5.93696,-4.77754,0.884447,0.559591,-0.000337499,0.000147046,-0.273984,34.2364,-23.0994,15.4054,5.12359,0.0821316,3.83188,-3.84046,-2.55751,-0.00622732,0.0066056,-0.00413556,0.00206957,0.00137503,-0.00207581,0.00207469,0.150005,0.130122,0.515371,0.963278,1.19844,0.514806,11.3569,3.08088,0.474947,-18.7739,282.426,463.165,0,0,-0,-6.5,-2,-0.000738092,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,-0.523598,-0.00714489,0.5236,-0.00710779,3.14159,2.2252,0.306251,3.27239,-0.00710735,-0.392699,4.18976,-0.340448,3.14255,-0.00711082,0.523599,0,0,0,0,-3.19617e-05,-0.523598,0.5236,3.14159,2.2252,3.2724,-0.392797,4.18976,3.14256,0.524555,0,-0.383639,-0.000934119,-1.02899e-08,0.164645,0.000206254,-0.000311371,0.000311204,0.000227896,0.0474074,0.0117992,1.00003,1.50363,0,0,0,23.9689,10.2961,0,61.6177,9.49892,0,5648.53,9263.29,-0.000175525,-84.0589,-0.00186361,-84.0589,-2.14149,-37.8756,-2.14343,-37.8763,2.14074,-20.9368,2.14127,-20.9366,168.114,0.000131488,-10.3395,4.28393,-7.41189,-4.28872,1.0915,15.1185,2.54097,15.1185,1.00699,7.33415,6.53216,6.43396,982.013,4.3044,598.807,3.33875
0.08,-6.50001,-2.00089,0.00933399,0.0339145,-4.01449e-05,0.584218,-0.523598,-0.462194,0.522514,0.032359,3.14167,-2.22229,2.2252,-3.26729,3.26908,0.372135,-0.392718,-4.29036,4.19,-3.17418,3.16043,-0.540849,0.524835,-5.45001,-2.00095,-7.80807,-0.40469,-7.77605,-3.66207,-4.90001,-2.00095,-7.29995,-0.615216,-7.30007,-3.3865,0.0602403,0.394509,-0.538578,0.00520516,-0.000889043,-0.0281907,-4.01449e-05,-0.0237623,-0.523598,-0.230852,0.5236,-0.0473868,3.14159,0.916298,2.2252,-0.599583,3.27239,-0.04728,-0.392797,-5.85642,4.19,2.89013,3.14281,-0.050909,0.524804,-0.0474119,1.00007,0.012216,-1.25009,1.25058,-0.146205,9.09185,-18.1909,9.11912,-0.866329,-4.64712,9.29795,-9.11916,4.56421,-0.211429,1.21452e-05,-2.43017e-05,-1.08809,13.1217,-26.0353,12.289,0,14.8063,-11.254,8.21921,-3.66084,4.6228,-0.802453,-0.000418662,9.8895e-05,-1.43205,-153.339,-41.1604,15.4665,45.4759,132.203,12.8381,-3.86591,-22.6901,8.98237,8.75234,-0.0113005,0.00262332,0.0153527,2.99418,-2.99216,0.150008,0.103227,0.332492,0.552204,1.53522,0.809537,-1.46436,0.127595,-0.514335,3.14466,-0.784243,-0.430372,0.154039,0.178613,0.350046,-6.5,-2,-0.000889043,0,0,-8.67362e-19,-9.54098e-18,-7.59545e-18,2.46965e-17,2.94903e-17,3.46945e-17,3.09201e-17,3.46945e-17,4.16334e-17,1.85941e-17,0,-0.523598,-0.0277485,0.523599,-0.00710795,3.14159,2.2252,-0.0899377,3.27239,-0.007092,-0.392699,4.19,0.433534,3.1428,-0.00763635,0.523599,0,0,0,0.0052049,-4.01449e-05,-0.523598,0.5236,3.14159,2.2252,3.27239,-0.392797,4.19,3.14281,0.524804,0,-3.40363,1.34738,1.4814e-05,3.65485,0.00230291,0.449128,-0.448824,0.196884,0.0474074,0.0117992,1.00004,1.50372,-1.30121,-5.23414,-10.4303,39.1299,24.3712,-202.75,118.704,108.156,94.2983,-195.472,-116.89,0.0035204,82.1644,0.00182647,82.1644,37.5534,-186.239,37.5434,-186.243,-37.8709,-216.89,-37.6292,-217.025,-162.045,-0.000105339,181.313,-75.1231,131.101,75.9023,2.58362,-11.476,4.14821,-11.4323,11.4658,31.4675,12.584,31.7884,-12.3916,36.5888,-20.7222,38.6318
0.12,-6.50001,-2.00094,0.0121561,0.0421815,-4.34713e-05,0.597352,-0.523598,-0.454427,0.521943,0.0391673,3.14168,-2.23857,2.2252,-3.27346,3.27191,0.364715,-0.392717,-4.22466,4.19009,-3.15784,3.14826,-0.538344,0.524911,-5.45001,-2.00101,-7.80806,-0.404739,-7.77603,-3.66216,-4.90001,-2.00101,-7.29995,-0.615265,-7.30007,-3.38655,0.0674334,0.39116,-0.534482,0.00933468,-0.000940766,-0.0167188,-4.34713e-05,-0.0265817,-0.523598,-0.327967,0.5236,-0.0473875,3.14159,0.181037,2.2252,-0.128591,3.27239,-0.0473013,-0.392797,-1.72423,4.19009,0.847692,3.14289,-0.0496861,0.52489,-0.0474177,1.00013,0.0265487,-1.25017,1.25149,-0.385722,9.21287,-18.4453,9.25855,-1.16115,-4.76786,9.54589,-9.2586,4.61867,-0.313054,1.19094e-05,-2.38458e-05,-1.07367,3.16912,-25.3286,12.6453,0,12.4547,-2.19885,7.78487,-3.8768,3.91074,-0.110213,-0.000395438,0.000105783,-1.21147,-32.2999,-34.1457,15.4605,23.2582,23.5386,9.33508,-3.85896,-11.6029,5.46495,1.61212,-0.00955442,0.00280197,0.0083988,1.82169,-1.82037,0.150013,0.0705516,0.206674,0.328349,1.7294,0.979746,-0.406815,-0.0267459,-0.699868,1.64269,-0.373564,-0.367643,0.155875,0.151099,0.212968,-6.5,-2,-0.000940766,0,0,1.73472e-18,8.67362e-18,2.64317e-18,3.19696e-17,-2.36898e-17,-2.34188e-17,-2.04813e-17,-2.08167e-17,-1.38778e-17,-3.1225e-17,0,-0.523598,-0.0386739,0.523599,-0.00710801,3.14159,2.2252,-0.0192887,3.27239,-0.00709519,-0.392699,4.19009,0.127158,3.14288,-0.00745292,0.523599,0,0,0,0.00933399,-4.34713e-05,-0.523598,0.5236,3.14159,2.2252,3.27239,-0.392797,4.19009,3.14289,0.52489,0,-1.7405,0.81976,9.00564e-06,0.571561,0.00125982,0.273254,-0.273056,0.0362585,0.0474074,0.0117992,1.00004,1.49639,-1.032,-3.37287,-5.45268,39.8205,24.6649,28.6369,-7.03844,-21.6375,-52.0191,0.364919,-6.59034,0.00281245,52.2225,0.00114566,52.2225,29.9913,-157.959,29.9828,-157.963,-30.6305,-161.817,-30.4694,-161.907,-101.192,-6.07203e-05,144.801,-59.9954,106.023,61.3949,2.61475,-6.69177,4.22142,-6.62951,-2.29382,26.876,-0.746153,26.9466,-0.69865,27.7015,0.0386855,28.2597
0.16,-6.4991,-2.00103,0.0144506,0.0477971,-2.06877e-05,0.605938,-0.523602,-0.448956,0.521611,0.0433501,3.14168,-2.24194,2.22519,-3.27451,3.27257,0.362349,-0.392718,-4.20944,4.18997,-3.15408,3.1441,-0.541567,0.524841,-5.4491,-2.00106,-7.80719,-0.404844,-7.7751,-3.66225,-4.8991,-2.00106,-7.29907,-0.615371,-7.29913,-3.38665,0.0725723,0.390772,-0.534825,0.0121146,-0.00102843,-0.00987973,-6.3357e-05,-0.031916,-0.523644,-0.383888,0.523553,-0.0474319,3.14155,0.0171265,2.22515,-0.0176602,3.27235,-0.0473045,-0.392843,-0.353344,4.18992,0.174032,3.14273,-0.0490979,0.524771,-0.0474341,1.0002,0.0351038,-1.25025,1.25229,-0.566132,9.28678,-18.6039,9.34552,-1.28961,-4.84142,9.69869,-9.34549,4.64787,-0.37007,-8.35474e-06,1.67385e-05,-1.06484,1.25069,-25.1531,12.7411,0,11.8692,-0.525845,7.67639,-3.93295,3.72816,0.0224599,-0.000439033,0.00012114,-1.1549,-4.75153,-31.8539,15.459,17.8585,3.52677,8.19483,-3.85755,-8.91105,4.31425,0.307427,-0.00814858,0.00261412,0.00602206,1.43812,-1.43715,0.150018,0.0573641,0.140391,0.214646,1.86598,1.08337,-0.084434,-0.0531099,-0.758824,0.380303,-0.282805,-0.44805,0.15686,0.144045,0.168125,-6.4991,-2,-0.00102843,0,4,-8.67362e-19,-1.21431e-17,-1.25116e-17,1.25115e-17,-1.12757e-17,-1.14925e-17,-6.57975e-18,-9.54098e-18,-1.04083e-17,1.19262e-18,0,-0.523644,-0.0449655,0.523554,-0.00711488,3.14159,2.22515,-0.00264905,3.27235,-0.00709567,-0.392699,4.18992,0.0261004,3.14276,-0.00736468,0.523599,0,0,0,0.0121134,-6.3357e-05,-0.523644,0.523553,3.14155,2.22515,3.27235,-0.392843,4.18992,3.14273,0.524771,4.26693e-05,-1.33648,0.64708,-2.87179e-05,0.0725022,0.000903309,0.215718,-0.215573,0.00690205,0.047418,0.0118027,1.00005,1.06887,-0.70619,-2.0949,-3.13913,40.5347,24.7698,7.85951,-2.42687,-16.9911,-35.748,-4.91318,-11.6553,-0.020012,36.2294,-0.0199171,36.2294,20.9714,-109.269,20.9639,-109.272,-21.7136,-103.401,-21.6515,-103.435,-69.534,0.00011644,101.259,-41.9549,75.1513,43.5104,2.62588,-4.60645,4.29714,-4.55047,-1.80125,18.6026,-0.257275,18.6086,-1.23559,17.8011,-0.520852,17.8122
0.2,-6.49666,-2.00112,0.0164899,0.0524813,-2.88532e-05,0.613029,-0.523603,-0.443616,0.521395,0.0463798,3.14168,-2.24282,2.22519,-3.27418,3.27268,0.360613,-0.392717,-4.2076,4.1898,-3.15225,3.14313,-0.544754,0.524675,-5.44666,-2.00117,-7.80473,-0.404928,-7.77272,-3.66224,-4.89666,-2.00117,-7.29662,-0.615457,-7.2967,-3.38674,0.0776909,0.391221,-0.533796,0.0142923,-0.00112079,-0.00575377,-0.00018889,-0.0347165,-0.523763,-0.420884,0.523435,-0.047465,3.14143,-0.00895207,2.22503,0.00229556,3.27222,-0.0473227,-0.392965,-0.0774697,4.18964,0.0402997,3.14244,-0.0487903,0.524474,-0.047469,1.00026,0.0402871,-1.25033,1.25292,-0.673224,9.33601,-18.7108,9.40543,-1.38344,-4.89028,9.80103,-9.40535,4.66761,-0.407297,-1.0755e-05,2.15613e-05,-1.05911,0.998133,-25.1187,12.7652,0,11.7148,-0.278303,7.65471,-3.94575,3.68234,0.0448086,-0.000486286,0.000135054,-1.1407,0.0856461,-31.4007,15.4611,16.9514,0.451111,7.97277,-3.85885,-8.4609,4.09749,0.109812,-0.00672993,0.00219978,0.00481173,1.36587,-1.36509,0.150023,0.0509828,0.117103,0.177279,1.99941,1.15893,-0.0220262,-0.0448606,-0.802066,0.04608,-0.241194,-0.527596,0.157527,0.142274,0.159678,-6.49663,-2,-0.00112079,0,15,-8.67362e-19,-8.67362e-18,-6.42739e-18,-1.10614e-17,1.30104e-18,6.50521e-19,-1.30104e-18,6.50521e-18,6.07153e-18,1.65341e-17,0,-0.523763,-0.0491289,0.523436,-0.00711989,3.14159,2.22503,0.000344273,3.27223,-0.00709841,-0.392699,4.18964,0.00604367,3.14247,-0.00731854,0.523599,0,0,0,0.0142906,-0.00018889,-0.523763,0.523435,3.14143,2.22503,3.27222,-0.392965,4.18964,3.14244,0.524474,0.000160037,-1.26901,0.614584,-1.96874e-05,0.00395727,0.000721759,0.204881,-0.204764,0.00245795,0.0474472,0.0118125,1.00005,0.740883,-0.655879,-1.48378,-1.93164,45.1926,27.3182,1.27992,-1.47537,-17.5164,-8.78607,-5.05241,-12.2842,-0.103443,47.8366,-0.0306059,47.8366,19.8853,-88.1167,19.87,-88.1229,-20.6027,-81.2804,-20.5789,-81.2927,-93.2637,0.00028719,96.0246,-39.7866,71.3136,41.2714,2.89603,-6.82763,4.79092,-6.78152,-1.85694,14.8649,-0.156405,14.8687,-1.30226,13.8826,-0.535612,13.875
0.24,-6.4932,-2.00121,0.0183946,0.0568357,-3.26707e-05,0.61967,-0.523603,-0.43821,0.521216,0.0488317,3.14169,-2.24329,2.22518,-3.27344,3.2727,0.358731,-0.392713,-4.20738,4.18964,-3.15047,3.14287,-0.547237,0.524526,-5.4432,-2.00126,-7.80126,-0.405016,-7.76931,-3.66225,-4.8932,-2.00126,-7.29315,-0.615545,-7.29324,-3.38683,0.0829093,0.391971,-0.53212,0.0161721,-0.00121334,-0.00247804,-0.000352818,-0.0365859,-0.523924,-0.451728,0.523274,-0.0475039,3.14127,-0.0107681,2.22486,0.00572274,3.27206,-0.0473547,-0.393127,-0.0405669,4.18932,0.0241789,3.14212,-0.0485989,0.524151,-0.0475145,1.00032,0.0444188,-1.25042,1.25351,-0.756183,9.37722,-18.8011,9.45678,-1.46665,-4.93111,9.88702,-9.45667,4.68434,-0.438033,-1.01983e-05,2.04592e-05,-1.0544,1.02223,-25.111,12.7758,0,11.6429,-0.266804,7.64942,-3.95041,3.66263,0.0484182,-0.000519848,0.000144656,-1.13459,0.75478,-31.3456,15.464,16.9012,0.0605984,7.94896,-3.86055,-8.43816,4.08319,0.0873329,-0.00557693,0.00182703,0.00398528,1.36111,-1.36046,0.150028,0.0476161,0.108862,0.166036,2.13447,1.22018,-0.0117157,-0.0265263,-0.848998,0.00559397,-0.200615,-0.589579,0.158092,0.141513,0.159121,-6.49325,-2,-0.00121334,0,30,0,5.20417e-18,4.08937e-18,-3.91926e-17,-1.34441e-17,-1.34441e-17,-1.30545e-17,-4.33681e-18,-4.33681e-18,4.03865e-18,0,-0.523924,-0.0526005,0.523275,-0.00712572,3.14159,2.22486,0.000858333,3.27206,-0.0071032,-0.392699,4.18932,0.00362602,3.14214,-0.00728983,0.523599,0,0,0,0.0161698,-0.000352818,-0.523924,0.523274,3.14127,2.22486,3.27206,-0.393127,4.18932,3.14212,0.524151,0.000320147,-1.26563,0.612448,-1.52988e-05,-0.00448828,0.000597792,0.204166,-0.20407,0.00195499,0.0474871,0.0118259,1.00006,0.538394,-0.678274,-1.35446,-1.56135,50.1961,30.0713,-0.0662048,-1.11685,-18.9619,-1.31041,-4.47253,-13.4463,-0.204809,61.4407,-0.0273005,61.4407,20.7841,-78.9956,20.7579,-79.0064,-21.4586,-70.7339,-21.4622,-70.7308,-120.823,0.000464989,100.363,-41.5846,74.2832,42.9738,3.18789,-9.22909,5.32134,-9.18969,-2.01017,13.1892,-0.118398,13.1942,-1.42546,11.9627,-0.474138,11.9569
0.28,-6.4891,-2.0013,0.0202399,0.0611864,-3.62123e-05,0.626388,-0.523604,-0.432523,0.521046,0.0510408,3.1417,-2.2438,2.22518,-3.27259,3.2727,0.356494,-0.392707,-4.20737,4.18948,-3.14857,3.1427,-0.549882,0.524374,-5.4391,-2.00136,-7.79716,-0.405104,-7.76526,-3.66226,-4.8891,-2.00136,-7.28905,-0.615635,-7.28915,-3.38692,0.0884175,0.392825,-0.530245,0.0178852,-0.00130719,0.000547678,-0.000548589,-0.03776,-0.524116,-0.480959,0.523081,-0.0475499,3.14108,-0.00850377,2.22467,0.00640292,3.27187,-0.047396,-0.393322,-0.0320172,4.18896,0.0219684,3.14177,-0.0484181,0.523792,-0.0475681,1.00038,0.0482466,-1.25052,1.25411,-0.828515,9.41625,-18.8871,9.50656,-1.55126,-4.96972,9.9687,-9.50641,4.70053,-0.466927,-9.128e-06,1.83253e-05,-1.05003,1.09094,-25.1077,12.7843,0,11.5864,-0.293772,7.64684,-3.95377,3.64785,0.048977,-0.000547585,0.000152556,-1.13001,0.942118,-31.3368,15.4668,16.9467,-0.0307996,7.94847,-3.86232,-8.4633,4.09215,0.0842821,-0.00441791,0.00144776,0.00316711,1.3641,-1.36359,0.150033,0.046132,0.108766,0.167946,2.27655,1.27536,-0.0126376,-0.00513964,-0.904819,0.000120472,-0.157188,-0.655611,0.158639,0.140942,0.15947,-6.48921,-2,-0.00130719,0,48,1.73472e-18,-3.46945e-18,1.0967e-18,-1.09564e-18,-2.60209e-18,-3.03577e-18,-7.61652e-18,7.069e-17,7.069e-17,7.18962e-17,0,-0.524116,-0.055891,0.523082,-0.00713262,3.14159,2.22467,0.000960362,3.27187,-0.0071094,-0.392699,4.18896,0.00329453,3.14179,-0.00726271,0.523599,0,0,0,0.0178822,-0.000548589,-0.524116,0.523081,3.14108,2.22467,3.27187,-0.393322,4.18896,3.14177,0.523792,0.000512377,-1.26941,0.613794,-1.41166e-05,-0.00831777,0.000475067,0.204614,-0.204538,0.0018894,0.047535,0.0118419,1.00006,0.41208,-0.716888,-1.38527,-1.5169,54.8043,32.4383,-0.353812,-0.774223,-20.5057,-0.453035,-3.73547,-15.0694,-0.296605,72.9844,-0.0223614,72.9844,22.0834,-75.0711,22.0488,-75.0854,-22.7252,-65.3386,-22.7513,-65.3226,-144.123,0.000609934,106.635,-44.1835,78.6784,45.4991,3.43882,-11.2162,5.80987,-11.1809,-2.17383,12.426,-0.0820763,12.4319,-1.59753,10.9541,-0.396002,10.946
0.32,-6.4846,-2.0014,0.0220718,0.0657323,-4.03315e-05,0.633504,-0.523604,-0.426382,0.520875,0.0531478,3.14171,-2.2445,2.22518,-3.27169,3.2727,0.353787,-0.392699,-4.20754,4.18931,-3.14665,3.14253,-0.552865,0.524226,-5.4346,-2.00146,-7.79265,-0.405192,-7.76081,-3.66227,-4.8846,-2.00146,-7.28454,-0.615724,-7.28465,-3.38701,0.0943757,0.393714,-0.528351,0.0195069,-0.00140244,0.00363657,-0.000777111,-0.0386523,-0.524341,-0.510726,0.522857,-0.0476039,3.14085,-0.00516639,2.22444,0.00686234,3.27164,-0.0474462,-0.393548,-0.0253881,4.18857,0.0211505,3.14138,-0.0482465,0.523403,-0.04763,1.00045,0.0521623,-1.25062,1.25476,-0.900224,9.45613,-18.9754,9.55844,-1.63953,-5.00913,10.0524,-9.55824,4.71719,-0.496105,-7.9897e-06,1.60531e-05,-1.04562,1.1731,-25.1041,12.7934,0,11.5297,-0.329427,7.64405,-3.95739,3.63357,0.0492969,-0.000572471,0.000159694,-1.12558,1.0986,-31.3343,15.4703,17.004,-0.100804,7.95114,-3.86424,-8.49433,4.10314,0.0831576,-0.00327006,0.00107168,0.00235271,1.36776,-1.36738,0.150039,0.0457976,0.113649,0.177894,2.42997,1.32797,-0.0174493,0.0172006,-0.972396,-0.00432529,-0.113446,-0.730117,0.159201,0.14039,0.159898,-6.48449,-1.99999,-0.00140244,0,69,0,6.93889e-18,3.98105e-18,-3.98275e-18,-9.97466e-18,-9.97466e-18,-1.10623e-17,-4.77049e-18,-4.77049e-18,5.28549e-18,0,-0.524341,-0.0592422,0.522858,-0.00714072,3.14159,2.22444,0.00102927,3.27164,-0.00711692,-0.392699,4.18857,0.00317185,3.1414,-0.00723697,0.523599,0,0,0,0.0195031,-0.000777111,-0.524341,0.522857,3.14085,2.22444,3.27164,-0.393548,4.18857,3.14138,0.523403,0.000736779,-1.27406,0.615442,-1.43147e-05,-0.0131452,0.000352906,0.205164,-0.205107,0.00186685,0.0475909,0.0118606,1.00007,0.330575,-0.762962,-1.49919,-1.63253,59.2783,34.5605,-0.423619,-0.425292,-22.185,-0.420523,-2.98632,-16.8418,-0.376469,83.1299,-0.0185515,83.1299,23.5684,-74.0549,23.5278,-74.0717,-24.1919,-63.0032,-24.2337,-62.9783,-164.533,0.000698386,113.804,-47.1542,83.767,48.4233,3.6638,-12.9297,6.28417,-12.8966,-2.35186,12.1752,-0.0450857,12.1819,-1.78542,10.4876,-0.316583,10.4769
0.36,-6.47983,-2.00149,0.0239057,0.0704066,-4.50284e-05,0.640827,-0.523604,-0.420203,0.520694,0.0552399,3.14172,-2.24534,2.22518,-3.27088,3.27271,0.35096,-0.392691,-4.20783,4.18915,-3.14482,3.14236,-0.555889,0.524078,-5.42983,-2.00156,-7.78788,-0.405281,-7.7561,-3.66228,-4.87983,-2.00156,-7.27977,-0.615813,-7.27989,-3.38709,0.100361,0.394522,-0.52654,0.0211151,-0.0014992,0.0069893,-0.00100635,-0.0395171,-0.524565,-0.542335,0.522632,-0.0476581,3.14063,-0.00113166,2.22422,0.00776429,3.27141,-0.0474968,-0.393774,-0.0183515,4.18818,0.020991,3.14099,-0.048075,0.523014,-0.0476924,1.00052,0.0564097,-1.25073,1.25548,-0.977744,9.49881,-19.0706,9.61494,-1.73252,-5.05129,10.1424,-9.61469,4.73492,-0.526807,-6.88898e-06,1.38535e-05,-1.04095,1.26673,-25.0986,12.8043,0,11.4666,-0.36936,7.64006,-3.96186,3.61838,0.0500936,-0.000595942,0.00016652,-1.12087,1.26628,-31.3372,15.4747,17.0719,-0.172821,7.9564,-3.86641,-8.53069,4.11518,0.0829416,-0.00212935,0.000697782,0.00153814,1.37178,-1.37153,0.150044,0.0458481,0.116858,0.183075,2.58432,1.3802,-0.0210003,0.0374542,-1.04296,-0.00706361,-0.0718535,-0.805642,0.1598,0.139803,0.160367,-6.47977,-1.99999,-0.0014992,0,90,0,6.93889e-18,3.60455e-18,-2.13486e-17,-2.47198e-17,-2.47198e-17,-2.61157e-17,-1.73472e-17,-1.77809e-17,-2.33103e-17,0,-0.524565,-0.0628006,0.522633,-0.00714883,3.14159,2.22422,0.00116456,3.27142,-0.00712452,-0.392699,4.18818,0.00314789,3.14101,-0.00721125,0.523599,0,0,0,0.0211104,-0.00100635,-0.524565,0.522632,3.14063,2.22422,3.27141,-0.393774,4.18818,3.14099,0.523014,0.000961326,-1.27951,0.617247,-1.50951e-05,-0.0165704,0.000230721,0.205767,-0.20573,0.00186377,0.0476469,0.0118794,1.00007,0.278608,-0.813447,-1.66605,-1.84843,63.5697,36.5715,-0.423888,-0.132522,-23.8699,-0.436494,-2.29808,-18.5924,-0.446584,92.2994,-0.0155779,92.2994,25.1659,-74.962,25.1206,-74.9807,-25.7836,-62.6596,-25.8363,-62.6286,-182.965,0.000724819,121.517,-50.35,89.2882,51.5954,3.87699,-14.4542,6.7391,-14.4229,-2.53047,12.2638,-0.0140488,12.271,-1.971,10.3737,-0.243622,10.3611
