t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,z101,z102,z111,z112,z121,z122,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,al101,al102,al103,al1010,al111,al112,aL113,al1110,al1111,al121,al122,al123,al1210,,al1211,al1212u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,deltap1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94,sr.Cs, sr.Cs1, 1 - sr.d*sr.Cs,b4,b5,b6,b7,b8,b9,b10,b11,b12
0,-6.50019,-2.00307,0,0,-7.41308e-05,0.523599,-0.523605,-0.523605,0.523592,-5.29874e-05,3.14159,-2.61799,2.22706,-3.27426,3.27426,0.392274,-0.390937,-3.66519,4.19121,-3.14401,3.14401,-0.523831,0.526019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.392699,0,0,0,0,0.523599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02,-6.50019,-2.00307,0.0308397,0.0466686,-7.41308e-05,0.587256,-0.523605,-0.455226,0.52359,0.0546061,3.14161,-2.15231,2.22706,-3.13092,3.28255,0.525863,-0.390943,-4.37849,4.19121,-4.60139,3.13258,-1.61308,0.52601,-5.45019,-2.00318,-7.80859,-0.407785,-7.77593,-3.6648,-4.90019,-2.00318,-7.30008,-0.617365,-7.30029,-3.38865,0.0683452,0.542568,-1.99482,0,-0.00306544,-0.0475001,-7.41308e-05,-0.0461482,-0.523605,-0.0480666,0.523592,-0.0473555,3.14159,-3.43609,2.22706,2.03827,3.27426,-0.0477789,-0.390937,4.41512,4.19121,-2.26962,3.14401,-0.047396,0.526019,-0.0474143,1.00015,-0.011915,-1.25018,1.25018,0.00104347,8.89018,-17.7804,8.89091,-0.0267494,-4.44514,8.89028,-8.89098,4.44621,-0.0125894,2.99485e-05,-5.99048e-05,-1.11136,-27.869,-22.3056,14.0862,0,6.26379,10.4093,5.96376,-4.78783,0.897275,0.582332,0.00492622,-0.00214104,-0.278003,34.2935,-23.1087,15.4203,5.11127,0.223729,3.80638,-3.82785,-2.54494,-0.0156057,0.0323098,-0.00975147,0.00488622,0.00322994,-0.00520259,0.00519598,0.200029,1.54198,2.33343,3.18288,3.41898,2.73295,23.2841,7.16651,6.67945,-35.6648,-72.8689,-54.4623,0,0,-0,-6.5,-2,-0.00306544,0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0.523605,-0.00958035,0.523592,-0.0094711,3.14159,2.22706,0.407655,3.27425,-0.00955578,-0.392699,4.19121,-0.453916,3.14401,-0.0094792,0.523599,0,0,0,0,-7.41308e-05,-0.523605,0.523592,3.14159,2.22706,3.27426,-0.390937,4.19121,3.14401,0.526019,0,-0.508979,-0.0031211,2.02285e-08,0.080684,0.000645987,-0.00104052,0.0010392,0.0005654,0.0474074,0.0117992,1.00015,38.1237,-13.8601,0.762529,229.195,-83.4296,0.0814302,-274.192,91.9211,-0.0190731
0.04,-6.50021,-2.00333,0.0519303,0.0771922,-8.25831e-05,0.625229,-0.523606,-0.434121,0.522456,0.0740385,3.14161,-2.18645,2.22722,-3.25012,3.2722,0.411975,-0.390782,-4.25245,4.19143,-3.14857,3.15362,-0.517912,0.526205,-5.45021,-2.00345,-7.80863,-0.408124,-7.77591,-3.66516,-4.90021,-2.00346,-7.30009,-0.61762,-7.30032,-3.3889,0.0883146,0.412862,-0.521155,0.0308543,-0.00332657,-0.0276914,-8.25831e-05,-0.0349756,-0.523606,-0.337239,0.523592,-0.0473551,3.14159,0.762163,2.22722,-0.604444,3.27442,-0.049435,-0.390771,-4.88367,4.19143,2.30164,3.14423,-0.0538801,0.52624,-0.0475039,1.00111,0.0128284,-1.25139,1.25292,-0.261479,9.23874,-18.5001,9.27498,-1.22737,-4.78939,9.59055,-9.27507,4.61969,-0.322349,3.13318e-05,-6.27488e-05,-1.07125,11.2531,-26.1605,12.1848,0,14.8429,-9.85739,8.33292,-3.61061,4.49918,-0.789277,0.00688965,-0.00156777,-1.39399,-114.069,-38.6384,15.5529,37.5889,96.2608,11.5239,-3.88237,-18.7086,8.14328,6.31811,-0.021309,0.00540303,0.0258751,2.71483,-2.71107,0.200127,1.05453,1.52618,1.89865,4.47427,3.70474,-1.70701,1.21528,0.987424,6.30203,-0.217315,0.297172,0.207784,0.231612,0.422929,-6.5,-2,-0.00332657,0,0,0,-5.20417e-18,-3.99418e-18,-1.90735e-17,-3.46945e-17,-3.46945e-17,-4.52112e-17,3.46945e-17,-1.38778e-17,1.92988e-17,0,-0.523606,-0.0529559,0.523591,-0.00947062,3.14159,2.22722,-0.120889,3.27442,-0.00988701,-0.392699,4.19143,0.460319,3.14423,-0.010776,0.523599,0,0,0,0.0308397,-8.25831e-05,-0.523606,0.523592,3.14159,2.22722,3.27442,-0.390771,4.19143,3.14423,0.52624,0,-3.74166,1.62863,-1.05536e-05,5.86456,0.00517502,0.542966,-0.542214,0.24988,0.0474074,0.0117992,1.00016,16.4383,2.20297,0.824543,-46.4051,20.7411,0.327011,356.556,-118.44,-1.23256
0.06,-6.50021,-2.0034,0.0653128,0.096142,-8.48534e-05,0.647909,-0.523606,-0.422275,0.52183,0.0848911,3.14161,-2.18881,2.22727,-3.24375,3.27365,0.419545,-0.390734,-4.18121,4.19149,-3.12831,3.147,-0.504266,0.526271,-5.45021,-2.00353,-7.80864,-0.408222,-7.7759,-3.66527,-4.90021,-2.00354,-7.30009,-0.617694,-7.30033,-3.38898,0.0995342,0.420633,-0.507589,0.0519854,-0.0034024,-0.0157977,-8.48534e-05,-0.0527833,-0.523606,-0.497927,0.523592,-0.0473558,3.14159,0.117191,2.22727,-0.252448,3.27447,-0.0491963,-0.390723,-1.61234,4.19149,0.628656,3.14429,-0.0517824,0.526304,-0.0476692,1.00286,0.0277237,-1.25359,1.25768,-0.664229,9.47202,-19.0058,9.54148,-1.64055,-5.01485,10.0625,-9.54157,4.7022,-0.482886,3.17317e-05,-6.36792e-05,-1.04549,2.49806,-25.7673,12.4507,0,12.9849,-2.23823,8.07821,-3.7601,3.87272,-0.256461,0.00689537,-0.00170246,-1.1999,-27.7727,-32.8862,15.5776,21.2014,19.6796,8.64552,-3.87914,-10.5511,5.37378,1.18886,-0.0177611,0.00553111,0.0149485,1.79153,-1.78899,0.200302,0.669125,0.947491,1.13399,5.06659,4.24741,-0.11767,1.5359,1.36653,3.56188,0.798882,0.979801,0.211413,0.199284,0.278984,-6.5,-2,-0.0034024,0,0,0,3.46945e-18,6.78685e-18,-3.02594e-17,-1.73472e-17,-1.9082e-17,-1.40946e-17,-1.38778e-17,-1.38778e-17,-2.49366e-17,0,-0.523606,-0.0770589,0.523591,-0.00947052,3.14159,2.22727,-0.0504896,3.27447,-0.00983927,-0.392699,4.19149,0.125729,3.1443,-0.0103565,0.523599,0,0,0,0.0519303,-8.48534e-05,-0.523606,0.523592,3.14159,2.22727,3.27447,-0.390723,4.19149,3.14429,0.526304,0,-2.11019,1.07474,-6.96404e-06,1.27321,0.0029897,0.358306,-0.357798,0.0462258,0.0474074,0.0117992,1.00016,3.04368,12.0943,0.856675,-8.41688,6.68586,0.203077,108.805,-33.0206,-0.268389
0.08,-6.49991,-2.00347,0.0740269,0.108141,-8.59114e-05,0.662148,-0.523798,-0.414344,0.521284,0.0909707,3.14142,-2.1848,2.22738,-3.23924,3.27398,0.424758,-0.390627,-4.1583,4.19167,-3.11774,3.14465,-0.495588,0.526426,-5.44991,-2.0035,-7.80836,-0.408347,-7.77556,-3.6654,-4.89991,-2.00361,-7.29979,-0.617763,-7.30003,-3.38904,0.107109,0.425366,-0.499515,0.0654166,-0.00347277,-0.00871724,-8.59114e-05,-0.0718141,-0.523798,-0.589285,0.523399,-0.047253,3.14139,-0.0200129,2.22738,-0.198132,3.27458,-0.0491378,-0.390614,-0.403506,4.19167,-0.00288334,3.14447,-0.0509588,0.52646,-0.0478182,1.00444,0.0366384,-1.25556,1.26183,-0.998206,9.62278,-19.3416,9.71558,-1.76943,-5.15766,10.3669,-9.71446,4.74358,-0.569927,9.67011e-05,-0.000194394,-1.02956,0.843256,-25.7766,12.5036,0,12.6226,-0.936235,8.07404,-3.78097,3.71779,-0.183544,0.00694557,-0.00172578,-1.15184,-5.1426,-30.8061,15.6201,16.6248,2.98788,7.59336,-3.88506,-8.2709,4.36476,0.0544073,-0.0162776,0.00554044,0.0117148,1.45527,-1.45321,0.20046,0.435701,0.59993,0.711957,5.45774,4.55098,0.2002,1.76704,1.63204,1.14541,1.33664,1.42154,0.213305,0.191325,0.22662,-6.5,-2,-0.00347277,0,0,-3.46945e-18,-3.46945e-18,7.10491e-18,-7.12185e-18,3.1225e-17,3.38271e-17,3.78387e-17,-5.24754e-17,-5.33427e-17,-6.63532e-17,0,-0.523798,-0.0907728,0.523398,-0.00944825,3.14159,2.22738,-0.0396266,3.27458,-0.00982756,-0.392699,4.19167,-0.000575984,3.14445,-0.0101918,0.523599,0,0,0,0.0653128,-8.59114e-05,-0.523798,0.523399,3.14139,2.22738,3.27458,-0.390614,4.19167,3.14447,0.52646,0,-1.6543,0.872994,2.06792e-05,0.315392,0.00234295,0.291055,-0.290642,0.00142263,0.0474074,0.0117992,1.00016,-4.75338,17.9682,0.934347,-2.48618,4.85959,0.15361,22.6818,-3.53223,-0.107205
0.1,-6.49903,-2.00353,0.0798545,0.116361,-0.000100059,0.672116,-0.523992,-0.408324,0.520869,0.0950599,3.14123,-2.1814,2.2275,-3.23671,3.27407,0.427679,-0.390507,-4.15225,4.19179,-3.11353,3.1441,-0.491635,0.526543,-5.44903,-2.00347,-7.80749,-0.408457,-7.77467,-3.6655,-4.89903,-2.00369,-7.2989,-0.617811,-7.29917,-3.38909,0.112904,0.427865,-0.49597,0.0741319,-0.0035321,-0.00453484,-0.000142729,-0.0833979,-0.524034,-0.646821,0.523163,-0.0471648,3.14116,-0.0431288,2.22746,-0.204905,3.27466,-0.0491467,-0.390535,-0.111269,4.19174,-0.169088,3.14455,-0.050872,0.526535,-0.047944,1.00566,0.0419422,-1.2571,1.26493,-1.20628,9.72241,-19.5661,9.83324,-1.84981,-5.25089,10.5675,-9.83092,4.76968,-0.62334,0.000160453,-0.00032298,-1.01959,0.611325,-25.8536,12.5064,0,12.5868,-0.792665,8.1147,-3.77437,3.67774,-0.189283,0.0070414,-0.00173534,-1.13937,-0.369422,-30.2657,15.6578,15.616,-0.175628,7.31197,-3.8926,-7.76748,4.13411,-0.175219,-0.0163169,0.00570291,0.011299,1.37841,-1.37641,0.200582,0.29138,0.411043,0.498406,5.7535,4.7551,0.169906,1.89935,1.78347,0.302321,1.55301,1.62184,0.214531,0.189296,0.214683,-6.4991,-2,-0.0035321,0,4,0,0,5.19062e-18,-5.19062e-18,2.08167e-17,1.73472e-17,9.48677e-18,-6.85216e-17,-7.02563e-17,-7.10152e-17,0,-0.524034,-0.0994158,0.523161,-0.00942867,3.14159,2.22746,-0.040981,3.27466,-0.00982933,-0.392699,4.19174,-0.033819,3.14453,-0.0101744,0.523599,0,0,0,0.0739842,-0.000142729,-0.524034,0.523163,3.14116,2.22746,3.27466,-0.390535,4.19174,3.14455,0.526535,4.26693e-05,-1.55359,0.826855,1.69497e-05,0.101025,0.0022598,0.275682,-0.275281,-0.00749082,0.047418,0.0118027,1.00017,-9.02412,21.4379,1.01937,-3.52946,5.53781,0.130218,0.64877,4.16023,-0.0882042
0.12,-6.4976,-2.00359,0.0839409,0.122579,-0.00011511,0.680054,-0.524198,-0.403075,0.520509,0.0981926,3.14103,-2.17932,2.22761,-3.23536,3.27414,0.429162,-0.390399,-4.15027,4.19189,-3.1122,3.14406,-0.490274,0.526649,-5.4476,-2.00344,-7.80606,-0.408557,-7.77322,-3.6656,-4.8976,-2.00377,-7.29744,-0.617856,-7.29776,-3.38914,0.117994,0.429172,-0.49479,0.0799201,-0.00358885,-0.00149334,-0.000232463,-0.0913629,-0.524315,-0.687106,0.522883,-0.0470799,3.14088,-0.0472474,2.22749,-0.215667,3.27469,-0.0491577,-0.390501,-0.0631196,4.19178,-0.206206,3.14458,-0.0509432,0.526567,-0.0480472,1.00656,0.0458206,-1.25823,1.26727,-1.35621,9.79402,-19.729,9.91952,-1.90264,-5.31747,10.7118,-9.91594,4.78788,-0.660122,0.000227986,-0.000459421,-1.01263,0.602942,-25.9157,12.5052,0,12.5871,-0.809669,8.14843,-3.76762,3.65949,-0.200565,0.00706784,-0.00172934,-1.13365,0.422746,-30.1494,15.6888,15.4514,-0.711416,7.24427,-3.89923,-7.68415,4.10875,-0.224419,-0.0165771,0.00583816,0.0114202,1.37,-1.36796,0.200672,0.204323,0.310895,0.396885,6.01057,4.91155,0.10413,1.97221,1.86296,0.0990878,1.62469,1.69256,0.215397,0.188384,0.213401,-6.49753,-2,-0.00358885,0,11,-6.93889e-18,-1.73472e-17,-1.4447e-17,1.43928e-17,2.42861e-17,2.60209e-17,3.17671e-17,3.81639e-17,3.98986e-17,2.6563e-17,0,-0.524315,-0.105473,0.522881,-0.00940949,3.14159,2.22749,-0.0431335,3.27469,-0.00983153,-0.392699,4.19178,-0.0412431,3.14456,-0.0101886,0.523599,0,0,0,0.0797371,-0.000232463,-0.524315,0.522883,3.14088,2.22749,3.27469,-0.390501,4.19178,3.14458,0.526567,0.000117353,-1.53693,0.821785,1.70431e-05,0.0284699,0.00228404,0.274,-0.273593,-0.00929115,0.0474366,0.011809,1.00017,-11.3732,23.6275,1.11504,-5.09917,6.28748,0.122367,-4.38338,6.00245,-0.0883982
0.14,-6.49563,-2.00365,0.0870023,0.12777,-0.000138351,0.687097,-0.52444,-0.398088,0.520144,0.100799,3.14079,-2.17827,2.22772,-3.23479,3.27422,0.429826,-0.390291,-4.14969,4.19204,-3.11204,3.14416,-0.489799,0.526794,-5.44563,-2.0034,-7.80408,-0.408651,-7.77125,-3.66571,-4.89563,-2.00387,-7.29544,-0.617895,-7.29582,-3.38918,0.122854,0.429717,-0.494671,0.083949,-0.00364698,0.00119802,-0.000341077,-0.0972714,-0.524643,-0.719261,0.522554,-0.047006,3.14055,-0.0482406,2.22752,-0.222649,3.27471,-0.0491723,-0.390478,-0.0561443,4.19184,-0.217183,3.14464,-0.0511423,0.526628,-0.0481313,1.00722,0.0492586,-1.25908,1.26916,-1.47871,9.85154,-19.861,9.99077,-1.94432,-5.37074,10.8281,-9.98566,4.80246,-0.689145,0.000290862,-0.000586701,-1.00714,0.629391,-25.9557,12.5074,0,12.5739,-0.836342,8.17038,-3.76442,3.6451,-0.207683,0.00708276,-0.00172518,-1.12912,0.569063,-30.1262,15.7159,15.4469,-0.821204,7.22361,-3.90479,-7.67999,4.11719,-0.239556,-0.0173611,0.00613441,0.0119715,1.37283,-1.37069,0.200738,0.153069,0.259555,0.352151,6.25337,5.04015,0.0523849,2.00625,1.90157,0.0292507,1.64009,1.71739,0.216094,0.187662,0.213864,-6.49573,-2,-0.00364698,0,19,3.46945e-18,3.46945e-18,8.99888e-18,-3.3014e-17,3.29597e-17,3.29597e-17,3.48571e-17,5.0307e-17,4.68375e-17,2.71051e-17,0,-0.524643,-0.110314,0.522553,-0.00939252,3.14159,2.22752,-0.04453,3.27471,-0.00983447,-0.392699,4.19184,-0.0434386,3.14462,-0.0102285,0.523599,0,0,0,0.0837382,-0.000341077,-0.524643,0.522554,3.14055,2.22752,3.27471,-0.390478,4.19184,3.14464,0.526628,0.000202726,-1.53609,0.823471,1.64743e-05,-0.0105877,0.0023943,0.274566,-0.274138,-0.00979529,0.0474579,0.0118161,1.00017,-12.742,25.1749,1.22477,-6.24847,6.79017,0.116961,-6.07647,6.63,-0.102099
0.16,-6.49327,-2.00371,0.0895258,0.132788,-0.000175048,0.694392,-0.524739,-0.392531,0.519737,0.103431,3.1405,-2.17805,2.22777,-3.23465,3.27426,0.429554,-0.39024,-4.14992,4.19211,-3.11227,3.14422,-0.490216,0.526868,-5.44327,-2.00336,-7.80168,-0.408711,-7.76892,-3.66578,-4.89327,-2.00399,-7.29303,-0.61793,-7.29351,-3.38921,0.128297,0.429842,-0.494918,0.0869152,-0.00371155,0.00385909,-0.000495196,-0.102146,-0.525059,-0.747923,0.522139,-0.0469556,3.14013,-0.0495247,2.22745,-0.225536,3.27465,-0.0491885,-0.390545,-0.0571365,4.19179,-0.220307,3.14459,-0.0512856,0.526585,-0.048209,1.00773,0.0526647,-1.25974,1.2708,-1.59081,9.90261,-19.9794,10.0559,-1.98096,-5.41808,10.9322,-10.0491,4.81552,-0.714745,0.000344351,-0.000695297,-1.00229,0.652502,-25.9801,12.5148,0,12.5413,-0.845982,8.18275,-3.76465,3.63,-0.210102,0.00706621,-0.00171762,-1.12441,0.591514,-30.1305,15.7389,15.4883,-0.838398,7.21962,-3.90991,-7.69959,4.13236,-0.244505,-0.017833,0.00631165,0.0123296,1.37789,-1.37568,0.200789,0.126174,0.250857,0.36474,6.52419,5.16878,0.0110886,2.01562,1.89076,-0.0114373,1.63205,1.69661,0.216716,0.186898,0.214668,-6.49325,-2,-0.00371155,0,30,0,-6.93889e-18,-3.90313e-18,-2.02475e-17,-8.67362e-18,-1.04083e-17,-1.85941e-17,3.46945e-18,6.93889e-18,2.49366e-18,0,-0.525059,-0.114634,0.522137,-0.00938042,3.14159,2.22745,-0.0451073,3.27465,-0.0098377,-0.392699,4.19179,-0.0440633,3.14458,-0.0102571,0.523599,0,0,0,0.0866821,-0.000495196,-0.525059,0.522139,3.14013,2.22745,3.27465,-0.390545,4.19179,3.14459,0.526585,0.000320147,-1.54,0.826502,1.48917e-05,-0.043558,0.00246592,0.275578,-0.275136,-0.00991357,0.0474871,0.0118259,1.00018,-13.2055,26.2558,1.36214,-7.09195,7.09162,0.139376,-7.00978,6.91762,-0.0853578
0.18,-6.49064,-2.00378,0.0917968,0.137887,-0.000216111,0.701991,-0.524986,-0.386937,0.519373,0.10632,3.14026,-2.17837,2.22778,-3.23478,3.27427,0.428751,-0.390224,-4.15057,4.19208,-3.11255,3.1442,-0.491249,0.526843,-5.44064,-2.00336,-7.799,-0.408756,-7.76636,-3.6658,-4.89064,-2.00413,-7.29034,-0.617967,-7.29094,-3.38925,0.13377,0.429718,-0.495191,0.0893299,-0.00378276,0.00697507,-0.0006644,-0.105746,-0.525435,-0.778635,0.521763,-0.0469182,3.13975,-0.0499034,2.22734,-0.225465,3.27453,-0.0491817,-0.390659,-0.0588085,4.19163,-0.219603,3.14444,-0.0512885,0.526429,-0.0482818,1.00816,0.056648,-1.26031,1.27246,-1.70103,9.95508,-20.1025,10.1262,-2.03298,-5.46741,11.0415,-10.1181,4.83061,-0.742016,0.000391728,-0.000791843,-0.997335,0.69426,-25.993,12.5283,0,12.4859,-0.853953,8.18785,-3.76827,3.61274,-0.209098,0.00694226,-0.00168758,-1.11903,0.608813,-30.1496,15.7597,15.5593,-0.836382,7.22617,-3.91529,-7.73526,4.15052,-0.24457,-0.0176313,0.00624453,0.0122378,1.38395,-1.38176,0.200832,0.113553,0.254967,0.379975,6.79843,5.31135,-0.0159491,2.01024,1.8527,-0.0327169,1.617,1.64524,0.217418,0.186016,0.21562,-6.49056,-2,-0.00378276,0,42,-6.93889e-18,6.93889e-18,2.57498e-18,-5.09033e-17,2.08167e-17,2.25514e-17,2.81893e-17,2.42861e-17,2.77556e-17,1.4962e-17,0,-0.525435,-0.11926,0.521761,-0.00937093,3.14159,2.22734,-0.0450931,3.27453,-0.00983634,-0.392699,4.19163,-0.0439222,3.14442,-0.0102577,0.523599,0,0,0,0.0890775,-0.0006644,-0.525435,0.521763,3.13975,2.22734,3.27453,-0.390659,4.19163,3.14444,0.526429,0.000448289,-1.54713,0.830131,1.33505e-05,-0.0650749,0.00244756,0.27679,-0.276352,-0.00986481,0.047519,0.0118366,1.00018,-13.6157,27.355,1.48747,-7.58433,7.20973,0.175442,-7.47387,7.00036,-0.0358774
