t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10,x1,Y1,x2,y2,x3,y3,Trix[1],Triy[1],Trix[2],Triy[2],Trix[3],Triy[3],varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,z101,z102,z111,z112,z121,z122,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,al101,al102,al103,al1010,al111,al112,aL113,al1110,al1111,al121,al122,al123,al1210,al1211,al1212,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,deltap1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT,K81,K82,K83,K84,K91,K92,K93,K94,sr.Cs, sr.Cs1, 1 - sr.d*sr.Cs,nu1,nu2,nu3,nu4,nu5,nu6,nu7,nu8,nu9,nu10,nu11,nu12,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,lambda11,lambda12,lambda13,lambda14,lambda15,lambda16,lambda17,lambda18,Q_phiR1, Q_varphiR1, Q_phiF1, Q_varphiF1, Q_phiR2, Q_varphiR2, Q_phiF2, Q_varphiF2, Q_phiR3, Q_varphiR3, Q_phiF3, Q_varphiF3
0,-6.5,-2.00064,0,0,-2.65047e-05,0.523599,-0.523598,-0.523601,0.5236,-2.2451e-05,3.14159,-2.61799,2.2252,-3.2724,3.2724,0.392704,-0.392796,-3.66519,4.18959,-3.14239,3.14239,-0.523621,0.52439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.392699,0,0,0,0,0.523599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,-6.5,-2.00064,0.00453404,0.0199127,-2.65047e-05,0.561406,-0.523598,-0.476388,0.523598,0.0198468,3.14167,-2.16454,2.2252,-3.15201,3.28487,0.408885,-0.392731,-4.4161,4.18959,10.1318,3.12833,23.0273,0.524366,-5.45,-2.00068,-7.80808,-0.40445,-7.77614,-3.66163,-4.9,-2.00068,-7.29997,-0.614976,-7.30004,-3.38626,0.0471338,0.525587,12.7358,0,-0.000637458,-0.0474405,-2.65047e-05,-0.0469273,-0.523598,-0.0476567,0.5236,-0.0473846,3.14159,-3.45031,2.2252,2.04163,3.2724,-0.0473821,-0.392796,4.40292,4.18959,-2.26959,3.14239,-0.0474061,0.52439,-0.0474088,1.00003,-0.0118406,-1.25004,1.25004,-0.00694208,8.88916,-17.7783,8.88943,-0.0174701,-4.44459,8.88919,-8.88946,4.44501,-0.0121016,1.31684e-05,-2.6338e-05,-1.11118,-27.9585,-22.3174,14.1052,0,6.2478,10.3005,5.93694,-4.77752,0.884474,0.559586,-0.000341612,0.000148839,-0.273992,34.2305,-23.0985,15.4038,5.12504,0.0660085,3.83482,-3.84193,-2.55897,-0.00515949,0.00341869,-0.00341742,0.00170993,0.00113675,-0.00171985,0.00171909,0.150005,0.113351,0.497819,0.945188,1.18033,0.496731,11.3363,3.00965,0.404528,-18.7726,331.855,588.774,0,0,-0,-6.5,-2,-0.000637458,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,-0.523598,-0.00713916,0.5236,-0.00710769,3.14159,2.2252,0.306245,3.2724,-0.00710731,-0.392699,4.18959,-0.34045,3.14238,-0.00711091,0.523599,0,0,0,0,-2.65047e-05,-0.523598,0.5236,3.14159,2.2252,3.2724,-0.392796,4.18959,3.14239,0.52439,0,-0.383858,-0.000773941,-8.53261e-09,0.164698,0.000170512,-0.000257978,0.000257863,0.000146501,0.0474074,0.0117992,1.00003,1.50378,0,0,0,23.6066,9.93461,0,60.193,8.09055,0,6637.09,11775.5,-0.000122037,-84.0801,-0.00186111,-84.0801,-2.14426,-37.8622,-2.14619,-37.8629,2.14394,-20.9354,2.14439,-20.9352,168.154,0.000142656,-10.3529,4.28949,-7.42362,-4.29386,1.05318,15.1221,2.50257,15.122,0.857689,7.33199,6.38113,6.43158,1248.33,4.30423,703.606,3.33862
0.08,-6.50001,-2.00078,0.00817741,0.032705,-3.40124e-05,0.583001,-0.523598,-0.463208,0.522534,0.0313768,3.14167,-2.22345,2.2252,-3.26816,3.26911,0.37128,-0.392717,-4.29067,4.18982,-3.17379,3.16023,-0.541705,0.52466,-5.45001,-2.00083,-7.80807,-0.404582,-7.77609,-3.66187,-4.90001,-2.00083,-7.29996,-0.615108,-7.30005,-3.38639,0.0592447,0.393664,-0.538222,0.00453424,-0.000775919,-0.0282226,-3.40124e-05,-0.0237992,-0.523598,-0.227603,0.5236,-0.047386,3.14159,0.913027,2.2252,-0.595069,3.2724,-0.0472785,-0.392797,-5.8421,4.18982,2.8864,3.14262,-0.0503598,0.524617,-0.0474111,1.00006,0.0121768,-1.25007,1.25054,-0.145904,9.08785,-18.1825,9.11464,-0.851859,-4.64317,9.28984,-9.11468,4.56229,-0.207977,1.26405e-05,-2.5292e-05,-1.08855,13.0628,-26.0243,12.294,0,14.7834,-11.191,8.21253,-3.66402,4.61974,-0.795468,-0.00042349,0.000100229,-1.4311,-152.945,-41.145,15.4563,45.4227,131.812,12.8372,-3.86347,-22.6709,8.96978,8.73379,-0.00953675,0.00221192,0.0129479,2.98998,-2.98827,0.150007,0.0910842,0.319805,0.539874,1.50983,0.784984,-1.47281,0.10581,-0.535662,3.13561,-0.779173,-0.451878,0.153974,0.178496,0.349556,-6.5,-2,-0.000775919,0,0,4.33681e-19,6.07153e-18,5.40629e-18,-2.25019e-17,-1.9082e-17,-2.08167e-17,-1.19432e-17,-1.38778e-17,-1.38778e-17,2.29309e-17,0,-0.523598,-0.027383,0.5236,-0.00710782,3.14159,2.2252,-0.0892606,3.27239,-0.00709178,-0.392699,4.18982,0.432975,3.14261,-0.00755397,0.523599,0,0,0,0.00453404,-3.40124e-05,-0.523598,0.5236,3.14159,2.2252,3.2724,-0.392797,4.18982,3.14262,0.524617,0,-3.40075,1.3455,1.48076e-05,3.62817,0.00194219,0.448497,-0.448241,0.196486,0.0474074,0.0117992,1.00004,1.50228,-1.13349,-5.05785,-10.2494,38.4661,23.73,-202.497,118.918,108.402,95.0022,-195.317,-115.288,0.0031092,61.135,0.00135288,61.135,32.4776,-173.836,32.4677,-173.84,-32.7663,-207.628,-32.5612,-207.743,-120.021,-9.00486e-05,156.807,-64.9695,113.44,65.6488,2.51564,-8.11298,4.07783,-8.06992,11.4918,29.4814,12.6066,29.8,-12.2219,35.1047,-20.7058,37.1325
0.12,-6.50001,-2.00081,0.0106143,0.0405674,-3.60535e-05,0.595746,-0.523598,-0.45568,0.521974,0.0379686,3.14168,-2.2401,2.2252,-3.27474,3.27194,0.363467,-0.392716,-4.22546,4.18988,-3.15749,3.14805,-0.540097,0.524711,-5.45001,-2.00087,-7.80807,-0.404618,-7.77608,-3.66194,-4.90001,-2.00087,-7.29996,-0.615144,-7.30006,-3.38643,0.0662113,0.389909,-0.534151,0.00817791,-0.000813568,-0.0167775,-3.60535e-05,-0.0263284,-0.523598,-0.322656,0.5236,-0.0473865,3.14159,0.180674,2.2252,-0.124059,3.2724,-0.0472981,-0.392797,-1.71462,4.18988,0.847471,3.14268,-0.0493163,0.52468,-0.0474155,1.00011,0.0264765,-1.25013,1.25139,-0.382004,9.20591,-18.4303,9.25053,-1.14073,-4.76101,9.53159,-9.25057,4.61572,-0.307573,1.24725e-05,-2.49715e-05,-1.07447,3.16012,-25.3151,12.6507,0,12.4363,-2.17577,7.77678,-3.88041,3.91015,-0.104709,-0.000406742,0.000109045,-1.21129,-32.1354,-34.1493,15.4518,23.253,23.4248,9.34334,-3.85778,-11.6045,5.45629,1.61024,-0.00801712,0.00234822,0.00704533,1.8188,-1.81769,0.150011,0.060922,0.19656,0.31861,1.69805,0.949779,-0.416253,-0.0586701,-0.730991,1.63029,-0.370222,-0.411674,0.155776,0.151078,0.212633,-6.5,-2,-0.000813568,0,0,8.67362e-19,-3.46945e-18,-2.63766e-18,-1.46579e-17,-1.24141e-17,-1.12757e-17,-1.89701e-17,-1.38778e-17,-1.38778e-17,-3.99257e-17,0,-0.523598,-0.0380765,0.523599,-0.00710786,3.14159,2.2252,-0.0186088,3.27239,-0.00709472,-0.392699,4.18988,0.127125,3.14267,-0.00739745,0.523599,0,0,0,0.00817741,-3.60535e-05,-0.523598,0.5236,3.14159,2.2252,3.2724,-0.392797,4.18988,3.14268,0.52468,0,-1.74074,0.818462,9.00709e-06,0.5614,0.0010568,0.27282,-0.272654,0.0362263,0.0474074,0.0117992,1.00004,1.50392,-0.910722,-3.24527,-5.33729,39.0885,23.9617,28.6532,-7.98479,-22.5597,-52.0516,0.40635,-8.0879,0.00252992,36.1418,0.000782863,36.1418,26.2346,-149.355,26.2262,-149.358,-26.8052,-155.837,-26.6696,-155.913,-69.0716,-4.97773e-05,126.665,-52.4808,92.794,53.7084,2.54021,-4.11059,4.14382,-4.04911,-2.39158,25.5078,-0.846477,25.5792,-0.857408,26.7538,0.0430776,27.316
0.16,-6.49917,-2.0009,0.0126828,0.0459677,-1.70535e-05,0.604123,-0.523594,-0.450361,0.521658,0.0420137,3.14168,-2.24371,2.22518,-3.27589,3.27259,0.361002,-0.392717,-4.21057,4.18975,-3.15384,3.1439,-0.543797,0.52465,-5.44917,-2.00093,-7.80726,-0.404726,-7.77522,-3.66203,-4.89917,-2.00093,-7.29915,-0.615248,-7.29919,-3.38653,0.071214,0.389418,-0.534586,0.0105725,-0.00090198,-0.00996907,-5.97227e-05,-0.0312171,-0.523637,-0.377103,0.523561,-0.0473976,3.14155,0.0170046,2.22514,-0.0118749,3.27234,-0.0473079,-0.392843,-0.347179,4.18971,0.176671,3.14251,-0.0488209,0.52457,-0.0474305,1.00015,0.0349935,-1.2502,1.25211,-0.557349,9.27736,-18.5832,9.33461,-1.26755,-4.83225,9.67937,-9.33466,4.64435,-0.363245,1.2287e-05,-2.46142e-05,-1.06591,1.24685,-25.136,12.7477,0,11.8477,-0.502252,7.66594,-3.9374,3.72775,0.0291403,-0.000425557,0.000117744,-1.15478,-4.65402,-31.8707,15.4506,17.8727,3.48547,8.20945,-3.85678,-8.92141,4.30842,0.310683,-0.00681849,0.00218371,0.00503989,1.43617,-1.43536,0.150015,0.0517127,0.135009,0.209446,1.83107,1.05079,-0.0901081,-0.0878023,-0.792566,0.372295,-0.28201,-0.504035,0.156742,0.14403,0.1679,-6.4991,-2,-0.00090198,0,4,-8.67362e-19,-1.73472e-18,-6.03207e-19,6.03087e-19,2.51535e-17,2.51535e-17,2.67273e-17,-3.38271e-17,-3.29597e-17,-4.42083e-17,0,-0.523637,-0.0442028,0.523555,-0.00710951,3.14159,2.22514,-0.00178146,3.27235,-0.00709618,-0.392699,4.18971,0.0264948,3.14256,-0.00732314,0.523599,0,0,0,0.0105716,-5.97227e-05,-0.523637,0.523561,3.14155,2.22514,3.27234,-0.392843,4.18971,3.14251,0.52457,4.26693e-05,-1.33798,0.646189,-3.71333e-05,0.0679505,0.000755984,0.215426,-0.215304,0.00698169,0.047418,0.0118027,1.00004,1.10839,-0.608792,-1.99309,-3.05376,39.6923,23.9947,7.946,-3.27319,-17.7994,-35.6264,-4.9257,-13.1663,-0.0129667,21.3027,-0.0157005,21.3027,17.8738,-104.035,17.8658,-104.038,-18.5461,-100.531,-18.4833,-100.565,-39.6551,6.33519e-05,86.3011,-35.7573,64.1842,37.1436,2.5437,-2.17443,4.20783,-2.11797,-1.88693,17.8078,-0.346994,17.8147,-1.39577,17.3884,-0.522179,17.4066
0.2,-6.49684,-2.00099,0.014585,0.0504509,-2.29455e-05,0.610977,-0.523602,-0.445181,0.521441,0.0450702,3.14168,-2.24472,2.22519,-3.2758,3.27272,0.359205,-0.392716,-4.20886,4.1896,-3.15226,3.14296,-0.547121,0.524489,-5.44684,-2.00103,-7.80492,-0.404808,-7.77295,-3.66203,-4.89684,-2.00103,-7.29681,-0.615336,-7.29687,-3.38662,0.0761717,0.389638,-0.533793,0.0125347,-0.000994749,-0.00582559,-0.000172311,-0.0341593,-0.523752,-0.413056,0.523446,-0.0474639,3.14144,-0.00851833,2.22504,0.00866848,3.27223,-0.0473233,-0.392953,-0.0725412,4.18945,0.0444236,3.14225,-0.0485335,0.52429,-0.0474616,1.0002,0.0401959,-1.25027,1.2527,-0.665791,9.32518,-18.6868,9.39253,-1.35552,-4.87973,9.77865,-9.39248,4.6634,-0.399447,-1.16957e-05,2.34437e-05,-1.06031,1.0014,-25.0988,12.7722,0,11.6909,-0.25713,7.64286,-3.95072,3.68222,0.0520776,-0.000473356,0.000131867,-1.14067,0.166604,-31.4258,15.4527,16.976,0.426625,7.99107,-3.85804,-8.47607,4.09281,0.11498,-0.00546848,0.00178385,0.00391158,1.3643,-1.36367,0.150019,0.0475551,0.112078,0.171346,1.96032,1.1262,-0.0251711,-0.0853484,-0.83731,0.0426124,-0.246376,-0.58701,0.157386,0.142271,0.159497,-6.49685,-2,-0.000994749,0,14,1.73472e-18,-1.73472e-18,-3.19752e-18,3.81427e-17,-1.64799e-17,-1.64799e-17,-1.73184e-17,-1.30104e-17,-1.38778e-17,-2.0112e-17,0,-0.523752,-0.0482481,0.523446,-0.00711973,3.14159,2.22504,0.00130015,3.27224,-0.00709849,-0.392699,4.18945,0.00666212,3.14228,-0.00728003,0.523599,0,0,0,0.0125334,-0.000172311,-0.523752,0.523446,3.14144,2.22504,3.27223,-0.392953,4.18945,3.14225,0.52429,0.000149365,-1.27128,0.61388,-2.07059e-05,0.00241463,0.000586736,0.204646,-0.204551,0.00257802,0.0474446,0.0118116,1.00005,0.791624,-0.580342,-1.41223,-1.8798,44.0427,26.3922,1.35416,-2.38395,-18.2441,-8.68139,-5.23283,-13.5581,-0.0872929,35.2164,-0.0268124,35.2164,17.4653,-85.1038,17.4503,-85.1099,-18.1325,-80.0935,-18.1109,-80.1048,-67.9572,0.000211808,84.3402,-34.9452,62.7684,36.3097,2.79787,-4.75214,4.66902,-4.70476,-1.93408,14.437,-0.252726,14.4407,-1.43731,13.7516,-0.554739,13.7444
0.24,-6.49351,-2.00109,0.0164091,0.0546731,-2.4264e-05,0.61746,-0.523603,-0.439852,0.521266,0.0474587,3.14169,-2.24523,2.22518,-3.27511,3.27274,0.357279,-0.392712,-4.20867,4.18944,-3.1505,3.14271,-0.549679,0.524336,-5.44351,-2.00112,-7.80158,-0.404897,-7.76966,-3.66204,-4.89351,-2.00113,-7.29347,-0.615427,-7.29354,-3.38671,0.0813199,0.390343,-0.532128,0.0142772,-0.00108756,-0.0026281,-0.000333735,-0.0358347,-0.523913,-0.442932,0.523285,-0.0475026,3.14128,-0.0107756,2.22488,0.0126571,3.27207,-0.047355,-0.393116,-0.0368255,4.18913,0.0291753,3.14194,-0.0483373,0.523963,-0.0475061,1.00026,0.0442292,-1.25034,1.25325,-0.745166,9.36483,-18.7734,9.44185,-1.43737,-4.91904,9.86133,-9.44178,4.67968,-0.429301,-1.10523e-05,2.21684e-05,-1.05577,1.01929,-25.0896,12.783,0,11.6182,-0.240197,7.63673,-3.95563,3.66251,0.0562848,-0.000507487,0.000141678,-1.13456,0.815858,-31.374,15.455,16.9303,0.0495632,7.96905,-3.85958,-8.45557,4.07913,0.0936609,-0.00428713,0.00140137,0.00306533,1.35975,-1.35925,0.150023,0.0456031,0.105556,0.162071,2.09351,1.18588,-0.0129464,-0.0682367,-0.885336,0.00480824,-0.206301,-0.650853,0.157935,0.141509,0.158964,-6.49348,-2,-0.00108756,0,29,1.73472e-18,-1.73472e-18,-2.45798e-19,-1.72892e-17,1.82146e-17,1.82146e-17,1.32883e-17,2.08167e-17,2.1684e-17,3.97089e-17,0,-0.523913,-0.0516107,0.523285,-0.00712554,3.14159,2.22488,0.00189848,3.27208,-0.00710325,-0.392699,4.18913,0.00437549,3.14196,-0.00725059,0.523599,0,0,0,0.0142755,-0.000333735,-0.523913,0.523285,3.14128,2.22488,3.27207,-0.393116,4.18913,3.14194,0.523963,0.000309471,-1.26825,0.611841,-1.41301e-05,-0.00501428,0.0004598,0.203962,-0.203888,0.00210023,0.0474845,0.011825,1.00005,0.588874,-0.61037,-1.26862,-1.49969,48.8501,28.9877,0.0211933,-2.02809,-19.6687,-1.24153,-4.64502,-14.6527,-0.178442,49.9888,-0.0250276,49.9888,18.6313,-76.5986,18.6051,-76.6094,-19.2777,-70.004,-19.283,-69.9999,-97.8343,0.000399049,89.97,-37.2781,66.7388,38.5916,3.07302,-7.34079,5.17866,-7.29977,-2.0851,12.8593,-0.215,12.8643,-1.55335,11.9044,-0.492424,11.898
0.28,-6.48953,-2.00118,0.0182082,0.0589438,-2.71794e-05,0.624082,-0.523604,-0.434202,0.5211,0.0496414,3.1417,-2.24576,2.22518,-3.27427,3.27275,0.355029,-0.392706,-4.20867,4.18928,-3.1486,3.14253,-0.552324,0.524185,-5.43953,-2.00122,-7.7976,-0.404986,-7.76573,-3.66205,-4.88953,-2.00122,-7.28949,-0.615517,-7.28956,-3.3868,0.0867943,0.391181,-0.530253,0.0159097,-0.00118171,0.00033226,-0.000528874,-0.0367935,-0.524106,-0.471558,0.523092,-0.0475482,3.14109,-0.00865699,2.22468,0.0135372,3.27188,-0.0473964,-0.39331,-0.028418,4.18878,0.0271428,3.14158,-0.0481559,0.523604,-0.0475588,1.00031,0.0479747,-1.25042,1.2538,-0.813953,9.40273,-18.8567,9.49016,-1.52232,-4.95658,9.94061,-9.49005,4.69565,-0.457688,-9.66075e-06,1.93909e-05,-1.05152,1.08534,-25.0856,12.7913,0,11.5622,-0.265178,7.63378,-3.95902,3.64794,0.0570415,-0.000534955,0.000149534,-1.13004,1.0004,-31.3657,15.4573,16.9757,-0.0398828,7.96892,-3.86122,-8.48068,4.08787,0.0908514,-0.00312669,0.00102229,0.00224266,1.36266,-1.3623,0.150027,0.0449769,0.106768,0.165549,2.23468,1.24043,-0.0131829,-0.0472732,-0.941474,-4.88417e-05,-0.162901,-0.71689,0.158474,0.140946,0.159304,-6.48943,-2,-0.00118171,0,47,1.73472e-18,1.73472e-18,3.44827e-18,1.41455e-17,-8.67362e-18,-8.67362e-18,-8.45678e-18,-6.07153e-18,-5.63785e-18,-1.02186e-17,0,-0.524106,-0.0548332,0.523092,-0.00713236,3.14159,2.22468,0.0020305,3.27188,-0.00710946,-0.392699,4.18878,0.00407069,3.1416,-0.00722339,0.523599,0,0,0,0.0159074,-0.000528874,-0.524106,0.523092,3.14109,2.22468,3.27188,-0.39331,4.18878,3.14158,0.523604,0.000501695,-1.27202,0.613154,-1.31818e-05,-0.00853015,0.000336399,0.204399,-0.204345,0.00203943,0.0475323,0.011841,1.00006,0.457662,-0.654141,-1.3043,-1.46314,53.4114,31.317,-0.286735,-1.70429,-21.227,-0.427129,-3.91765,-16.278,-0.264539,62.5867,-0.0212584,62.5867,20.1189,-72.8474,20.0835,-72.8621,-20.7476,-64.6714,-20.7761,-64.6542,-123.238,0.000565214,97.151,-40.2537,71.8387,41.5247,3.31995,-9.50199,5.66221,-9.46495,-2.2503,12.1185,-0.180673,12.1244,-1.72565,10.9004,-0.415315,10.8916
0.32,-6.48512,-2.00127,0.0200051,0.0633139,-3.02302e-05,0.630882,-0.523604,-0.428422,0.520931,0.0517485,3.14171,-2.24638,2.22518,-3.27343,3.27275,0.352599,-0.392699,-4.20877,4.18911,-3.14671,3.14236,-0.555066,0.524036,-5.43512,-2.00132,-7.79319,-0.405076,-7.76138,-3.66206,-4.88512,-2.00132,-7.28508,-0.615607,-7.28516,-3.38689,0.0923941,0.392018,-0.528389,0.0175063,-0.00127715,0.00338415,-0.000734943,-0.0375417,-0.524309,-0.500955,0.522888,-0.0475966,3.14088,-0.00533148,2.22448,0.0140614,3.27167,-0.0474413,-0.393515,-0.021769,4.18841,0.0263689,3.14121,-0.0479787,0.523236,-0.0476147,1.00037,0.0518384,-1.25051,1.25441,-0.883264,9.44185,-18.9432,9.54093,-1.61104,-4.99528,10.0227,-9.54078,4.71218,-0.486601,-8.35812e-06,1.6789e-05,-1.04718,1.16662,-25.0816,12.8003,0,11.506,-0.300361,7.6308,-3.9626,3.63388,0.0574027,-0.000559218,0.00015652,-1.12568,1.15702,-31.3632,15.4603,17.0324,-0.109882,7.97161,-3.86301,-8.51142,4.09862,0.0897847,-0.00197862,0.000646944,0.00142426,1.36625,-1.36602,0.150032,0.0449216,0.109252,0.170006,2.37908,1.29307,-0.0154877,-0.0262807,-1.00213,-0.00235226,-0.119933,-0.785373,0.159032,0.140402,0.159723,-6.48516,-1.99999,-0.00127715,0,66,0,3.46945e-18,2.55423e-18,1.51018e-17,-8.67362e-18,-8.67362e-18,-1.75641e-17,-1.30104e-18,-1.30104e-18,-1.27462e-17,0,-0.524309,-0.0581424,0.522889,-0.00713961,3.14159,2.22448,0.00210913,3.27168,-0.0071162,-0.392699,4.18841,0.0039546,3.14123,-0.0071968,0.523599,0,0,0,0.0175035,-0.000734943,-0.524309,0.522888,3.14088,2.22448,3.27167,-0.393515,4.18841,3.14121,0.523236,0.000704713,-1.27663,0.614767,-1.33751e-05,-0.0116321,0.000213639,0.204937,-0.204903,0.00201742,0.0475829,0.0118579,1.00006,0.369841,-0.704059,-1.42393,-1.58355,57.7234,33.4487,-0.363833,-1.39589,-22.7875,-0.402717,-3.19505,-17.9461,-0.342131,73.6268,-0.0181172,73.6268,21.7435,-71.8382,21.701,-71.8558,-22.3622,-62.1905,-22.4069,-62.164,-145.465,0.000685791,104.994,-43.5035,77.439,44.7447,3.54594,-11.3657,6.11933,-11.3315,-2.41573,11.8625,-0.14798,11.8692,-1.90249,10.4028,-0.338711,10.3916
0.36,-6.48042,-2.00136,0.0218192,0.0678807,-3.40612e-05,0.638034,-0.523604,-0.422304,0.520758,0.0538032,3.14172,-2.24715,2.22518,-3.27257,3.27275,0.349827,-0.392691,-4.20899,4.18895,-3.14484,3.14219,-0.55805,0.523887,-5.43042,-2.00142,-7.78849,-0.405165,-7.75673,-3.66207,-4.88042,-2.00142,-7.28038,-0.615697,-7.28047,-3.38698,0.0983264,0.392869,-0.526533,0.0190794,-0.00137409,0.00655964,-0.0009633,-0.0384408,-0.524534,-0.531115,0.522664,-0.0476503,3.14066,-0.00167198,2.22425,0.0147804,3.27145,-0.047492,-0.393741,-0.0150978,4.18802,0.0259796,3.14082,-0.0478064,0.522847,-0.0476764,1.00043,0.0558631,-1.25061,1.25508,-0.957267,9.48245,-19.0335,9.59437,-1.69954,-5.0354,10.1082,-9.59417,4.72906,-0.515988,-7.00191e-06,1.40765e-05,-1.04271,1.25346,-25.0767,12.8102,0,11.4468,-0.337631,7.62728,-3.96666,3.61936,0.0579734,-0.000582065,0.000163159,-1.12118,1.31644,-31.3634,15.464,17.0947,-0.179293,7.97566,-3.865,-8.54502,4.11004,0.0892467,-0.000835237,0.000273088,0.000603495,1.37006,-1.36996,0.150037,0.0453542,0.11417,0.178795,2.5319,1.34438,-0.0193528,-0.00491131,-1.07134,-0.0054522,-0.0771801,-0.859909,0.159602,0.139841,0.160168,-6.48045,-1.99999,-0.00137409,0,87,0,0,2.55507e-18,1.51644e-17,8.67362e-18,8.67362e-18,1.09538e-17,1.60462e-17,1.64799e-17,3.79301e-17,0,-0.524534,-0.0615379,0.522665,-0.00714766,3.14159,2.22425,0.00221697,3.27145,-0.00712381,-0.392699,4.18802,0.00389619,3.14084,-0.00717096,0.523599,0,0,0,0.0190758,-0.0009633,-0.524534,0.522664,3.14066,2.22425,3.27145,-0.393741,4.18802,3.14082,0.522847,0.000929239,-1.28167,0.616478,-1.38677e-05,-0.0155391,9.05242e-05,0.205509,-0.205494,0.00200705,0.0476389,0.0118767,1.00007,0.310005,-0.754459,-1.55898,-1.72669,61.9526,35.3989,-0.380074,-1.05906,-24.4305,-0.432463,-2.45945,-19.6638,-0.411754,83.2718,-0.0157007,83.2718,23.3582,-72.3441,23.3102,-72.3639,-23.9756,-61.4143,-24.0319,-61.3811,-164.843,0.000751595,112.789,-46.7336,83.0356,47.9603,3.75268,-12.975,6.56767,-12.9425,-2.5899,11.8784,-0.112273,11.8857,-2.08458,10.2107,-0.260729,10.1974
